prv_code,city_code,area_code,dept_code,li_code,tbox_no,valid_ticket,invalid_ticket,vote_ticket,votable_population,population,cand_male_num,cand_female_num,cand_num,elected_male_num,elected_female_num,elected_num,elect_to_population,vote_to_elect,elected_to_cand
00,000,00,000,0000,0000,53563,2051,55614,91627,113557,92,42,134,49,23,72,80.69,60.70,53.73
10,005,00,000,0000,0000,910,16,926,1398,1779,2,0,2,1,0,1,78.58,66.24,50.00
10,005,04,110,0001,0000,41,0,41,55,0,2,0,2,1,0,1,0.00,74.55,50.00
10,005,04,110,0002,0000,35,0,35,48,0,2,0,2,1,0,1,0.00,72.92,50.00
10,005,04,110,0003,0000,188,4,192,283,0,2,0,2,1,0,1,0.00,67.84,50.00
10,005,04,110,0004,0000,11,0,11,15,0,2,0,2,1,0,1,0.00,73.33,50.00
10,005,04,110,0005,0000,9,0,9,17,0,2,0,2,1,0,1,0.00,52.94,50.00
10,005,04,110,0006,0000,3,1,4,6,0,2,0,2,1,0,1,0.00,66.67,50.00
10,005,04,110,0007,0000,3,0,3,4,0,2,0,2,1,0,1,0.00,75.00,50.00
10,005,04,110,0008,0000,229,2,231,381,0,2,0,2,1,0,1,0.00,60.63,50.00
10,005,04,110,0009,0000,391,9,400,589,0,2,0,2,1,0,1,0.00,67.91,50.00
10,005,04,110,0001,0425,41,0,41,55,0,2,0,2,1,0,1,0.00,74.55,50.00
10,005,04,110,0002,0426,35,0,35,48,0,2,0,2,1,0,1,0.00,72.92,50.00
10,005,04,110,0003,0427,188,4,192,283,0,2,0,2,1,0,1,0.00,67.84,50.00
10,005,04,110,0004,0428,11,0,11,15,0,2,0,2,1,0,1,0.00,73.33,50.00
10,005,04,110,0005,0429,9,0,9,17,0,2,0,2,1,0,1,0.00,52.94,50.00
10,005,04,110,0006,0430,3,1,4,6,0,2,0,2,1,0,1,0.00,66.67,50.00
10,005,04,110,0007,0431,3,0,3,4,0,2,0,2,1,0,1,0.00,75.00,50.00
10,005,04,110,0008,0432,229,2,231,381,0,2,0,2,1,0,1,0.00,60.63,50.00
