prv_code,city_code,area_code,dept_code,li_code,tbox_no,cand_no,ticket_num,ticket_percent,is_victor
64,000,01,370,0001,0005,4,141,25.04,*
64,000,01,370,0001,0005,5,27,4.80,*
64,000,01,370,0001,0005,6,28,4.97,*
64,000,01,370,0001,0005,7,86,15.28, 
64,000,01,370,0001,0005,8,89,15.81,*
64,000,01,370,0001,0005,9,14,2.49, 
64,000,01,370,0001,0005,10,26,4.62, 
64,000,01,370,0004,0006,1,13,2.61, 
64,000,01,370,0004,0006,2,64,12.83,*
64,000,01,370,0004,0006,3,14,2.81, 
64,000,01,370,0004,0006,4,14,2.81,*
64,000,01,370,0004,0006,5,9,1.80,*
64,000,01,370,0004,0006,6,212,42.48,*
64,000,01,370,0004,0006,7,17,3.41, 
64,000,01,370,0004,0006,8,26,5.21,*
64,000,01,370,0004,0006,9,24,4.81, 
64,000,01,370,0004,0006,10,106,21.24, 
64,000,01,370,0001,0000,1,30,5.33, 
64,000,01,370,0001,0000,2,118,20.96,*
64,000,01,370,0001,0000,3,4,0.71, 
64,000,01,370,0001,0000,4,141,25.04,*
64,000,01,370,0001,0000,5,27,4.80,*
64,000,01,370,0001,0000,6,28,4.97,*
64,000,01,370,0001,0000,7,86,15.28, 
64,000,01,370,0001,0000,8,89,15.81,*
64,000,01,370,0001,0000,9,14,2.49, 
64,000,01,370,0001,0000,10,26,4.62, 
64,000,01,370,0004,0000,1,13,2.61, 
64,000,01,370,0004,0000,2,64,12.83,*
64,000,01,370,0004,0000,3,14,2.81, 
64,000,01,370,0004,0000,4,14,2.81,*
64,000,01,370,0004,0000,5,9,1.80,*
64,000,01,370,0004,0000,6,212,42.48,*
64,000,01,370,0004,0000,7,17,3.41, 
64,000,01,370,0004,0000,8,26,5.21,*
64,000,01,370,0004,0000,9,24,4.81, 
64,000,01,370,0004,0000,10,106,21.24, 
64,000,01,370,0005,0000,1,8,4.91, 
64,000,01,370,0005,0000,2,47,28.83,*
64,000,01,370,0005,0000,3,0,0.00, 
64,000,01,370,0005,0000,4,28,17.18,*
64,000,01,370,0005,0000,5,28,17.18,*
64,000,01,370,0005,0000,6,9,5.52,*
64,000,01,370,0005,0000,7,21,12.88, 
64,000,01,370,0005,0000,8,7,4.29,*
64,000,01,370,0005,0000,9,11,6.75, 
64,000,01,370,0005,0000,10,4,2.45, 
64,000,01,370,0006,0000,1,31,13.90, 
64,000,01,370,0006,0000,2,17,7.62,*
64,000,01,370,0006,0000,3,5,2.24, 
64,000,01,370,0006,0000,4,12,5.38,*
64,000,01,370,0006,0000,5,99,44.39,*
64,000,01,370,0006,0000,6,9,4.04,*
64,000,01,370,0006,0000,7,14,6.28, 
64,000,01,370,0006,0000,8,13,5.83,*
64,000,01,370,0006,0000,9,13,5.83, 
64,000,01,370,0006,0000,10,10,4.48, 
64,000,01,370,0007,0000,1,23,11.68, 
64,000,01,370,0007,0000,2,24,12.18,*
64,000,01,370,0007,0000,3,0,0.00, 
64,000,01,370,0007,0000,4,23,11.68,*
64,000,01,370,0007,0000,5,30,15.23,*
64,000,01,370,0007,0000,6,10,5.08,*
64,000,01,370,0007,0000,7,25,12.69, 
64,000,01,370,0007,0000,8,25,12.69,*
64,000,01,370,0007,0000,9,26,13.20, 
64,000,01,370,0007,0000,10,11,5.58, 
64,000,01,370,0008,0000,1,71,31.84, 
64,000,01,370,0008,0000,2,40,17.94,*
64,000,01,370,0008,0000,3,0,0.00, 
64,000,01,370,0008,0000,4,24,10.76,*
64,000,01,370,0008,0000,5,30,13.45,*
64,000,01,370,0008,0000,6,8,3.59,*
64,000,01,370,0008,0000,7,7,3.14, 
64,000,01,370,0008,0000,8,24,10.76,*
64,000,01,370,0008,0000,9,15,6.73, 
64,000,01,370,0008,0000,10,4,1.79, 
64,000,01,380,0001,0009,1,66,10.75, 
64,000,01,380,0001,0009,2,43,7.00,*
64,000,01,380,0001,0009,3,59,9.61,*
64,000,01,380,0001,0009,4,128,20.85, 
64,000,01,380,0001,0009,5,86,14.01, 
64,000,01,380,0001,0009,6,95,15.47,*
64,000,01,380,0001,0009,7,137,22.31,*
64,000,01,380,0001,0000,1,87,7.78, 
64,000,01,380,0001,0000,2,170,15.21,*
64,000,01,380,0001,0000,3,189,16.91,*
64,000,01,380,0001,0000,4,162,14.49, 
64,000,01,380,0001,0000,5,139,12.43, 
64,000,01,380,0001,0000,6,171,15.30,*
64,000,01,380,0001,0000,7,200,17.89,*
64,000,01,380,0001,0010,1,21,4.17, 
64,000,01,380,0001,0010,2,127,25.20,*
64,000,01,380,0001,0010,3,130,25.79,*
64,000,01,380,0001,0010,4,34,6.75, 
64,000,01,380,0001,0010,5,53,10.52, 
64,000,01,380,0001,0010,6,76,15.08,*
64,000,01,380,0001,0010,7,63,12.50,*
64,000,02,360,0001,0000,1,192,30.28,*
64,000,02,360,0001,0000,2,142,22.40,*
64,000,02,360,0001,0000,3,168,26.50,*
64,000,02,360,0001,0000,4,132,20.82, 
64,000,02,360,0001,0136,1,192,30.28,*
64,000,02,360,0001,0136,2,142,22.40,*
64,000,02,360,0001,0136,3,168,26.50,*
64,000,02,360,0001,0136,4,132,20.82, 
64,000,02,370,0003,0007,1,18,3.92, 
64,000,02,370,0003,0007,2,65,14.16, 
64,000,02,370,0003,0007,3,25,5.45,*
64,000,02,370,0003,0007,4,128,27.89, 
64,000,02,370,0003,0007,5,223,48.58,*
64,000,02,370,0002,0008,1,36,9.86, 
64,000,02,370,0002,0008,2,96,26.30, 
64,000,02,370,0002,0008,3,179,49.04,*
64,000,02,370,0002,0008,4,32,8.77, 
64,000,02,370,0002,0008,5,22,6.03,*
64,000,02,370,0002,0000,1,36,9.86, 
64,000,02,370,0002,0000,2,96,26.30, 
64,000,02,370,0002,0000,3,179,49.04,*
64,000,02,370,0002,0000,4,32,8.77, 
64,000,02,370,0002,0000,5,22,6.03,*
64,000,02,370,0003,0000,1,18,3.92, 
64,000,02,370,0003,0000,2,65,14.16, 
64,000,02,370,0003,0000,3,25,5.45,*
64,000,02,370,0003,0000,4,128,27.89, 
64,000,02,370,0003,0000,5,223,48.58,*
64,000,02,380,0002,0011,1,65,12.40, 
64,000,02,380,0002,0011,2,78,14.89,*
64,000,02,380,0002,0011,3,42,8.02, 
64,000,02,380,0002,0011,4,209,39.89,*
64,000,02,380,0002,0011,5,89,16.98, 
64,000,02,380,0002,0011,6,41,7.82,*
64,000,02,380,0003,0012,1,3,0.80, 
64,000,02,380,0003,0012,2,117,31.28,*
64,000,02,380,0003,0012,3,75,20.05, 
64,000,02,380,0003,0012,4,29,7.75,*
64,000,02,380,0003,0012,5,5,1.34, 
64,000,02,380,0003,0012,6,145,38.77,*
64,000,02,380,0002,0000,1,65,12.40, 
64,000,02,380,0002,0000,2,78,14.89,*
64,000,02,380,0002,0000,3,42,8.02, 
64,000,02,380,0002,0000,4,209,39.89,*
64,000,02,380,0002,0000,5,89,16.98, 
64,000,02,380,0002,0000,6,41,7.82,*
64,000,02,380,0003,0000,1,3,0.80, 
64,000,02,380,0003,0000,2,117,31.28,*
64,000,02,380,0003,0000,3,75,20.05, 
64,000,02,380,0003,0000,4,29,7.75,*
64,000,02,380,0003,0000,5,5,1.34, 
64,000,02,380,0003,0000,6,145,38.77,*
64,000,01,360,0000,0000,1,29,3.65, 
64,000,01,360,0000,0000,2,159,20.00,*
64,000,01,360,0000,0000,3,130,16.35,*
64,000,01,360,0000,0000,4,111,13.96, 
64,000,01,360,0000,0000,5,104,13.08, 
64,000,01,360,0000,0000,6,122,15.35,*
64,000,01,360,0000,0000,7,140,17.61,*
64,000,02,360,0000,0000,1,192,30.28,*
64,000,02,360,0000,0000,2,142,22.40,*
64,000,02,360,0000,0000,3,168,26.50,*
64,000,02,360,0000,0000,4,132,20.82, 
64,000,01,370,0000,0000,1,176,9.42, 
64,000,01,370,0000,0000,2,310,16.60,*
64,000,01,370,0000,0000,3,23,1.23, 
64,000,01,370,0000,0000,4,242,12.96,*
64,000,01,370,0000,0000,5,223,11.94,*
64,000,01,370,0000,0000,6,276,14.78,*
64,000,01,370,0000,0000,7,170,9.10, 
64,000,01,370,0000,0000,8,184,9.85,*
64,000,01,370,0000,0000,9,103,5.51, 
64,000,01,370,0000,0000,10,161,8.62, 
64,000,02,370,0000,0000,1,54,6.55, 
64,000,02,370,0000,0000,2,161,19.54, 
64,000,02,370,0000,0000,3,204,24.76,*
64,000,02,370,0000,0000,4,160,19.42, 
64,000,02,370,0000,0000,5,245,29.73,*
64,000,01,380,0000,0000,1,87,7.78, 
64,000,01,380,0000,0000,2,170,15.21,*
64,000,01,380,0000,0000,3,189,16.91,*
64,000,01,380,0000,0000,4,162,14.49, 
64,000,01,380,0000,0000,5,139,12.43, 
64,000,01,380,0000,0000,6,171,15.30,*
64,000,01,380,0000,0000,7,200,17.89,*
64,000,02,380,0000,0000,1,68,7.57, 
64,000,02,380,0000,0000,2,195,21.71,*
64,000,02,380,0000,0000,3,117,13.03, 
64,000,02,380,0000,0000,4,238,26.50,*
64,000,02,380,0000,0000,5,94,10.47, 
64,000,02,380,0000,0000,6,186,20.71,*
65,000,01,290,0002,0000,1,105,9.94, 
65,000,01,290,0002,0000,2,301,28.50,*
65,000,01,290,0002,0000,3,369,34.94,*
65,000,01,290,0002,0000,4,281,26.61, 
65,000,01,290,0002,2397,1,95,16.21, 
65,000,01,290,0002,2397,2,103,17.58,*
65,000,01,290,0002,2397,3,146,24.91,*
65,000,01,290,0002,2397,4,242,41.30, 
65,000,01,290,0002,2398,1,10,2.13, 
65,000,01,290,0002,2398,2,198,42.13,*
65,000,01,290,0002,2398,3,223,47.45,*
65,000,01,290,0002,2398,4,39,8.30, 
65,000,02,290,0001,0000,1,232,14.94,*
65,000,02,290,0001,0000,2,211,13.59,*
65,000,02,290,0001,0000,3,176,11.33, 
65,000,02,290,0001,0000,4,185,11.91, 
65,000,02,290,0001,0000,5,214,13.78, 
65,000,02,290,0001,0000,6,261,16.81,*
65,000,02,290,0001,0000,7,274,17.64, 
65,000,02,290,0005,0000,1,71,37.37,*
65,000,02,290,0005,0000,2,72,37.89,*
65,000,02,290,0005,0000,3,0,0.00, 
65,000,02,290,0005,0000,4,5,2.63, 
65,000,02,290,0005,0000,5,9,4.74, 
65,000,02,290,0005,0000,6,31,16.32,*
65,000,02,290,0005,0000,7,2,1.05, 
65,000,02,290,0001,2399,1,134,18.18,*
65,000,02,290,0001,2399,2,119,16.15,*
65,000,02,290,0001,2399,3,17,2.31, 
65,000,02,290,0001,2399,4,97,13.16, 
65,000,02,290,0001,2399,5,156,21.17, 
65,000,02,290,0001,2399,6,24,3.26,*
65,000,02,290,0001,2399,7,190,25.78, 
65,000,02,290,0001,2400,1,98,12.01,*
65,000,02,290,0001,2400,2,92,11.27,*
65,000,02,290,0001,2400,3,159,19.49, 
65,000,02,290,0001,2400,4,88,10.78, 
65,000,02,290,0001,2400,5,58,7.11, 
65,000,02,290,0001,2400,6,237,29.04,*
65,000,02,290,0001,2400,7,84,10.29, 
65,000,02,290,0005,2401,1,71,37.37,*
65,000,02,290,0005,2401,2,72,37.89,*
65,000,02,290,0005,2401,3,0,0.00, 
65,000,02,290,0005,2401,4,5,2.63, 
65,000,02,290,0005,2401,5,9,4.74, 
65,000,02,290,0005,2401,6,31,16.32,*
65,000,02,290,0005,2401,7,2,1.05, 
65,000,03,290,0004,0000,1,276,100.00,*
65,000,03,290,0004,2402,1,276,100.00,*
65,000,04,290,0003,0000,1,215,46.04, 
65,000,04,290,0003,0000,2,252,53.96,*
65,000,04,290,0003,2403,1,215,46.04, 
65,000,04,290,0003,2403,2,252,53.96,*
65,000,01,290,0000,0000,1,105,9.94, 
65,000,01,290,0000,0000,2,301,28.50,*
65,000,01,290,0000,0000,3,369,34.94,*
65,000,01,290,0000,0000,4,281,26.61, 
65,000,02,290,0000,0000,1,303,17.38,*
65,000,02,290,0000,0000,2,283,16.24,*
65,000,02,290,0000,0000,3,176,10.10, 
65,000,02,290,0000,0000,4,190,10.90, 
65,000,02,290,0000,0000,5,223,12.79, 
65,000,02,290,0000,0000,6,292,16.75,*
65,000,02,290,0000,0000,7,276,15.83, 
65,000,03,290,0000,0000,1,276,100.00,*
65,000,04,290,0000,0000,1,215,46.04, 
65,000,04,290,0000,0000,2,252,53.96,*
66,000,01,290,0001,0000,1,347,25.04,*
66,000,01,290,0001,0000,2,264,19.05,*
66,000,01,290,0001,0000,3,214,15.44,*
66,000,01,290,0001,0000,4,3,0.22, 
66,000,01,290,0001,0000,5,15,1.08, 
66,000,01,290,0001,0000,6,138,9.96, 
66,000,01,290,0001,0000,7,101,7.29, 
66,000,01,290,0001,0000,8,178,12.84, 
66,000,01,290,0001,0000,9,81,5.84,*
66,000,01,290,0001,0000,10,37,2.67,*
66,000,01,290,0001,0000,11,8,0.58, 
66,000,01,290,0002,0000,1,60,18.02,*
66,000,01,290,0002,0000,2,38,11.41,*
66,000,01,290,0002,0000,3,37,11.11,*
66,000,01,290,0002,0000,4,2,0.60, 
66,000,01,290,0002,0000,5,28,8.41, 
66,000,01,290,0002,0000,6,2,0.60, 
66,000,01,290,0002,0000,7,16,4.80, 
66,000,01,290,0002,0000,8,52,15.62, 
66,000,01,290,0002,0000,9,9,2.70,*
66,000,01,290,0002,0000,10,76,22.82,*
66,000,01,290,0002,0000,11,13,3.90, 
66,000,01,290,0003,0000,1,42,3.80,*
66,000,01,290,0003,0000,2,160,14.48,*
66,000,01,290,0003,0000,3,82,7.42,*
66,000,01,290,0003,0000,4,10,0.90, 
66,000,01,290,0003,0000,5,15,1.36, 
66,000,01,290,0003,0000,6,87,7.87, 
66,000,01,290,0003,0000,7,138,12.49, 
66,000,01,290,0003,0000,8,70,6.33, 
66,000,01,290,0003,0000,9,225,20.36,*
66,000,01,290,0003,0000,10,269,24.34,*
66,000,01,290,0003,0000,11,7,0.63, 
66,000,01,290,0001,1864,1,184,27.88,*
66,000,01,290,0001,1864,2,159,24.09,*
66,000,01,290,0001,1864,3,136,20.61,*
66,000,01,290,0001,1864,4,1,0.15, 
66,000,01,290,0001,1864,5,8,1.21, 
66,000,01,290,0001,1864,6,20,3.03, 
66,000,01,290,0001,1864,7,20,3.03, 
66,000,01,290,0001,1864,8,106,16.06, 
66,000,01,290,0001,1864,9,13,1.97,*
66,000,01,290,0001,1864,10,8,1.21,*
66,000,01,290,0001,1864,11,5,0.76, 
66,000,01,290,0001,1865,1,163,22.45,*
66,000,01,290,0001,1865,2,105,14.46,*
66,000,01,290,0001,1865,3,78,10.74,*
66,000,01,290,0001,1865,4,2,0.28, 
66,000,01,290,0001,1865,5,7,0.96, 
66,000,01,290,0001,1865,6,118,16.25, 
66,000,01,290,0001,1865,7,81,11.16, 
66,000,01,290,0001,1865,8,72,9.92, 
66,000,01,290,0001,1865,9,68,9.37,*
66,000,01,290,0001,1865,10,29,3.99,*
66,000,01,290,0001,1865,11,3,0.41, 
66,000,01,290,0002,1866,1,60,18.02,*
66,000,01,290,0002,1866,2,38,11.41,*
66,000,01,290,0002,1866,3,37,11.11,*
66,000,01,290,0002,1866,4,2,0.60, 
66,000,01,290,0002,1866,5,28,8.41, 
66,000,01,290,0002,1866,6,2,0.60, 
66,000,01,290,0002,1866,7,16,4.80, 
66,000,01,290,0002,1866,8,52,15.62, 
66,000,01,290,0002,1866,9,9,2.70,*
66,000,01,290,0002,1866,10,76,22.82,*
66,000,01,290,0002,1866,11,13,3.90, 
66,000,01,290,0003,1867,1,15,2.23,*
66,000,01,290,0003,1867,2,57,8.48,*
66,000,01,290,0003,1867,3,44,6.55,*
66,000,01,290,0003,1867,4,2,0.30, 
66,000,01,290,0003,1867,5,6,0.89, 
66,000,01,290,0003,1867,6,50,7.44, 
66,000,01,290,0003,1867,7,98,14.58, 
66,000,01,290,0003,1867,8,36,5.36, 
66,000,01,290,0003,1867,9,149,22.17,*
66,000,01,290,0003,1867,10,209,31.10,*
66,000,01,290,0003,1867,11,6,0.89, 
66,000,01,290,0003,1868,1,27,6.24,*
66,000,01,290,0003,1868,2,103,23.79,*
66,000,01,290,0003,1868,3,38,8.78,*
66,000,01,290,0003,1868,4,8,1.85, 
66,000,01,290,0003,1868,5,9,2.08, 
66,000,01,290,0003,1868,6,37,8.55, 
66,000,01,290,0003,1868,7,40,9.24, 
66,000,01,290,0003,1868,8,34,7.85, 
66,000,01,290,0003,1868,9,76,17.55,*
66,000,01,290,0003,1868,10,60,13.86,*
66,000,01,290,0003,1868,11,1,0.23, 
66,000,02,290,0004,0000,1,145,45.31,*
66,000,02,290,0004,0000,2,127,39.69,*
66,000,02,290,0004,0000,3,48,15.00,*
66,000,02,290,0005,0000,1,244,32.93,*
66,000,02,290,0005,0000,2,139,18.76,*
66,000,02,290,0005,0000,3,358,48.31,*
66,000,02,290,0006,0000,1,259,33.77,*
66,000,02,290,0006,0000,2,92,11.99,*
66,000,02,290,0006,0000,3,416,54.24,*
66,000,02,290,0005,1869,1,81,40.70,*
66,000,02,290,0005,1869,2,7,3.52,*
66,000,02,290,0005,1869,3,111,55.78,*
66,000,02,290,0005,1870,1,46,14.47,*
66,000,02,290,0005,1870,2,43,13.52,*
66,000,02,290,0005,1870,3,229,72.01,*
66,000,02,290,0005,1871,1,117,52.23,*
66,000,02,290,0005,1871,2,89,39.73,*
66,000,02,290,0005,1871,3,18,8.04,*
66,000,02,290,0006,1872,1,199,38.05,*
66,000,02,290,0006,1872,2,78,14.91,*
66,000,02,290,0006,1872,3,246,47.04,*
66,000,02,290,0006,1873,1,60,24.59,*
66,000,02,290,0006,1873,2,14,5.74,*
66,000,02,290,0006,1873,3,170,69.67,*
66,000,02,290,0004,1874,1,145,45.31,*
66,000,02,290,0004,1874,2,127,39.69,*
66,000,02,290,0004,1874,3,48,15.00,*
66,000,03,290,0007,0000,1,345,31.91,*
66,000,03,290,0007,0000,2,303,28.03, 
66,000,03,290,0007,0000,3,243,22.48,*
66,000,03,290,0007,0000,4,190,17.58,*
66,000,03,290,0008,0000,1,119,17.45,*
66,000,03,290,0008,0000,2,26,3.81, 
66,000,03,290,0008,0000,3,349,51.17,*
66,000,03,290,0008,0000,4,188,27.57,*
66,000,03,290,0007,1875,1,61,27.98,*
66,000,03,290,0007,1875,2,49,22.48, 
66,000,03,290,0007,1875,3,43,19.72,*
66,000,03,290,0007,1875,4,65,29.82,*
66,000,03,290,0007,1876,1,127,33.51,*
66,000,03,290,0007,1876,2,120,31.66, 
66,000,03,290,0007,1876,3,62,16.36,*
66,000,03,290,0007,1876,4,70,18.47,*
66,000,03,290,0007,1877,1,117,40.91,*
66,000,03,290,0007,1877,2,82,28.67, 
66,000,03,290,0007,1877,3,62,21.68,*
66,000,03,290,0007,1877,4,25,8.74,*
66,000,03,290,0007,1878,1,40,20.20,*
66,000,03,290,0007,1878,2,52,26.26, 
66,000,03,290,0007,1878,3,76,38.38,*
66,000,03,290,0007,1878,4,30,15.15,*
66,000,03,290,0008,1879,1,25,31.25,*
66,000,03,290,0008,1879,2,4,5.00, 
66,000,03,290,0008,1879,3,35,43.75,*
66,000,03,290,0008,1879,4,16,20.00,*
66,000,03,290,0008,1880,1,94,15.61,*
66,000,03,290,0008,1880,2,22,3.65, 
66,000,03,290,0008,1880,3,314,52.16,*
66,000,03,290,0008,1880,4,172,28.57,*
66,000,01,290,0000,0000,1,449,15.90,*
66,000,01,290,0000,0000,2,462,16.36,*
66,000,01,290,0000,0000,3,333,11.79,*
66,000,01,290,0000,0000,4,15,0.53, 
66,000,01,290,0000,0000,5,58,2.05, 
66,000,01,290,0000,0000,6,227,8.04, 
66,000,01,290,0000,0000,7,255,9.03, 
66,000,01,290,0000,0000,8,300,10.62, 
66,000,01,290,0000,0000,9,315,11.15,*
66,000,01,290,0000,0000,10,382,13.53,*
66,000,01,290,0000,0000,11,28,0.99, 
66,000,02,290,0000,0000,1,648,35.45,*
66,000,02,290,0000,0000,2,358,19.58,*
66,000,02,290,0000,0000,3,822,44.97,*
66,000,03,290,0000,0000,1,464,26.32,*
66,000,03,290,0000,0000,2,329,18.66, 
66,000,03,290,0000,0000,3,592,33.58,*
66,000,03,290,0000,0000,4,378,21.44,*
68,000,01,130,0001,0000,1,277,19.69,*
68,000,01,130,0001,0000,2,64,4.55,*
68,000,01,130,0001,0000,3,213,15.14,*
68,000,01,130,0001,0000,4,182,12.94, 
68,000,01,130,0001,0000,5,479,34.04,*
68,000,01,130,0001,0000,6,65,4.62,*
68,000,01,130,0001,0000,7,86,6.11, 
68,000,01,130,0001,0000,8,41,2.91, 
68,000,01,130,0002,0000,1,34,3.69,*
68,000,01,130,0002,0000,2,176,19.11,*
68,000,01,130,0002,0000,3,167,18.13,*
68,000,01,130,0002,0000,4,87,9.45, 
68,000,01,130,0002,0000,5,69,7.49,*
68,000,01,130,0002,0000,6,123,13.36,*
68,000,01,130,0002,0000,7,212,23.02, 
68,000,01,130,0002,0000,8,53,5.75, 
68,000,01,130,0003,0000,1,38,7.50,*
68,000,01,130,0003,0000,2,32,6.31,*
68,000,01,130,0003,0000,3,7,1.38,*
68,000,01,130,0003,0000,4,24,4.73, 
68,000,01,130,0003,0000,5,33,6.51,*
68,000,01,130,0003,0000,6,201,39.64,*
68,000,01,130,0003,0000,7,18,3.55, 
68,000,01,130,0003,0000,8,154,30.37, 
68,000,01,130,0004,0000,1,104,19.92,*
68,000,01,130,0004,0000,2,123,23.56,*
68,000,01,130,0004,0000,3,5,0.96,*
68,000,01,130,0004,0000,4,43,8.24, 
68,000,01,130,0004,0000,5,36,6.90,*
68,000,01,130,0004,0000,6,89,17.05,*
68,000,01,130,0004,0000,7,23,4.41, 
68,000,01,130,0004,0000,8,99,18.97, 
68,000,01,130,0001,0699,1,125,17.99,*
68,000,01,130,0001,0699,2,23,3.31,*
68,000,01,130,0001,0699,3,179,25.76,*
68,000,01,130,0001,0699,4,15,2.16, 
68,000,01,130,0001,0699,5,247,35.54,*
68,000,01,130,0001,0699,6,24,3.45,*
68,000,01,130,0001,0699,7,65,9.35, 
68,000,01,130,0001,0699,8,17,2.45, 
68,000,01,130,0001,0700,1,152,21.35,*
68,000,01,130,0001,0700,2,41,5.76,*
68,000,01,130,0001,0700,3,34,4.78,*
68,000,01,130,0001,0700,4,167,23.46, 
68,000,01,130,0001,0700,5,232,32.58,*
68,000,01,130,0001,0700,6,41,5.76,*
68,000,01,130,0001,0700,7,21,2.95, 
68,000,01,130,0001,0700,8,24,3.37, 
68,000,01,130,0002,0701,1,34,3.69,*
68,000,01,130,0002,0701,2,176,19.11,*
68,000,01,130,0002,0701,3,167,18.13,*
68,000,01,130,0002,0701,4,87,9.45, 
68,000,01,130,0002,0701,5,69,7.49,*
68,000,01,130,0002,0701,6,123,13.36,*
68,000,01,130,0002,0701,7,212,23.02, 
68,000,01,130,0002,0701,8,53,5.75, 
68,000,01,130,0004,0702,1,104,19.92,*
68,000,01,130,0004,0702,2,123,23.56,*
68,000,01,130,0004,0702,3,5,0.96,*
68,000,01,130,0004,0702,4,43,8.24, 
68,000,01,130,0004,0702,5,36,6.90,*
68,000,01,130,0004,0702,6,89,17.05,*
68,000,01,130,0004,0702,7,23,4.41, 
68,000,01,130,0004,0702,8,99,18.97, 
68,000,01,130,0003,0703,1,38,7.50,*
68,000,01,130,0003,0703,2,32,6.31,*
68,000,01,130,0003,0703,3,7,1.38,*
68,000,01,130,0003,0703,4,24,4.73, 
68,000,01,130,0003,0703,5,33,6.51,*
68,000,01,130,0003,0703,6,201,39.64,*
68,000,01,130,0003,0703,7,18,3.55, 
68,000,01,130,0003,0703,8,154,30.37, 
68,000,02,130,0005,0000,1,4,0.87, 
68,000,02,130,0005,0000,2,224,48.70, 
68,000,02,130,0005,0000,3,10,2.17, 
68,000,02,130,0005,0000,4,50,10.87,*
68,000,02,130,0005,0000,5,50,10.87,*
68,000,02,130,0005,0000,6,44,9.57, 
68,000,02,130,0005,0000,7,78,16.96,*
68,000,02,130,0007,0000,1,4,0.70, 
68,000,02,130,0007,0000,2,47,8.26, 
68,000,02,130,0007,0000,3,1,0.18, 
68,000,02,130,0007,0000,4,249,43.76,*
68,000,02,130,0007,0000,5,84,14.76,*
68,000,02,130,0007,0000,6,160,28.12, 
68,000,02,130,0007,0000,7,24,4.22,*
68,000,02,130,0009,0000,1,13,1.75, 
