地區,姓名,號次,得票數,得票率
連江縣南竿鄉介壽村第0001投開票所,陳美貴,1,726,63.07%
連江縣南竿鄉介壽村第0001投開票所,陳建民,2,425,36.92%
連江縣南竿鄉復興村第0002投開票所,曹爾嵐,1,434,65.36%
連江縣南竿鄉復興村第0002投開票所,曹常永,2,230,34.63%
連江縣南竿鄉福沃村第0002投開票所,陳泰英,1,427,100.00%
連江縣南竿鄉清水村第0003投開票所,陳善安,1,350,100.00%
連江縣南竿鄉仁愛村第0003投開票所,黃寶清,1,202,72.14%
連江縣南竿鄉仁愛村第0003投開票所,陳國忠,2,78,27.85%
連江縣南竿鄉津沙村第0003投開票所,李木菁,1,118,57.00%
連江縣南竿鄉津沙村第0003投開票所,劉用順,2,89,42.99%
連江縣南竿鄉馬祖村第0003投開票所,陳高玲,1,243,100.00%
連江縣南竿鄉珠螺村第0003投開票所,陳常玉,1,62,61.38%
連江縣南竿鄉珠螺村第0003投開票所,陳美蘭,2,39,38.61%
連江縣南竿鄉四維村第0003投開票所,林文斌,1,28,31.81%
連江縣南竿鄉四維村第0003投開票所,侯全寶,2,60,68.18%
連江縣北竿鄉塘岐村第0004投開票所,陳嘉文,1,387,100.00%
連江縣北竿鄉后沃村第0004投開票所,鄭禮頤,1,53,44.91%
連江縣北竿鄉后沃村第0004投開票所,陳鈺麟,2,65,55.08%
連江縣北竿鄉橋仔村第0004投開票所,陳麗君,1,95,50.26%
連江縣北竿鄉橋仔村第0004投開票所,黃鵬銓,2,94,49.73%
連江縣北竿鄉芹壁村第0005投開票所,陳世飛,1,100,100.00%
連江縣北竿鄉坂里村第0005投開票所,王禮好,1,184,100.00%
連江縣北竿鄉白沙村第0005投開票所,王若蓉,1,66,100.00%
連江縣莒光鄉青帆村第0006投開票所,陳秉傑,1,217,100.00%
連江縣莒光鄉田沃村第0006投開票所,林順雄,1,97,100.00%
連江縣莒光鄉西坵村第0006投開票所,陳家信,1,34,100.00%
連江縣莒光鄉福正村第0007投開票所,史麗彬,1,49,47.57%
連江縣莒光鄉福正村第0007投開票所,鄭光武,2,54,52.42%
連江縣莒光鄉大坪村第0007投開票所,鄭智新,1,135,50.37%
連江縣莒光鄉大坪村第0007投開票所,曹碧霞,2,133,49.62%
連江縣東引鄉中柳村第0008投開票所,劉家宏,1,335,100.00%
連江縣東引鄉樂華村第0008投開票所,曹恆勇,1,234,54.92%
連江縣東引鄉樂華村第0008投開票所,林增平,2,192,45.07%
金門縣金城鎮東門里第0001投開票所,蔡祥坤,1,705,72.01%
金門縣金城鎮東門里第0001投開票所,蕭永水,2,274,27.98%
金門縣金城鎮東門里第0002投開票所,蔡祥坤,1,741,66.81%
金門縣金城鎮東門里第0002投開票所,蕭永水,2,368,33.18%
金門縣金城鎮西門里第0006投開票所,楊雨川,1,909,100.00%
金門縣金城鎮西門里第0007投開票所,楊雨川,1,923,100.00%
金門縣金城鎮西門里第0008投開票所,楊雨川,1,840,100.00%
金門縣金城鎮西門里第0009投開票所,楊雨川,1,860,100.00%
金門縣金城鎮南門里第0003投開票所,楊耀芸,1,623,100.00%
金門縣金城鎮南門里第0004投開票所,楊耀芸,1,605,100.00%
金門縣金城鎮南門里第0005投開票所,楊耀芸,1,792,100.00%
金門縣金城鎮北門里第0010投開票所,許績才,1,789,100.00%
金門縣金城鎮北門里第0011投開票所,許績才,1,706,100.00%
金門縣金城鎮古城里第0015投開票所,董華安,1,491,91.77%
金門縣金城鎮古城里第0015投開票所,陳承吉,2,44,8.22%
金門縣金城鎮古城里第0016投開票所,董華安,1,258,29.48%
金門縣金城鎮古城里第0016投開票所,陳承吉,2,617,70.51%
金門縣金城鎮金水里第0014投開票所,洪俊裕,1,282,34.64%
金門縣金城鎮金水里第0014投開票所,黃國民,2,532,65.35%
金門縣金城鎮珠沙里第0017投開票所,戴德強,1,439,43.85%
金門縣金城鎮珠沙里第0017投開票所,歐贊隊,2,562,56.14%
金門縣金城鎮賢庵里第0012投開票所,盧志嶢,1,847,100.00%
金門縣金城鎮賢庵里第0013投開票所,盧志嶢,1,654,100.00%
金門縣金沙鎮汶沙里第0050投開票所,張瀚龍,1,690,100.00%
金門縣金沙鎮汶沙里第0051投開票所,張瀚龍,1,654,100.00%
金門縣金沙鎮汶沙里第0052投開票所,張瀚龍,1,555,100.00%
金門縣金沙鎮三山里第0058投開票所,李賢慨,1,320,47.69%
金門縣金沙鎮三山里第0058投開票所,陳賜發,2,351,52.30%
金門縣金沙鎮大洋里第0059投開票所,吳有泰,1,364,100.00%
金門縣金沙鎮光前里第0060投開票所,黃文成,1,170,35.49%
金門縣金沙鎮光前里第0060投開票所,翁麗治,2,227,47.39%
金門縣金沙鎮光前里第0060投開票所,陳文傑,3,82,17.11%
金門縣金沙鎮光前里第0061投開票所,黃文成,1,119,29.60%
金門縣金沙鎮光前里第0061投開票所,翁麗治,2,146,36.31%
金門縣金沙鎮光前里第0061投開票所,陳文傑,3,137,34.07%
金門縣金沙鎮何斗里第0053投開票所,陳福氣,1,221,29.70%
金門縣金沙鎮何斗里第0053投開票所,吳明雄,2,191,25.67%
金門縣金沙鎮何斗里第0053投開票所,陳金德,3,332,44.62%
金門縣金沙鎮西園里第0056投開票所,黃志明,1,257,48.58%
金門縣金沙鎮西園里第0056投開票所,黃木林,2,272,51.41%
金門縣金沙鎮官嶼里第0057投開票所,楊恭勤,1,607,100.00%
金門縣金沙鎮浦山里第0054投開票所,周家才,1,339,67.52%
金門縣金沙鎮浦山里第0054投開票所,林文傳,2,163,32.47%
金門縣金沙鎮浦山里第0055投開票所,周家才,1,168,45.52%
金門縣金沙鎮浦山里第0055投開票所,林文傳,2,201,54.47%
金門縣金湖鎮新市里第0037投開票所,吳志成,1,813,100.00%
金門縣金湖鎮新市里第0038投開票所,吳志成,1,852,100.00%
金門縣金湖鎮山外里第0039投開票所,陳晚開,1,641,100.00%
金門縣金湖鎮山外里第0040投開票所,陳晚開,1,549,100.00%
金門縣金湖鎮正義里第0047投開票所,陳偃武,1,563,59.20%
金門縣金湖鎮正義里第0047投開票所,陳和國,2,388,40.79%
金門縣金湖鎮料羅里第0043投開票所,謝清福,1,315,47.43%
金門縣金湖鎮料羅里第0043投開票所,謝慶閣,2,349,52.56%
金門縣金湖鎮瓊林里第0048投開票所,蔡顯明,1,356,61.91%
金門縣金湖鎮瓊林里第0048投開票所,蔡欽水,2,219,38.08%
金門縣金湖鎮瓊林里第0049投開票所,蔡顯明,1,326,55.34%
金門縣金湖鎮瓊林里第0049投開票所,蔡欽水,2,263,44.65%
金門縣金湖鎮新湖里第0044投開票所,陳文顧,1,820,100.00%
金門縣金湖鎮新湖里第0045投開票所,陳文顧,1,713,100.00%
金門縣金湖鎮新湖里第0046投開票所,陳文顧,1,934,100.00%
金門縣金湖鎮溪湖里第0041投開票所,呂光河,1,265,48.09%
金門縣金湖鎮溪湖里第0041投開票所,劉時榮,2,25,4.53%
金門縣金湖鎮溪湖里第0041投開票所,黃建忠,3,261,47.36%
金門縣金湖鎮蓮庵里第0042投開票所,呂長政,1,221,37.08%
金門縣金湖鎮蓮庵里第0042投開票所,呂玉華,2,375,62.91%
金門縣金寧鄉古寧村第0018投開票所,李朝金,1,582,100.00%
金門縣金寧鄉古寧村第0019投開票所,李朝金,1,483,100.00%
金門縣金寧鄉安美村第0020投開票所,陸楊綉娟,1,268,29.25%
金門縣金寧鄉安美村第0020投開票所,蔡輝進,2,648,70.74%
金門縣金寧鄉安美村第0021投開票所,陸楊綉娟,1,395,57.32%
金門縣金寧鄉安美村第0021投開票所,蔡輝進,2,294,42.67%
金門縣金寧鄉后盤村第0028投開票所,王志慶,1,228,42.14%
金門縣金寧鄉后盤村第0028投開票所,許明吉,2,313,57.85%
金門縣金寧鄉湖埔村第0022投開票所,楊振嵩,1,522,60.76%
金門縣金寧鄉湖埔村第0022投開票所,楊朝基,2,337,39.23%
金門縣金寧鄉湖埔村第0023投開票所,楊振嵩,1,598,48.18%
金門縣金寧鄉湖埔村第0023投開票所,楊朝基,2,643,51.81%
金門縣金寧鄉榜林村第0024投開票所,許績用,1,385,32.62%
金門縣金寧鄉榜林村第0024投開票所,許維琛,2,227,19.23%
金門縣金寧鄉榜林村第0024投開票所,楊龍傳,3,568,48.13%
金門縣金寧鄉榜林村第0025投開票所,許績用,1,120,19.90%
金門縣金寧鄉榜林村第0025投開票所,許維琛,2,324,53.73%
金門縣金寧鄉榜林村第0025投開票所,楊龍傳,3,159,26.36%
金門縣金寧鄉盤山村第0026投開票所,翁明海,1,336,32.55%
金門縣金寧鄉盤山村第0026投開票所,翁水河,2,391,37.88%
金門縣金寧鄉盤山村第0026投開票所,翁品洋,3,305,29.55%
金門縣金寧鄉盤山村第0027投開票所,翁明海,1,421,36.19%
金門縣金寧鄉盤山村第0027投開票所,翁水河,2,342,29.40%
金門縣金寧鄉盤山村第0027投開票所,翁品洋,3,400,34.39%
金門縣烈嶼鄉上岐村第0034投開票所,洪天南,1,1016,100.00%
金門縣烈嶼鄉上林村第0033投開票所,林建進,1,426,100.00%
金門縣烈嶼鄉西口村第0032投開票所,林照人,1,465,47.79%
金門縣烈嶼鄉西口村第0032投開票所,蔡福榮,2,508,52.20%
金門縣烈嶼鄉林湖村第0029投開票所,林龍照,1,287,47.12%
金門縣烈嶼鄉林湖村第0029投開票所,林開興,2,322,52.87%
