地區,姓名,號次,得票數,得票率
臺北縣板橋市,楊泰順,1,18726,7.48%
臺北縣板橋市,苗素芳,2,4413,1.76%
臺北縣板橋市,邵松雄,3,737,0.29%
臺北縣板橋市,董尚中,4,415,0.17%
臺北縣板橋市,陳照郎,5,4099,1.64%
臺北縣板橋市,周鍚瑋,6,24562,9.81%
臺北縣板橋市,陳丁茂,7,566,0.23%
臺北縣板橋市,劉炳偉,8,42398,16.93%
臺北縣板橋市,周慧瑛,9,21274,8.50%
臺北縣板橋市,石瓊文,10,2969,1.19%
臺北縣板橋市,簡盛義,11,4158,1.66%
臺北縣板橋市,游麗珠,12,5786,2.31%
臺北縣板橋市,林鍚耀,13,19891,7.94%
臺北縣板橋市,王兆釧,14,35251,14.08%
臺北縣板橋市,張金策,15,7145,2.85%
臺北縣板橋市,宋艾克,16,13039,5.21%
臺北縣板橋市,羅明旭,17,8206,3.28%
臺北縣板橋市,林建榮,18,6949,2.78%
臺北縣板橋市,劉一德,19,10373,4.14%
臺北縣板橋市,張清芳,20,12583,5.03%
臺北縣板橋市,蕭正用,21,1287,0.51%
臺北縣板橋市,江上清,22,5575,2.23%
臺北縣三重市,楊泰順,1,9809,5.36%
臺北縣三重市,苗素芳,2,1585,0.87%
臺北縣三重市,邵松雄,3,6212,3.40%
臺北縣三重市,董尚中,4,271,0.15%
臺北縣三重市,陳照郎,5,52061,28.47%
臺北縣三重市,周鍚瑋,6,4049,2.21%
臺北縣三重市,陳丁茂,7,863,0.47%
臺北縣三重市,劉炳偉,8,3468,1.90%
臺北縣三重市,周慧瑛,9,22166,12.12%
臺北縣三重市,石瓊文,10,497,0.27%
臺北縣三重市,簡盛義,11,3513,1.92%
臺北縣三重市,游麗珠,12,2303,1.26%
臺北縣三重市,林鍚耀,13,12439,6.80%
臺北縣三重市,王兆釧,14,17585,9.62%
臺北縣三重市,張金策,15,11400,6.23%
臺北縣三重市,宋艾克,16,4401,2.41%
臺北縣三重市,羅明旭,17,5678,3.10%
臺北縣三重市,林建榮,18,883,0.48%
臺北縣三重市,劉一德,19,11524,6.30%
臺北縣三重市,張清芳,20,8001,4.38%
臺北縣三重市,蕭正用,21,1756,0.96%
臺北縣三重市,江上清,22,2413,1.32%
臺北縣中和市,楊泰順,1,14809,7.74%
臺北縣中和市,苗素芳,2,7281,3.80%
臺北縣中和市,邵松雄,3,430,0.22%
臺北縣中和市,董尚中,4,279,0.15%
臺北縣中和市,陳照郎,5,1540,0.80%
臺北縣中和市,周鍚瑋,6,11392,5.95%
臺北縣中和市,陳丁茂,7,276,0.14%
臺北縣中和市,劉炳偉,8,4427,2.31%
臺北縣中和市,周慧瑛,9,12575,6.57%
臺北縣中和市,石瓊文,10,548,0.29%
臺北縣中和市,簡盛義,11,1217,0.64%
臺北縣中和市,游麗珠,12,2592,1.35%
臺北縣中和市,林鍚耀,13,11484,6.00%
臺北縣中和市,王兆釧,14,14749,7.71%
臺北縣中和市,張金策,15,4967,2.60%
臺北縣中和市,宋艾克,16,32600,17.04%
臺北縣中和市,羅明旭,17,14290,7.47%
臺北縣中和市,林建榮,18,2333,1.22%
臺北縣中和市,劉一德,19,4590,2.40%
臺北縣中和市,張清芳,20,6317,3.30%
臺北縣中和市,蕭正用,21,578,0.30%
臺北縣中和市,江上清,22,42084,21.99%
臺北縣永和市,楊泰順,1,11772,9.99%
臺北縣永和市,苗素芳,2,14181,12.03%
臺北縣永和市,邵松雄,3,248,0.21%
臺北縣永和市,董尚中,4,112,0.10%
臺北縣永和市,陳照郎,5,1031,0.87%
臺北縣永和市,周鍚瑋,6,5105,4.33%
臺北縣永和市,陳丁茂,7,143,0.12%
臺北縣永和市,劉炳偉,8,3707,3.14%
臺北縣永和市,周慧瑛,9,7418,6.29%
臺北縣永和市,石瓊文,10,267,0.23%
臺北縣永和市,簡盛義,11,1317,1.12%
臺北縣永和市,游麗珠,12,1689,1.43%
臺北縣永和市,林鍚耀,13,7619,6.46%
臺北縣永和市,王兆釧,14,6286,5.33%
臺北縣永和市,張金策,15,2709,2.30%
臺北縣永和市,宋艾克,16,25836,21.92%
臺北縣永和市,羅明旭,17,9049,7.68%
臺北縣永和市,林建榮,18,1277,1.08%
臺北縣永和市,劉一德,19,2701,2.29%
臺北縣永和市,張清芳,20,3789,3.21%
臺北縣永和市,蕭正用,21,297,0.25%
臺北縣永和市,江上清,22,11338,9.62%
臺北縣新莊市,楊泰順,1,8992,6.39%
臺北縣新莊市,苗素芳,2,1453,1.03%
臺北縣新莊市,邵松雄,3,544,0.39%
臺北縣新莊市,董尚中,4,176,0.13%
臺北縣新莊市,陳照郎,5,5809,4.13%
臺北縣新莊市,周鍚瑋,6,4607,3.27%
臺北縣新莊市,陳丁茂,7,441,0.31%
臺北縣新莊市,劉炳偉,8,3610,2.57%
臺北縣新莊市,周慧瑛,9,19578,13.91%
臺北縣新莊市,石瓊文,10,756,0.54%
臺北縣新莊市,簡盛義,11,37717,26.80%
臺北縣新莊市,游麗珠,12,2356,1.67%
臺北縣新莊市,林鍚耀,13,8274,5.88%
臺北縣新莊市,王兆釧,14,14187,10.08%
臺北縣新莊市,張金策,15,5702,4.05%
臺北縣新莊市,宋艾克,16,4940,3.51%
臺北縣新莊市,羅明旭,17,5166,3.67%
臺北縣新莊市,林建榮,18,1141,0.81%
臺北縣新莊市,劉一德,19,6067,4.31%
臺北縣新莊市,張清芳,20,6663,4.74%
臺北縣新莊市,蕭正用,21,695,0.49%
臺北縣新莊市,江上清,22,1837,1.31%
臺北縣新店市,楊泰順,1,30809,25.04%
臺北縣新店市,苗素芳,2,2344,1.90%
臺北縣新店市,邵松雄,3,275,0.22%
臺北縣新店市,董尚中,4,107,0.09%
臺北縣新店市,陳照郎,5,863,0.70%
臺北縣新店市,周鍚瑋,6,6843,5.56%
臺北縣新店市,陳丁茂,7,187,0.15%
臺北縣新店市,劉炳偉,8,2221,1.80%
臺北縣新店市,周慧瑛,9,6725,5.47%
臺北縣新店市,石瓊文,10,289,0.23%
臺北縣新店市,簡盛義,11,647,0.53%
臺北縣新店市,游麗珠,12,1455,1.18%
臺北縣新店市,林鍚耀,13,4555,3.70%
臺北縣新店市,王兆釧,14,7732,6.28%
臺北縣新店市,張金策,15,2879,2.34%
臺北縣新店市,宋艾克,16,11935,9.70%
臺北縣新店市,羅明旭,17,31913,25.93%
臺北縣新店市,林建榮,18,675,0.55%
臺北縣新店市,劉一德,19,2838,2.31%
臺北縣新店市,張清芳,20,5447,4.43%
臺北縣新店市,蕭正用,21,343,0.28%
臺北縣新店市,江上清,22,1968,1.60%
臺北縣樹林市,楊泰順,1,2511,4.42%
臺北縣樹林市,苗素芳,2,1003,1.77%
臺北縣樹林市,邵松雄,3,197,0.35%
臺北縣樹林市,董尚中,4,90,0.16%
