地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
第6選舉區,黃國書,1,男,1964,民主進步黨,45143,57.83%,*,否
第6選舉區,蕭家淇,2,男,1961,中國國民黨,32917,42.17%,,否
