地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
高雄市茂林區第01選區,盧得勝,1,男,1967,無黨籍及未經政黨推薦,108,15.16%,*,否
高雄市茂林區第01選區,蔡梁玉英,2,女,1965,無黨籍及未經政黨推薦,128,17.97%,*,否
高雄市茂林區第01選區,何忠勇,3,男,1961,中國國民黨,57,8.00%,,否
高雄市茂林區第01選區,孫佩馨,4,女,1986,無黨籍及未經政黨推薦,103,14.46%,*,否
高雄市茂林區第01選區,羅正,5,男,1962,無黨籍及未經政黨推薦,96,13.48%,,否
高雄市茂林區第01選區,"江魯金雲 Malereleve．Maabaivi",6,女,1975,中國國民黨,127,17.83%,*,否
高雄市茂林區第01選區,金泰華,7,男,1962,中國國民黨,93,13.06%,,否
高雄市茂林區第02選區,田新忠,1,男,1956,中國國民黨,142,23.82%,*,否
高雄市茂林區第02選區,朱秀琴,2,女,1971,無黨籍及未經政黨推薦,47,7.88%,,否
高雄市茂林區第02選區,"陳雅苓 Ismahasan．Wuli",3,女,1975,中國國民黨,103,17.28%,,否
高雄市茂林區第02選區,"溫順益 Ngidrere．Pawvithki",4,男,1966,無黨籍及未經政黨推薦,38,6.37%,,否
高雄市茂林區第02選區,"魏光保 Pusinga．Tablenga",5,男,1957,無黨籍及未經政黨推薦,123,20.63%,*,否
高雄市茂林區第02選區,陳奕蓁,6,女,1971,中國國民黨,143,23.99%,*,否
高雄市桃源區第01選區,杜曉嬛,1,女,1983,無黨籍及未經政黨推薦,168,9.22%,,否
高雄市桃源區第01選區,謝貴奇,2,男,1951,無黨籍及未經政黨推薦,119,6.53%,,否
高雄市桃源區第01選區,賴文德,3,男,1965,無黨籍及未經政黨推薦,373,20.48%,*,否
高雄市桃源區第01選區,王正國,4,男,1964,無黨籍及未經政黨推薦,232,12.74%,*,否
高雄市桃源區第01選區,謝宜真,5,女,1967,中國國民黨,365,20.04%,*,否
高雄市桃源區第01選區,顏金得,6,男,1955,中國國民黨,258,14.16%,*,否
高雄市桃源區第01選區,顏金菊,7,女,1955,無黨籍及未經政黨推薦,306,16.80%,*,否
高雄市桃源區第02選區,陳英敏,1,男,1956,無黨籍及未經政黨推薦,255,31.79%,*,否
高雄市桃源區第02選區,林思光,2,男,1958,無黨籍及未經政黨推薦,170,21.19%,,否
高雄市桃源區第02選區,陳孫麗花,3,女,1955,中國國民黨,179,22.31%,,否
高雄市桃源區第02選區,杜章,4,男,1960,無黨籍及未經政黨推薦,198,24.68%,*,否
高雄市那瑪夏區第01選區,江明德,1,男,1968,無黨籍及未經政黨推薦,134,12.54%,*,否
高雄市那瑪夏區第01選區,江翁美英,2,女,1968,無黨籍及未經政黨推薦,105,9.83%,,否
高雄市那瑪夏區第01選區,李中興,3,男,1970,無黨籍及未經政黨推薦,114,10.67%,,否
高雄市那瑪夏區第01選區,朱家祺,4,男,1976,無黨籍及未經政黨推薦,131,12.26%,*,否
高雄市那瑪夏區第01選區,卓春雄,5,男,1950,無黨籍及未經政黨推薦,181,16.94%,*,否
高雄市那瑪夏區第01選區,施榮宗,6,男,1972,無黨籍及未經政黨推薦,104,9.73%,,否
高雄市那瑪夏區第01選區,江春琴,7,女,1952,中國國民黨,108,10.11%,,否
高雄市那瑪夏區第01選區,徐惠美,8,女,1970,無黨籍及未經政黨推薦,191,17.88%,*,否
高雄市那瑪夏區第02選區,"許齡銘 Lumu Takisdahuan",1,女,1961,中國國民黨,182,19.91%,,否
高雄市那瑪夏區第02選區,"趙文彬 Umas‧Sukluman",2,男,1957,無黨籍及未經政黨推薦,310,33.91%,*,否
高雄市那瑪夏區第02選區,"孫榮貴 Istanda‧Vachi",3,男,1959,無黨籍及未經政黨推薦,217,23.74%,*,否
高雄市那瑪夏區第02選區,李惠民,4,男,1974,無黨籍及未經政黨推薦,205,22.42%,*,否
新北市烏來區第01選區,余遠達,1,男,1963,無黨籍及未經政黨推薦,17,1.45%,,否
新北市烏來區第01選區,林洋山,2,男,1959,中國國民黨,303,25.89%,,否
新北市烏來區第01選區,吳真,3,男,1960,無黨籍及未經政黨推薦,358,30.59%,*,否
新北市烏來區第01選區,楊勝豪,4,男,1989,無黨籍及未經政黨推薦,144,12.30%,,否
新北市烏來區第01選區,高淑敏,5,女,1951,無黨籍及未經政黨推薦,348,29.74%,*,否
新北市烏來區第02選區,簡建成,1,男,1953,無黨籍及未經政黨推薦,240,12.88%,*,否
新北市烏來區第02選區,朱鴻益,2,男,1954,無黨籍及未經政黨推薦,286,15.35%,*,否
