地區,姓名,號次,得票數,得票率
連江縣南竿鄉介壽村,劉增應,1,764,64.69%
連江縣南竿鄉介壽村,楊綏生,2,417,35.30%
連江縣南竿鄉復興村、福沃村,劉增應,1,727,60.68%
連江縣南竿鄉復興村、福沃村,楊綏生,2,471,39.31%
連江縣南竿鄉清水村、仁愛村、津沙村、馬祖村、珠螺村、四維村,劉增應,1,911,67.33%
連江縣南竿鄉清水村、仁愛村、津沙村、馬祖村、珠螺村、四維村,楊綏生,2,442,32.66%
連江縣北竿鄉塘岐村、后沃村、橋仔村,劉增應,1,632,67.52%
連江縣北竿鄉塘岐村、后沃村、橋仔村,楊綏生,2,304,32.47%
連江縣北竿鄉芹壁村、坂里村、白沙村,劉增應,1,297,77.95%
連江縣北竿鄉芹壁村、坂里村、白沙村,楊綏生,2,84,22.04%
連江縣莒光鄉青帆村、田沃村、西坵村,劉增應,1,241,61.16%
連江縣莒光鄉青帆村、田沃村、西坵村,楊綏生,2,153,38.83%
連江縣莒光鄉大坪村、福正村,劉增應,1,266,71.69%
連江縣莒光鄉大坪村、福正村,楊綏生,2,105,28.30%
連江縣東引鄉中柳村、樂華村,劉增應,1,547,67.95%
連江縣東引鄉中柳村、樂華村,楊綏生,2,258,32.04%
金門縣金城鎮東門里,蘇龍科,1,26,1.23%
金門縣金城鎮東門里,雷由靖,2,10,0.47%
金門縣金城鎮東門里,陳福海,3,1156,54.94%
金門縣金城鎮東門里,李沃士,4,568,26.99%
金門縣金城鎮東門里,汪成華,5,25,1.18%
金門縣金城鎮東門里,洪志恒,6,16,0.76%
金門縣金城鎮東門里,莊育民,7,23,1.09%
金門縣金城鎮東門里,林水泉,8,4,0.19%
金門縣金城鎮東門里,許乃權,9,239,11.35%
金門縣金城鎮東門里,楊榮祥,10,37,1.75%
金門縣金城鎮西門里,蘇龍科,1,34,0.85%
金門縣金城鎮西門里,雷由靖,2,7,0.17%
金門縣金城鎮西門里,陳福海,3,1799,45.21%
金門縣金城鎮西門里,李沃士,4,1382,34.73%
金門縣金城鎮西門里,汪成華,5,39,0.98%
金門縣金城鎮西門里,洪志恒,6,41,1.03%
金門縣金城鎮西門里,莊育民,7,35,0.87%
金門縣金城鎮西門里,林水泉,8,22,0.55%
金門縣金城鎮西門里,許乃權,9,581,14.60%
金門縣金城鎮西門里,楊榮祥,10,39,0.98%
金門縣金城鎮南門里,蘇龍科,1,24,1.08%
金門縣金城鎮南門里,雷由靖,2,6,0.27%
金門縣金城鎮南門里,陳福海,3,982,44.59%
金門縣金城鎮南門里,李沃士,4,585,26.56%
金門縣金城鎮南門里,汪成華,5,17,0.77%
金門縣金城鎮南門里,洪志恒,6,24,1.08%
金門縣金城鎮南門里,莊育民,7,21,0.95%
金門縣金城鎮南門里,林水泉,8,10,0.45%
金門縣金城鎮南門里,許乃權,9,509,23.11%
金門縣金城鎮南門里,楊榮祥,10,24,1.08%
金門縣金城鎮北門里,蘇龍科,1,23,1.46%
金門縣金城鎮北門里,雷由靖,2,3,0.19%
金門縣金城鎮北門里,陳福海,3,756,48.03%
金門縣金城鎮北門里,李沃士,4,561,35.64%
金門縣金城鎮北門里,汪成華,5,15,0.95%
金門縣金城鎮北門里,洪志恒,6,9,0.57%
金門縣金城鎮北門里,莊育民,7,18,1.14%
金門縣金城鎮北門里,林水泉,8,10,0.63%
金門縣金城鎮北門里,許乃權,9,156,9.91%
金門縣金城鎮北門里,楊榮祥,10,23,1.46%
金門縣金城鎮古城里,蘇龍科,1,31,2.18%
金門縣金城鎮古城里,雷由靖,2,4,0.28%
金門縣金城鎮古城里,陳福海,3,870,61.26%
金門縣金城鎮古城里,李沃士,4,375,26.40%
金門縣金城鎮古城里,汪成華,5,8,0.56%
金門縣金城鎮古城里,洪志恒,6,16,1.12%
金門縣金城鎮古城里,莊育民,7,4,0.28%
金門縣金城鎮古城里,林水泉,8,4,0.28%
金門縣金城鎮古城里,許乃權,9,97,6.83%
金門縣金城鎮古城里,楊榮祥,10,11,0.77%
金門縣金城鎮金水里,蘇龍科,1,7,0.84%
金門縣金城鎮金水里,雷由靖,2,1,0.12%
金門縣金城鎮金水里,陳福海,3,487,59.03%
金門縣金城鎮金水里,李沃士,4,235,28.48%
金門縣金城鎮金水里,汪成華,5,14,1.69%
金門縣金城鎮金水里,洪志恒,6,13,1.57%
金門縣金城鎮金水里,莊育民,7,2,0.24%
金門縣金城鎮金水里,林水泉,8,5,0.60%
金門縣金城鎮金水里,許乃權,9,51,6.18%
金門縣金城鎮金水里,楊榮祥,10,10,1.21%
金門縣金城鎮珠沙里,蘇龍科,1,13,1.30%
金門縣金城鎮珠沙里,雷由靖,2,2,0.20%
金門縣金城鎮珠沙里,陳福海,3,438,43.93%
金門縣金城鎮珠沙里,李沃士,4,396,39.71%
金門縣金城鎮珠沙里,汪成華,5,8,0.80%
金門縣金城鎮珠沙里,洪志恒,6,12,1.20%
金門縣金城鎮珠沙里,莊育民,7,10,1.00%
金門縣金城鎮珠沙里,林水泉,8,3,0.30%
金門縣金城鎮珠沙里,許乃權,9,106,10.63%
金門縣金城鎮珠沙里,楊榮祥,10,9,0.90%
金門縣金城鎮賢庵里,蘇龍科,1,22,1.36%
金門縣金城鎮賢庵里,雷由靖,2,5,0.30%
金門縣金城鎮賢庵里,陳福海,3,914,56.62%
金門縣金城鎮賢庵里,李沃士,4,417,25.83%
金門縣金城鎮賢庵里,汪成華,5,13,0.80%
金門縣金城鎮賢庵里,洪志恒,6,15,0.92%
金門縣金城鎮賢庵里,莊育民,7,16,0.99%
金門縣金城鎮賢庵里,林水泉,8,4,0.24%
金門縣金城鎮賢庵里,許乃權,9,195,12.08%
金門縣金城鎮賢庵里,楊榮祥,10,13,0.80%
金門縣金沙鎮汶沙里,蘇龍科,1,11,0.56%
金門縣金沙鎮汶沙里,雷由靖,2,4,0.20%
金門縣金沙鎮汶沙里,陳福海,3,1116,56.85%
金門縣金沙鎮汶沙里,李沃士,4,672,34.23%
金門縣金沙鎮汶沙里,汪成華,5,9,0.45%
金門縣金沙鎮汶沙里,洪志恒,6,14,0.71%
金門縣金沙鎮汶沙里,莊育民,7,9,0.45%
金門縣金沙鎮汶沙里,林水泉,8,6,0.30%
金門縣金沙鎮汶沙里,許乃權,9,117,5.96%
金門縣金沙鎮汶沙里,楊榮祥,10,5,0.25%
金門縣金沙鎮三山里,蘇龍科,1,2,0.29%
金門縣金沙鎮三山里,雷由靖,2,1,0.14%
金門縣金沙鎮三山里,陳福海,3,335,49.41%
金門縣金沙鎮三山里,李沃士,4,292,43.06%
金門縣金沙鎮三山里,汪成華,5,2,0.29%
金門縣金沙鎮三山里,洪志恒,6,2,0.29%
金門縣金沙鎮三山里,莊育民,7,2,0.29%
金門縣金沙鎮三山里,林水泉,8,0,0.00%
金門縣金沙鎮三山里,許乃權,9,39,5.75%
金門縣金沙鎮三山里,楊榮祥,10,3,0.44%
金門縣金沙鎮大洋里,蘇龍科,1,5,1.22%
金門縣金沙鎮大洋里,雷由靖,2,1,0.24%
金門縣金沙鎮大洋里,陳福海,3,260,63.88%
金門縣金沙鎮大洋里,李沃士,4,117,28.74%
金門縣金沙鎮大洋里,汪成華,5,5,1.22%
金門縣金沙鎮大洋里,洪志恒,6,4,0.98%
金門縣金沙鎮大洋里,莊育民,7,1,0.24%
金門縣金沙鎮大洋里,林水泉,8,0,0.00%
金門縣金沙鎮大洋里,許乃權,9,13,3.19%
金門縣金沙鎮大洋里,楊榮祥,10,1,0.24%
金門縣金沙鎮光前里,蘇龍科,1,2,0.22%
金門縣金沙鎮光前里,雷由靖,2,2,0.22%
金門縣金沙鎮光前里,陳福海,3,546,62.68%
金門縣金沙鎮光前里,李沃士,4,265,30.42%
金門縣金沙鎮光前里,汪成華,5,4,0.45%
金門縣金沙鎮光前里,洪志恒,6,5,0.57%
金門縣金沙鎮光前里,莊育民,7,2,0.22%
金門縣金沙鎮光前里,林水泉,8,1,0.11%
金門縣金沙鎮光前里,許乃權,9,44,5.05%
金門縣金沙鎮光前里,楊榮祥,10,0,0.00%
金門縣金沙鎮何斗里,蘇龍科,1,5,0.65%
金門縣金沙鎮何斗里,雷由靖,2,5,0.65%
金門縣金沙鎮何斗里,陳福海,3,572,75.26%
金門縣金沙鎮何斗里,李沃士,4,144,18.94%
金門縣金沙鎮何斗里,汪成華,5,4,0.52%
金門縣金沙鎮何斗里,洪志恒,6,2,0.26%
金門縣金沙鎮何斗里,莊育民,7,2,0.26%
金門縣金沙鎮何斗里,林水泉,8,1,0.13%
金門縣金沙鎮何斗里,許乃權,9,24,3.15%
金門縣金沙鎮何斗里,楊榮祥,10,1,0.13%
金門縣金沙鎮西園里,蘇龍科,1,7,1.29%
金門縣金沙鎮西園里,雷由靖,2,1,0.18%
金門縣金沙鎮西園里,陳福海,3,286,52.86%
金門縣金沙鎮西園里,李沃士,4,209,38.63%
金門縣金沙鎮西園里,汪成華,5,5,0.92%
金門縣金沙鎮西園里,洪志恒,6,2,0.36%
金門縣金沙鎮西園里,莊育民,7,1,0.18%
金門縣金沙鎮西園里,林水泉,8,5,0.92%
金門縣金沙鎮西園里,許乃權,9,25,4.62%
金門縣金沙鎮西園里,楊榮祥,10,0,0.00%
金門縣金沙鎮官嶼里,蘇龍科,1,3,0.45%
金門縣金沙鎮官嶼里,雷由靖,2,3,0.45%
金門縣金沙鎮官嶼里,陳福海,3,304,45.71%
金門縣金沙鎮官嶼里,李沃士,4,289,43.45%
金門縣金沙鎮官嶼里,汪成華,5,1,0.15%
金門縣金沙鎮官嶼里,洪志恒,6,2,0.30%
金門縣金沙鎮官嶼里,莊育民,7,1,0.15%
金門縣金沙鎮官嶼里,林水泉,8,2,0.30%
金門縣金沙鎮官嶼里,許乃權,9,58,8.72%
金門縣金沙鎮官嶼里,楊榮祥,10,2,0.30%
金門縣金沙鎮浦山里,蘇龍科,1,7,0.81%
金門縣金沙鎮浦山里,雷由靖,2,4,0.46%
金門縣金沙鎮浦山里,陳福海,3,634,73.63%
金門縣金沙鎮浦山里,李沃士,4,184,21.37%
金門縣金沙鎮浦山里,汪成華,5,3,0.34%
金門縣金沙鎮浦山里,洪志恒,6,7,0.81%
金門縣金沙鎮浦山里,莊育民,7,0,0.00%
金門縣金沙鎮浦山里,林水泉,8,5,0.58%
金門縣金沙鎮浦山里,許乃權,9,16,1.85%
金門縣金沙鎮浦山里,楊榮祥,10,1,0.11%
金門縣金湖鎮新市里,蘇龍科,1,11,0.62%
金門縣金湖鎮新市里,雷由靖,2,3,0.16%
金門縣金湖鎮新市里,陳福海,3,953,53.93%
金門縣金湖鎮新市里,李沃士,4,646,36.55%
金門縣金湖鎮新市里,汪成華,5,16,0.90%
金門縣金湖鎮新市里,洪志恒,6,17,0.96%
金門縣金湖鎮新市里,莊育民,7,13,0.73%
金門縣金湖鎮新市里,林水泉,8,13,0.73%
金門縣金湖鎮新市里,許乃權,9,76,4.30%
金門縣金湖鎮新市里,楊榮祥,10,19,1.07%
金門縣金湖鎮山外里,蘇龍科,1,7,0.53%
金門縣金湖鎮山外里,雷由靖,2,2,0.15%
金門縣金湖鎮山外里,陳福海,3,824,62.70%
金門縣金湖鎮山外里,李沃士,4,400,30.44%
金門縣金湖鎮山外里,汪成華,5,6,0.45%
金門縣金湖鎮山外里,洪志恒,6,2,0.15%
金門縣金湖鎮山外里,莊育民,7,3,0.22%
金門縣金湖鎮山外里,林水泉,8,4,0.30%
金門縣金湖鎮山外里,許乃權,9,58,4.41%
金門縣金湖鎮山外里,楊榮祥,10,8,0.60%
金門縣金湖鎮正義里,蘇龍科,1,5,0.52%
金門縣金湖鎮正義里,雷由靖,2,1,0.10%
金門縣金湖鎮正義里,陳福海,3,620,65.33%
金門縣金湖鎮正義里,李沃士,4,228,24.02%
金門縣金湖鎮正義里,汪成華,5,3,0.31%
金門縣金湖鎮正義里,洪志恒,6,5,0.52%
金門縣金湖鎮正義里,莊育民,7,3,0.31%
金門縣金湖鎮正義里,林水泉,8,9,0.94%
金門縣金湖鎮正義里,許乃權,9,68,7.16%
金門縣金湖鎮正義里,楊榮祥,10,7,0.73%
金門縣金湖鎮料羅里,蘇龍科,1,3,0.45%
金門縣金湖鎮料羅里,雷由靖,2,1,0.15%
金門縣金湖鎮料羅里,陳福海,3,334,50.52%
金門縣金湖鎮料羅里,李沃士,4,270,40.84%
金門縣金湖鎮料羅里,汪成華,5,7,1.05%
金門縣金湖鎮料羅里,洪志恒,6,8,1.21%
金門縣金湖鎮料羅里,莊育民,7,2,0.30%
金門縣金湖鎮料羅里,林水泉,8,3,0.45%
金門縣金湖鎮料羅里,許乃權,9,29,4.38%
金門縣金湖鎮料羅里,楊榮祥,10,4,0.60%
金門縣金湖鎮瓊林里,蘇龍科,1,6,0.51%
金門縣金湖鎮瓊林里,雷由靖,2,2,0.17%
金門縣金湖鎮瓊林里,陳福海,3,612,52.30%
金門縣金湖鎮瓊林里,李沃士,4,446,38.11%
金門縣金湖鎮瓊林里,汪成華,5,9,0.76%
金門縣金湖鎮瓊林里,洪志恒,6,9,0.76%
金門縣金湖鎮瓊林里,莊育民,7,2,0.17%
金門縣金湖鎮瓊林里,林水泉,8,8,0.68%
金門縣金湖鎮瓊林里,許乃權,9,71,6.06%
金門縣金湖鎮瓊林里,楊榮祥,10,5,0.42%
金門縣金湖鎮新湖里,蘇龍科,1,20,0.74%
金門縣金湖鎮新湖里,雷由靖,2,5,0.18%
金門縣金湖鎮新湖里,陳福海,3,1797,67.15%
金門縣金湖鎮新湖里,李沃士,4,684,25.56%
金門縣金湖鎮新湖里,汪成華,5,22,0.82%
金門縣金湖鎮新湖里,洪志恒,6,26,0.97%
金門縣金湖鎮新湖里,莊育民,7,4,0.14%
金門縣金湖鎮新湖里,林水泉,8,12,0.44%
金門縣金湖鎮新湖里,許乃權,9,97,3.62%
金門縣金湖鎮新湖里,楊榮祥,10,9,0.33%
金門縣金湖鎮溪湖里,蘇龍科,1,3,0.54%
金門縣金湖鎮溪湖里,雷由靖,2,1,0.18%
金門縣金湖鎮溪湖里,陳福海,3,344,62.54%
金門縣金湖鎮溪湖里,李沃士,4,172,31.27%
金門縣金湖鎮溪湖里,汪成華,5,2,0.36%
金門縣金湖鎮溪湖里,洪志恒,6,2,0.36%
金門縣金湖鎮溪湖里,莊育民,7,0,0.00%
金門縣金湖鎮溪湖里,林水泉,8,6,1.09%
金門縣金湖鎮溪湖里,許乃權,9,13,2.36%
金門縣金湖鎮溪湖里,楊榮祥,10,7,1.27%
金門縣金湖鎮蓮庵里,蘇龍科,1,3,0.51%
金門縣金湖鎮蓮庵里,雷由靖,2,2,0.34%
金門縣金湖鎮蓮庵里,陳福海,3,307,52.47%
金門縣金湖鎮蓮庵里,李沃士,4,219,37.43%
金門縣金湖鎮蓮庵里,汪成華,5,9,1.53%
金門縣金湖鎮蓮庵里,洪志恒,6,2,0.34%
金門縣金湖鎮蓮庵里,莊育民,7,0,0.00%
金門縣金湖鎮蓮庵里,林水泉,8,1,0.17%
金門縣金湖鎮蓮庵里,許乃權,9,41,7.00%
金門縣金湖鎮蓮庵里,楊榮祥,10,1,0.17%
金門縣金寧鄉古寧村,蘇龍科,1,6,0.50%
金門縣金寧鄉古寧村,雷由靖,2,3,0.25%
金門縣金寧鄉古寧村,陳福海,3,250,21.22%
金門縣金寧鄉古寧村,李沃士,4,858,72.83%
金門縣金寧鄉古寧村,汪成華,5,5,0.42%
金門縣金寧鄉古寧村,洪志恒,6,2,0.16%
金門縣金寧鄉古寧村,莊育民,7,3,0.25%
金門縣金寧鄉古寧村,林水泉,8,5,0.42%
金門縣金寧鄉古寧村,許乃權,9,42,3.56%
金門縣金寧鄉古寧村,楊榮祥,10,4,0.33%
金門縣金寧鄉安美村,蘇龍科,1,11,0.67%
金門縣金寧鄉安美村,雷由靖,2,8,0.49%
金門縣金寧鄉安美村,陳福海,3,911,56.06%
金門縣金寧鄉安美村,李沃士,4,455,28.00%
金門縣金寧鄉安美村,汪成華,5,11,0.67%
金門縣金寧鄉安美村,洪志恒,6,8,0.49%
金門縣金寧鄉安美村,莊育民,7,13,0.80%
金門縣金寧鄉安美村,林水泉,8,12,0.73%
金門縣金寧鄉安美村,許乃權,9,168,10.33%
金門縣金寧鄉安美村,楊榮祥,10,28,1.72%
金門縣金寧鄉后盤村,蘇龍科,1,1,0.18%
金門縣金寧鄉后盤村,雷由靖,2,2,0.37%
金門縣金寧鄉后盤村,陳福海,3,286,53.45%
金門縣金寧鄉后盤村,李沃士,4,167,31.21%
金門縣金寧鄉后盤村,汪成華,5,7,1.30%
金門縣金寧鄉后盤村,洪志恒,6,6,1.12%
金門縣金寧鄉后盤村,莊育民,7,3,0.56%
金門縣金寧鄉后盤村,林水泉,8,1,0.18%
金門縣金寧鄉后盤村,許乃權,9,60,11.21%
金門縣金寧鄉后盤村,楊榮祥,10,2,0.37%
金門縣金寧鄉湖埔村,蘇龍科,1,25,1.15%
金門縣金寧鄉湖埔村,雷由靖,2,7,0.32%
金門縣金寧鄉湖埔村,陳福海,3,1160,53.75%
金門縣金寧鄉湖埔村,李沃士,4,682,31.60%
金門縣金寧鄉湖埔村,汪成華,5,13,0.60%
金門縣金寧鄉湖埔村,洪志恒,6,19,0.88%
金門縣金寧鄉湖埔村,莊育民,7,9,0.41%
金門縣金寧鄉湖埔村,林水泉,8,3,0.13%
金門縣金寧鄉湖埔村,許乃權,9,198,9.17%
金門縣金寧鄉湖埔村,楊榮祥,10,42,1.94%
金門縣金寧鄉榜林村,蘇龍科,1,16,0.88%
金門縣金寧鄉榜林村,雷由靖,2,7,0.38%
金門縣金寧鄉榜林村,陳福海,3,867,48.03%
金門縣金寧鄉榜林村,李沃士,4,553,30.63%
金門縣金寧鄉榜林村,汪成華,5,22,1.21%
金門縣金寧鄉榜林村,洪志恒,6,13,0.72%
金門縣金寧鄉榜林村,莊育民,7,12,0.66%
金門縣金寧鄉榜林村,林水泉,8,17,0.94%
金門縣金寧鄉榜林村,許乃權,9,282,15.62%
金門縣金寧鄉榜林村,楊榮祥,10,16,0.88%
金門縣金寧鄉盤山村,蘇龍科,1,100,4.42%
金門縣金寧鄉盤山村,雷由靖,2,13,0.57%
金門縣金寧鄉盤山村,陳福海,3,1096,48.45%
金門縣金寧鄉盤山村,李沃士,4,726,32.09%
金門縣金寧鄉盤山村,汪成華,5,50,2.21%
金門縣金寧鄉盤山村,洪志恒,6,45,1.98%
金門縣金寧鄉盤山村,莊育民,7,8,0.35%
金門縣金寧鄉盤山村,林水泉,8,7,0.30%
金門縣金寧鄉盤山村,許乃權,9,203,8.97%
金門縣金寧鄉盤山村,楊榮祥,10,14,0.61%
金門縣烈嶼鄉上岐村,蘇龍科,1,2,0.18%
金門縣烈嶼鄉上岐村,雷由靖,2,2,0.18%
金門縣烈嶼鄉上岐村,陳福海,3,434,40.40%
金門縣烈嶼鄉上岐村,李沃士,4,537,50.00%
金門縣烈嶼鄉上岐村,汪成華,5,8,0.74%
金門縣烈嶼鄉上岐村,洪志恒,6,47,4.37%
金門縣烈嶼鄉上岐村,莊育民,7,1,0.09%
金門縣烈嶼鄉上岐村,林水泉,8,6,0.55%
金門縣烈嶼鄉上岐村,許乃權,9,35,3.25%
金門縣烈嶼鄉上岐村,楊榮祥,10,2,0.18%
金門縣烈嶼鄉上林村,蘇龍科,1,5,1.02%
金門縣烈嶼鄉上林村,雷由靖,2,0,0.00%
金門縣烈嶼鄉上林村,陳福海,3,289,59.46%
金門縣烈嶼鄉上林村,李沃士,4,149,30.65%
金門縣烈嶼鄉上林村,汪成華,5,4,0.82%
金門縣烈嶼鄉上林村,洪志恒,6,17,3.49%
金門縣烈嶼鄉上林村,莊育民,7,1,0.20%
金門縣烈嶼鄉上林村,林水泉,8,3,0.61%
金門縣烈嶼鄉上林村,許乃權,9,18,3.70%
金門縣烈嶼鄉上林村,楊榮祥,10,0,0.00%
金門縣烈嶼鄉西口村,蘇龍科,1,9,0.94%
金門縣烈嶼鄉西口村,雷由靖,2,8,0.83%
金門縣烈嶼鄉西口村,陳福海,3,454,47.53%
金門縣烈嶼鄉西口村,李沃士,4,338,35.39%
金門縣烈嶼鄉西口村,汪成華,5,17,1.78%
金門縣烈嶼鄉西口村,洪志恒,6,46,4.81%
金門縣烈嶼鄉西口村,莊育民,7,4,0.41%
金門縣烈嶼鄉西口村,林水泉,8,28,2.93%
金門縣烈嶼鄉西口村,許乃權,9,49,5.13%
金門縣烈嶼鄉西口村,楊榮祥,10,2,0.20%
金門縣烈嶼鄉林湖村,蘇龍科,1,8,0.62%
金門縣烈嶼鄉林湖村,雷由靖,2,2,0.15%
金門縣烈嶼鄉林湖村,陳福海,3,728,57.09%
金門縣烈嶼鄉林湖村,李沃士,4,382,29.96%
金門縣烈嶼鄉林湖村,汪成華,5,9,0.70%
金門縣烈嶼鄉林湖村,洪志恒,6,81,6.35%
金門縣烈嶼鄉林湖村,莊育民,7,4,0.31%
金門縣烈嶼鄉林湖村,林水泉,8,15,1.17%
金門縣烈嶼鄉林湖村,許乃權,9,43,3.37%
金門縣烈嶼鄉林湖村,楊榮祥,10,3,0.23%
金門縣烈嶼鄉黃埔村,蘇龍科,1,3,0.50%
金門縣烈嶼鄉黃埔村,雷由靖,2,2,0.33%
金門縣烈嶼鄉黃埔村,陳福海,3,174,29.49%
金門縣烈嶼鄉黃埔村,李沃士,4,308,52.20%
金門縣烈嶼鄉黃埔村,汪成華,5,1,0.16%
金門縣烈嶼鄉黃埔村,洪志恒,6,87,14.74%
金門縣烈嶼鄉黃埔村,莊育民,7,1,0.16%
金門縣烈嶼鄉黃埔村,林水泉,8,3,0.50%
金門縣烈嶼鄉黃埔村,許乃權,9,10,1.69%
金門縣烈嶼鄉黃埔村,楊榮祥,10,1,0.16%
金門縣烏坵鄉大坵村,蘇龍科,1,2,1.32%
金門縣烏坵鄉大坵村,雷由靖,2,2,1.32%
金門縣烏坵鄉大坵村,陳福海,3,28,18.54%
金門縣烏坵鄉大坵村,李沃士,4,112,74.17%
金門縣烏坵鄉大坵村,汪成華,5,3,1.98%
金門縣烏坵鄉大坵村,洪志恒,6,0,0.00%
金門縣烏坵鄉大坵村,莊育民,7,2,1.32%
金門縣烏坵鄉大坵村,林水泉,8,0,0.00%
金門縣烏坵鄉大坵村,許乃權,9,1,0.66%
金門縣烏坵鄉大坵村,楊榮祥,10,1,0.66%
金門縣烏坵鄉小坵村,蘇龍科,1,2,1.05%
金門縣烏坵鄉小坵村,雷由靖,2,0,0.00%
金門縣烏坵鄉小坵村,陳福海,3,42,22.22%
