地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
臺北市第01選區,張育憬,1,女,1970,綠黨,4733,2.33%,,否
臺北市第01選區,張志傑,2,男,1982,台灣國民會議,2236,1.10%,,否
臺北市第01選區,鄭光照,3,男,1955,中華民國臺灣基本法連線,690,0.34%,,否
臺北市第01選區,丁守中,4,男,1954,中國國民黨,112571,55.65%,*,是
臺北市第01選區,楊烈,5,男,1952,民主進步黨,82040,40.55%,,否
臺北市第02選區,周守訓,1,男,1966,中國國民黨,96119,48.47%,,是
臺北市第02選區,王美崴,2,女,1963,人民最大黨,1154,0.58%,,否
臺北市第02選區,姚文智,3,男,1965,民主進步黨,99229,50.04%,*,否
臺北市第02選區,夏林清,4,女,1953,人民民主陣線,1364,0.68%,,否
臺北市第02選區,傅文忠,5,男,1962,人民最大黨,405,0.20%,,否
臺北市第03選區,簡余晏,1,女,1967,民主進步黨,89417,42.30%,,否
臺北市第03選區,楊長燕,2,女,1967,台灣國民會議,3423,1.61%,,否
臺北市第03選區,羅淑蕾,3,女,1952,中國國民黨,118503,56.07%,*,是
臺北市第04選區,臧家宜,1,女,1974,人民最大黨,1745,0.75%,,否
臺北市第04選區,黃珊珊,2,女,1969,親民黨,39593,17.16%,,否
臺北市第04選區,李建昌,3,男,1962,民主進步黨,78097,33.85%,,否
臺北市第04選區,蔡正元,4,男,1953,中國國民黨,111260,48.22%,*,是
臺北市第05選區,陳彥甫,1,男,1976,健保免費連線,1461,0.80%,,否
臺北市第05選區,楊烱煌,2,男,1946,無黨籍及未經政黨推薦,703,0.38%,,否
臺北市第05選區,劉美娟,3,女,1943,中華民國臺灣基本法連線,572,0.31%,,否
臺北市第05選區,顏聖冠,4,女,1968,民主進步黨,77013,42.42%,,否
臺北市第05選區,葉玫,5,女,1958,台灣國民會議,1014,0.55%,,否
臺北市第05選區,周志文,6,男,1980,人民民主陣線,461,0.25%,,否
臺北市第05選區,林郁方,7,男,1951,中國國民黨,100292,55.25%,*,是
臺北市第06選區,葉邦宗,1,男,1926,無黨籍及未經政黨推薦,354,0.19%,,否
臺北市第06選區,周佩民,2,男,1979,台灣主義黨,469,0.25%,,否
臺北市第06選區,陳振盛,3,男,1950,親民黨,11966,6.62%,,否
臺北市第06選區,趙衍慶,4,男,1936,無黨籍及未經政黨推薦,181,0.10%,,否
臺北市第06選區,王雲怡,5,女,1969,台灣國民會議,2128,1.17%,,否
臺北市第06選區,陳福民,6,男,1936,無黨籍及未經政黨推薦,2286,1.26%,,否
臺北市第06選區,趙士強,7,男,1960,民主進步黨,54113,29.94%,,否
臺北市第06選區,蔣乃辛,8,男,1948,中國國民黨,108488,60.02%,*,是
臺北市第06選區,王秀珠,9,女,1961,人民最大黨,747,0.41%,,否
臺北市第07選區,潘翰聲,1,男,1970,綠黨,43449,23.99%,,否
臺北市第07選區,胡光慈,2,男,1956,人民最大黨,1718,0.94%,,否
臺北市第07選區,霍汶琳,3,女,1962,台灣主義黨,2619,1.44%,,否
臺北市第07選區,黎俊廷,4,男,1981,無黨籍及未經政黨推薦,19260,10.63%,,否
臺北市第07選區,費鴻泰,5,男,1954,中國國民黨,114009,62.96%,*,是
臺北市第08選區,阮昭雄,1,男,1970,民主進步黨,53917,29.00%,,否
臺北市第08選區,方景鈞,2,男,1930,無黨籍及未經政黨推薦,907,0.48%,,否
臺北市第08選區,李敖,3,男,1937,親民黨,9436,5.07%,,否
臺北市第08選區,余宛如,4,女,1980,綠黨,3715,1.99%,,否
臺北市第08選區,賴士葆,5,男,1951,中國國民黨,117892,63.42%,*,是
新北市第01選區,何博文,1,男,1973,民主進步黨,90125,42.44%,,否
新北市第01選區,余宗珮,2,女,1975,親民黨,9359,4.40%,,否
新北市第01選區,王鐘銘,3,男,1978,綠黨,5038,2.37%,,否
新北市第01選區,吳育昇,4,男,1958,中國國民黨,107821,50.77%,*,是
新北市第02選區,王安娜,1,女,1966,台灣國民會議,1292,0.66%,,否
新北市第02選區,錢薇娟,2,女,1971,中國國民黨,76768,39.51%,,否
新北市第02選區,林淑芬,3,女,1973,民主進步黨,114091,58.72%,*,是
新北市第02選區,龔尤倩,4,女,1969,人民民主陣線,1428,0.73%,,否
新北市第02選區,計京生,5,男,1948,中華民國臺灣基本法連線,700,0.36%,,否
新北市第03選區,李乾龍,1,男,1949,中國國民黨,94634,48.73%,,否
新北市第03選區,吳清,2,男,1953,中華民國臺灣基本法連線,1059,0.54%,,否
新北市第03選區,高志鵬,3,男,1963,民主進步黨,95649,49.25%,*,是
新北市第03選區,蕭炳賢,4,男,1968,健保免費連線,2836,1.46%,,否
新北市第04選區,鄭余鎮,1,男,1946,健保免費連線,2831,1.40%,,否
新北市第04選區,林濁水,2,男,1947,民主進步黨,94126,46.60%,,否
新北市第04選區,李鴻鈞,3,男,1959,中國國民黨,103165,51.07%,*,是
新北市第04選區,林麗容,4,女,1954,正黨,1852,0.91%,,否
新北市第05選區,黃志雄,1,男,1976,中國國民黨,90856,52.77%,*,是
新北市第05選區,黃茂,2,男,1944,中華民國臺灣基本法連線,543,0.31%,,否
新北市第05選區,廖本煙,3,男,1956,民主進步黨,78651,45.68%,,否
新北市第05選區,江定謙,4,男,1979,健保免費連線,2101,1.22%,,否
新北市第06選區,林鴻池,1,男,1955,中國國民黨,86119,53.39%,*,是
新北市第06選區,周雅淑,2,女,1966,民主進步黨,73950,45.84%,,否
新北市第06選區,楊程欽,3,男,1967,台灣國民會議,1229,0.76%,,否
新北市第07選區,江惠貞,1,女,1963,中國國民黨,73686,44.30%,*,否
新北市第07選區,羅致政,2,男,1964,民主進步黨,71207,42.81%,,否
新北市第07選區,曾文振,3,男,1952,無黨籍及未經政黨推薦,21411,12.87%,,否
新北市第08選區,陳冠騰,1,男,1973,無黨籍及未經政黨推薦,2147,1.02%,,否
新北市第08選區,張慶忠,2,男,1951,中國國民黨,101161,48.21%,*,是
新北市第08選區,邱珮琳,3,女,1957,無黨籍及未經政黨推薦,23023,10.97%,,否
新北市第08選區,江永昌,4,男,1969,民主進步黨,83468,39.78%,,否
新北市第09選區,許又銘,1,男,1970,民主進步黨,50656,27.55%,,否
新北市第09選區,雷倩,2,女,1958,無黨籍及未經政黨推薦,42832,23.30%,,否
新北市第09選區,林德福,3,男,1953,中國國民黨,89767,48.83%,*,是
新北市第09選區,曾文聖,4,男,1949,中華民國臺灣基本法連線,561,0.30%,,否
新北市第10選區,楊木萬,1,男,1955,綠黨,8598,4.57%,,否
新北市第10選區,莊碩漢,2,男,1955,民主進步黨,81520,43.38%,,否
新北市第10選區,盧嘉辰,3,男,1953,中國國民黨,89570,47.67%,*,是
新北市第10選區,游俊文,4,男,1980,台灣主義黨,1324,0.70%,,否
新北市第10選區,王金芬,5,女,1966,無黨籍及未經政黨推薦,6873,3.65%,,否
新北市第11選區,高建智,1,男,1953,民主進步黨,66506,33.43%,,否
新北市第11選區,羅明才,2,男,1967,中國國民黨,132426,66.56%,*,是
新北市第12選區,李慶華,1,男,1948,中國國民黨,73953,42.07%,*,是
新北市第12選區,沈發惠,2,男,1966,民主進步黨,63122,35.91%,,否
新北市第12選區,石翊靖,3,男,1950,人民最大黨,1577,0.89%,,否
新北市第12選區,羅福助,4,男,1943,無黨籍及未經政黨推薦,37109,21.11%,,否
臺中市第01選區,陳添旺,1,男,1959,中國國民黨,65438,43.70%,,否
臺中市第01選區,王憲堂,2,男,1946,無黨籍及未經政黨推薦,2628,1.75%,,否
臺中市第01選區,蔡其昌,3,男,1969,民主進步黨,81669,54.54%,*,否
臺中市第02選區,李順涼,1,男,1956,民主進步黨,79730,40.20%,,否
臺中市第02選區,顏清標,2,男,1960,無黨團結聯盟,118585,59.79%,*,是
臺中市第03選區,童瑞陽,1,男,1954,民主進步黨,64601,37.38%,,否
臺中市第03選區,劉坤鱧,2,男,1966,無黨籍及未經政黨推薦,8789,5.08%,,否
臺中市第03選區,楊瓊瓔,3,女,1964,中國國民黨,99400,57.52%,*,是
臺中市第04選區,張廖萬堅,1,男,1965,民主進步黨,92213,46.33%,,否
臺中市第04選區,蔡錦隆,2,男,1958,中國國民黨,101702,51.10%,*,是
臺中市第04選區,楊書銘,3,男,1984,人民最大黨,1104,0.55%,,否
臺中市第04選區,蔡智豪,4,男,1973,綠黨,3986,2.00%,,否
臺中市第05選區,盧秀燕,1,女,1961,中國國民黨,129822,57.86%,*,是
臺中市第05選區,紀朝川,2,男,1947,健保免費連線,2726,1.21%,,否
臺中市第05選區,謝明源,3,男,1952,民主進步黨,91793,40.91%,,否
臺中市第06選區,黃義交,1,男,1953,中國國民黨,84937,45.48%,,是
臺中市第06選區,王名江,2,男,1950,中華民國臺灣基本法連線,507,0.27%,,否
臺中市第06選區,曾坤炳,3,男,1950,健保免費連線,1322,0.70%,,否
臺中市第06選區,林佳龍,4,男,1964,民主進步黨,96685,51.78%,*,否
臺中市第06選區,賀姿華,5,女,1967,無黨籍及未經政黨推薦,2307,1.23%,,否
臺中市第06選區,林幸杰,6,男,1951,無黨籍及未經政黨推薦,354,0.18%,,否
臺中市第06選區,蔡和興,7,男,1979,無黨籍及未經政黨推薦,607,0.32%,,否
臺中市第07選區,何欣純,1,女,1973,民主進步黨,101006,50.30%,*,否
臺中市第07選區,鄭麗文,2,女,1969,中國國民黨,92369,46.00%,,是
臺中市第07選區,段緯宇,3,男,1955,親民黨,6965,3.46%,,否
臺中市第07選區,郭庭萓,4,女,1973,台灣主義黨,459,0.22%,,否
臺中市第08選區,郭俊銘,1,男,1955,民主進步黨,60964,39.47%,,否
臺中市第08選區,車淑娟,2,女,1964,無黨籍及未經政黨推薦,8761,5.67%,,否
臺中市第08選區,齊蓮生,3,男,1947,無黨籍及未經政黨推薦,770,0.49%,,否
臺中市第08選區,陳清龍,4,男,1965,親民黨,14789,9.57%,,否
臺中市第08選區,江啟臣,5,男,1972,中國國民黨,69136,44.77%,*,否
臺南市第01選區,葉宜津,1,女,1960,民主進步黨,120623,63.08%,*,是
臺南市第01選區,李宗智,2,男,1951,親民黨,24159,12.63%,,否
臺南市第01選區,歐崇敬,3,男,1967,中國國民黨,46422,24.27%,,否
臺南市第02選區,黃偉哲,1,男,1963,民主進步黨,144399,68.08%,*,是
臺南市第02選區,詹秋嫻,2,女,1961,中華台商愛國黨,2439,1.14%,,否
臺南市第02選區,楊士昌,3,男,1947,無黨籍及未經政黨推薦,2463,1.16%,,否
臺南市第02選區,周賜海,4,男,1958,中國國民黨,62794,29.60%,,否
臺南市第03選區,謝龍介,1,男,1961,中國國民黨,84095,37.22%,,否
臺南市第03選區,陳亭妃,2,女,1974,民主進步黨,139301,61.66%,*,是
臺南市第03選區,陳源奇,3,男,1940,健保免費連線,2488,1.10%,,否
臺南市第04選區,蘇俊賓,1,男,1976,中國國民黨,102266,46.97%,,否
臺南市第04選區,許添財,2,男,1951,民主進步黨,115439,53.02%,*,是
臺南市第05選區,林民昌,1,男,1973,綠黨,3494,1.51%,,否
臺南市第05選區,陳唐山,2,男,1935,民主進步黨,120401,52.23%,*,否
臺南市第05選區,李全教,3,男,1960,中國國民黨,106619,46.25%,,否
高雄市第01選區,邱議瑩,1,女,1971,民主進步黨,89913,54.31%,*,是
高雄市第01選區,鍾紹和,2,男,1956,中國國民黨,75627,45.68%,,是
高雄市第02選區,邱志偉,1,男,1972,民主進步黨,96818,50.42%,*,否
高雄市第02選區,謝長利,2,男,1973,無黨籍及未經政黨推薦,2301,1.19%,,否
高雄市第02選區,林益世,3,男,1968,中國國民黨,92902,48.38%,,是
高雄市第03選區,林瑩蓉,1,女,1965,民主進步黨,95617,46.09%,,否
高雄市第03選區,黎建南,2,男,1950,親民黨,7296,3.51%,,否
高雄市第03選區,林震洋,3,男,1979,綠黨,3448,1.66%,,否
高雄市第03選區,黃昭順,4,女,1953,中國國民黨,101055,48.72%,*,是
高雄市第04選區,黃憲南,1,男,1960,無黨籍及未經政黨推薦,2090,1.21%,,否
高雄市第04選區,林岱樺,2,女,1972,民主進步黨,111188,64.81%,*,是
高雄市第04選區,邱于軒,3,女,1982,中國國民黨,58261,33.96%,,否
高雄市第05選區,林宏明,1,男,1952,無黨籍及未經政黨推薦,917,0.55%,,否
高雄市第05選區,董桂如,2,女,1959,健保免費連線,1242,0.75%,,否
高雄市第05選區,羅世雄,3,男,1969,中國國民黨,70896,42.94%,,否
高雄市第05選區,管碧玲,4,女,1956,民主進步黨,92043,55.75%,*,是
