地區,姓名,號次,得票數,得票率
臺北市,陳履安,1,165541,11.89%
臺北市,李登輝,2,541721,38.90%
臺北市,彭明敏,3,338895,24.34%
臺北市,林洋港,4,346272,24.87%
高雄市,陳履安,1,68158,9.29%
高雄市,李登輝,2,371391,50.62%
高雄市,彭明敏,3,200406,27.32%
高雄市,林洋港,4,93691,12.77%
臺北縣,陳履安,1,186973,11.37%
臺北縣,李登輝,2,793718,48.28%
臺北縣,彭明敏,3,370728,22.55%
臺北縣,林洋港,4,292541,17.79%
宜蘭縣,陳履安,1,20573,8.94%
宜蘭縣,李登輝,2,126405,54.92%
宜蘭縣,彭明敏,3,68044,29.56%
宜蘭縣,林洋港,4,15154,6.58%
桃園縣,陳履安,1,91048,12.02%
桃園縣,李登輝,2,423198,55.85%
桃園縣,彭明敏,3,114901,15.16%
桃園縣,林洋港,4,128607,16.97%
新竹縣,陳履安,1,24746,11.67%
新竹縣,李登輝,2,140321,66.20%
新竹縣,彭明敏,3,23555,11.11%
新竹縣,林洋港,4,23342,11.01%
苗栗縣,陳履安,1,29884,10.31%
苗栗縣,李登輝,2,202593,69.87%
苗栗縣,彭明敏,3,31036,10.70%
苗栗縣,林洋港,4,26459,9.12%
臺中縣,陳履安,1,71030,10.01%
臺中縣,李登輝,2,426668,60.15%
臺中縣,彭明敏,3,115034,16.22%
臺中縣,林洋港,4,96594,13.62%
彰化縣,陳履安,1,62138,9.70%
彰化縣,李登輝,2,407820,63.63%
彰化縣,彭明敏,3,116154,18.12%
彰化縣,林洋港,4,54776,8.55%
南投縣,陳履安,1,14552,5.31%
南投縣,李登輝,2,86357,31.52%
南投縣,彭明敏,3,45556,16.63%
南投縣,林洋港,4,127537,46.55%
雲林縣,陳履安,1,25914,7.22%
雲林縣,李登輝,2,237871,66.29%
雲林縣,彭明敏,3,68785,19.17%
雲林縣,林洋港,4,26247,7.31%
嘉義縣,陳履安,1,17515,6.37%
嘉義縣,李登輝,2,180709,65.70%
嘉義縣,彭明敏,3,63101,22.94%
嘉義縣,林洋港,4,13716,4.99%
臺南縣,陳履安,1,41263,7.48%
臺南縣,李登輝,2,347825,63.05%
臺南縣,彭明敏,3,134969,24.47%
臺南縣,林洋港,4,27590,5.00%
高雄縣,陳履安,1,47790,7.64%
高雄縣,李登輝,2,374386,59.88%
高雄縣,彭明敏,3,151943,24.30%
高雄縣,林洋港,4,51139,8.18%
屏東縣,陳履安,1,26644,5.78%
屏東縣,李登輝,2,289812,62.91%
屏東縣,彭明敏,3,117283,25.46%
屏東縣,林洋港,4,26902,5.84%
臺東縣,陳履安,1,8160,7.52%
臺東縣,李登輝,2,74211,68.42%
臺東縣,彭明敏,3,14506,13.37%
臺東縣,林洋港,4,11584,10.68%
花蓮縣,陳履安,1,14568,8.91%
花蓮縣,李登輝,2,104740,64.05%
花蓮縣,彭明敏,3,18383,11.24%
花蓮縣,林洋港,4,25836,15.80%
澎湖縣,陳履安,1,4170,10.29%
澎湖縣,李登輝,2,25367,62.61%
澎湖縣,彭明敏,3,8070,19.92%
澎湖縣,林洋港,4,2907,7.18%
基隆市,陳履安,1,25950,13.42%
基隆市,李登輝,2,97223,50.27%
基隆市,彭明敏,3,34256,17.71%
基隆市,林洋港,4,35978,18.60%
新竹市,陳履安,1,22603,12.93%
新竹市,李登輝,2,93812,53.65%
新竹市,彭明敏,3,28281,16.17%
新竹市,林洋港,4,30155,17.25%
臺中市,陳履安,1,46844,11.11%
臺中市,李登輝,2,195865,46.45%
臺中市,彭明敏,3,82416,19.55%
臺中市,林洋港,4,96509,22.89%
嘉義市,陳履安,1,12761,9.90%
嘉義市,李登輝,2,60628,47.04%
嘉義市,彭明敏,3,42984,33.35%
嘉義市,林洋港,4,12515,9.71%
臺南市,陳履安,1,39058,10.97%
臺南市,李登輝,2,201436,56.58%
臺南市,彭明敏,3,84929,23.85%
臺南市,林洋港,4,30603,8.60%
金門縣,陳履安,1,5805,28.09%
金門縣,李登輝,2,8401,40.65%
金門縣,彭明敏,3,336,1.63%
金門縣,林洋港,4,6123,29.63%
連江縣,陳履安,1,356,13.56%
連江縣,李登輝,2,1221,46.51%
連江縣,彭明敏,3,35,1.33%
連江縣,林洋港,4,1013,38.59%
