地區,姓名,號次,得票數,得票率
臺北縣第01選區板橋市,柯明輝,1,1859,0.70%
臺北縣第01選區板橋市,林國春,2,14618,5.51%
臺北縣第01選區板橋市,王淑惠,3,17184,6.48%
臺北縣第01選區板橋市,蕭貫譽,4,19253,7.26%
臺北縣第01選區板橋市,趙燕昭,5,20981,7.91%
臺北縣第01選區板橋市,張榮法,6,5570,2.10%
臺北縣第01選區板橋市,徐秀廷,7,12110,4.57%
臺北縣第01選區板橋市,曾文振,8,16386,6.18%
臺北縣第01選區板橋市,王景源,9,17560,6.62%
臺北縣第01選區板橋市,李淑華,10,12700,4.79%
臺北縣第01選區板橋市,黃俊哲,11,21365,8.05%
臺北縣第01選區板橋市,林水山,12,13605,5.13%
臺北縣第01選區板橋市,蘇淑真,13,1669,0.63%
臺北縣第01選區板橋市,王品凱,14,2613,0.99%
臺北縣第01選區板橋市,周勝考,15,15193,5.73%
臺北縣第01選區板橋市,黃炳煌,16,11536,4.35%
臺北縣第01選區板橋市,黃瑞璨,17,10650,4.02%
臺北縣第01選區板橋市,李雪梅,18,11170,4.21%
臺北縣第01選區板橋市,王月明,19,14001,5.28%
臺北縣第01選區板橋市,陳素珍,20,4116,1.55%
臺北縣第01選區板橋市,廖裕德,21,12491,4.71%
臺北縣第01選區板橋市,張宏銘,22,8614,3.25%
臺北縣第02選區中和市,楊桂屏,1,15334,7.48%
臺北縣第02選區中和市,簡文劉,2,22829,11.13%
臺北縣第02選區中和市,馬兆玲,3,15255,7.44%
臺北縣第02選區中和市,陳錦錠,4,27343,13.33%
臺北縣第02選區中和市,張瑞山,5,20612,10.05%
臺北縣第02選區中和市,呂萬煜,6,14295,6.97%
臺北縣第02選區中和市,江永昌,7,18775,9.16%
臺北縣第02選區中和市,游輝廷,8,19014,9.27%
臺北縣第02選區中和市,劉梅花,9,13900,6.78%
臺北縣第02選區中和市,林秀惠,10,21398,10.44%
臺北縣第02選區中和市,李肇南,11,16298,7.95%
臺北縣第03選區永和市,廖筱清,1,16901,14.85%
臺北縣第03選區永和市,張繼遠,2,7152,6.28%
臺北縣第03選區永和市,陳鴻源,3,30394,26.71%
臺北縣第03選區永和市,金介壽,4,16779,14.74%
臺北縣第03選區永和市,呂世喜,5,14975,13.16%
臺北縣第03選區永和市,連斐璠,6,27595,24.25%
臺北縣第04選區土城市,鄭綉瑛,1,2302,2.16%
臺北縣第04選區土城市,高敏慧,2,2154,2.02%
臺北縣第04選區土城市,黃永昌,3,15371,14.42%
臺北縣第04選區土城市,周文美,4,552,0.52%
臺北縣第04選區土城市,歐金獅,5,2235,2.10%
臺北縣第04選區土城市,鄧嘉慶,6,2145,2.01%
臺北縣第04選區土城市,楊寶猜,7,6342,5.95%
臺北縣第04選區土城市,彭成龍,8,11577,10.86%
臺北縣第04選區土城市,洪佳君,9,3915,3.67%
臺北縣第04選區土城市,吳琪銘,10,8488,7.96%
臺北縣第04選區土城市,陳世雄,11,1563,1.47%
臺北縣第04選區土城市,陳文錄,12,227,0.21%
臺北縣第04選區土城市,吳淑芬,13,3980,3.73%
臺北縣第04選區土城市,連鄭美素,14,3029,2.84%
臺北縣第04選區土城市,李百琪,15,338,0.32%
臺北縣第04選區土城市,藍添樹,16,112,0.11%
臺北縣第04選區土城市,林金結,17,4321,4.05%
臺北縣第04選區土城市,蔡黃隆,18,8996,8.44%
臺北縣第04選區土城市,余有澄,19,12425,11.65%
臺北縣第04選區土城市,蘇定基,20,559,0.52%
臺北縣第04選區土城市,廖晉權,21,49,0.05%
臺北縣第04選區土城市,林銘仁,22,15773,14.79%
臺北縣第04選區土城市,陳白霞,23,170,0.16%
臺北縣第04選區樹林市,鄭綉瑛,1,11492,16.06%
臺北縣第04選區樹林市,高敏慧,2,10161,14.20%
臺北縣第04選區樹林市,黃永昌,3,1396,1.95%
臺北縣第04選區樹林市,周文美,4,520,0.73%
臺北縣第04選區樹林市,歐金獅,5,3512,4.91%
臺北縣第04選區樹林市,鄧嘉慶,6,9355,13.07%
臺北縣第04選區樹林市,楊寶猜,7,825,1.15%
臺北縣第04選區樹林市,彭成龍,8,527,0.74%
臺北縣第04選區樹林市,洪佳君,9,10183,14.23%
臺北縣第04選區樹林市,吳琪銘,10,3698,5.17%
臺北縣第04選區樹林市,陳世雄,11,1776,2.48%
臺北縣第04選區樹林市,陳文錄,12,563,0.79%
臺北縣第04選區樹林市,吳淑芬,13,620,0.87%
臺北縣第04選區樹林市,連鄭美素,14,1633,2.28%
臺北縣第04選區樹林市,李百琪,15,1902,2.66%
臺北縣第04選區樹林市,藍添樹,16,8310,11.61%
臺北縣第04選區樹林市,林金結,17,1030,1.44%
臺北縣第04選區樹林市,蔡黃隆,18,1551,2.17%
臺北縣第04選區樹林市,余有澄,19,431,0.60%
臺北縣第04選區樹林市,蘇定基,20,153,0.21%
臺北縣第04選區樹林市,廖晉權,21,104,0.15%
臺北縣第04選區樹林市,林銘仁,22,1500,2.10%
臺北縣第04選區樹林市,陳白霞,23,325,0.45%
臺北縣第04選區鶯歌鎮,鄭綉瑛,1,1383,3.66%
臺北縣第04選區鶯歌鎮,高敏慧,2,912,2.41%
臺北縣第04選區鶯歌鎮,黃永昌,3,1058,2.80%
臺北縣第04選區鶯歌鎮,周文美,4,1670,4.42%
臺北縣第04選區鶯歌鎮,歐金獅,5,8626,22.84%
臺北縣第04選區鶯歌鎮,鄧嘉慶,6,1336,3.54%
臺北縣第04選區鶯歌鎮,楊寶猜,7,545,1.44%
臺北縣第04選區鶯歌鎮,彭成龍,8,164,0.43%
臺北縣第04選區鶯歌鎮,洪佳君,9,2085,5.52%
臺北縣第04選區鶯歌鎮,吳琪銘,10,1349,3.57%
臺北縣第04選區鶯歌鎮,陳世雄,11,948,2.51%
臺北縣第04選區鶯歌鎮,陳文錄,12,13080,34.63%
臺北縣第04選區鶯歌鎮,吳淑芬,13,163,0.43%
臺北縣第04選區鶯歌鎮,連鄭美素,14,1793,4.75%
臺北縣第04選區鶯歌鎮,李百琪,15,200,0.53%
臺北縣第04選區鶯歌鎮,藍添樹,16,84,0.22%
臺北縣第04選區鶯歌鎮,林金結,17,320,0.85%
臺北縣第04選區鶯歌鎮,蔡黃隆,18,1008,2.67%
臺北縣第04選區鶯歌鎮,余有澄,19,130,0.34%
臺北縣第04選區鶯歌鎮,蘇定基,20,16,0.04%
臺北縣第04選區鶯歌鎮,廖晉權,21,30,0.08%
臺北縣第04選區鶯歌鎮,林銘仁,22,415,1.10%
臺北縣第04選區鶯歌鎮,陳白霞,23,453,1.20%
臺北縣第04選區三峽鎮,鄭綉瑛,1,897,2.25%
臺北縣第04選區三峽鎮,高敏慧,2,952,2.39%
臺北縣第04選區三峽鎮,黃永昌,3,823,2.06%
臺北縣第04選區三峽鎮,周文美,4,8527,21.37%
臺北縣第04選區三峽鎮,歐金獅,5,1829,4.58%
臺北縣第04選區三峽鎮,鄧嘉慶,6,760,1.90%
臺北縣第04選區三峽鎮,楊寶猜,7,776,1.94%
臺北縣第04選區三峽鎮,彭成龍,8,300,0.75%
臺北縣第04選區三峽鎮,洪佳君,9,1173,2.94%
臺北縣第04選區三峽鎮,吳琪銘,10,1369,3.43%
臺北縣第04選區三峽鎮,陳世雄,11,8847,22.17%
臺北縣第04選區三峽鎮,陳文錄,12,1106,2.77%
臺北縣第04選區三峽鎮,吳淑芬,13,212,0.53%
臺北縣第04選區三峽鎮,連鄭美素,14,2397,6.01%
臺北縣第04選區三峽鎮,李百琪,15,512,1.28%
臺北縣第04選區三峽鎮,藍添樹,16,58,0.15%
臺北縣第04選區三峽鎮,林金結,17,235,0.59%
臺北縣第04選區三峽鎮,蔡黃隆,18,2963,7.43%
臺北縣第04選區三峽鎮,余有澄,19,377,0.94%
臺北縣第04選區三峽鎮,蘇定基,20,60,0.15%
臺北縣第04選區三峽鎮,廖晉權,21,34,0.09%
臺北縣第04選區三峽鎮,林銘仁,22,721,1.81%
臺北縣第04選區三峽鎮,陳白霞,23,4974,12.47%
臺北縣第05選區三重市,李世東,1,7285,3.88%
臺北縣第05選區三重市,陳玉茹,2,6531,3.48%
臺北縣第05選區三重市,謝志賢,3,170,0.09%
臺北縣第05選區三重市,李張櫻卿,4,1300,0.69%
臺北縣第05選區三重市,林擇良,5,2593,1.38%
臺北縣第05選區三重市,李友親,6,6624,3.53%
臺北縣第05選區三重市,王啟聰,7,6259,3.34%
臺北縣第05選區三重市,陳海順,8,5255,2.80%
臺北縣第05選區三重市,林孝光,9,9662,5.15%
臺北縣第05選區三重市,李倩萍,10,19364,10.32%
臺北縣第05選區三重市,胡淑蓉,11,12945,6.90%
臺北縣第05選區三重市,王棋,12,4951,2.64%
臺北縣第05選區三重市,何仰山,13,11044,5.89%
臺北縣第05選區三重市,藍晏璋,14,10198,5.44%
臺北縣第05選區三重市,蔡明堂,15,15243,8.13%
臺北縣第05選區三重市,鄭世維,16,6115,3.26%
臺北縣第05選區三重市,黃桂蘭,17,5348,2.85%
臺北縣第05選區三重市,陳幸進,18,14615,7.79%
臺北縣第05選區三重市,顏仁宣,19,8093,4.32%
臺北縣第05選區三重市,陳啟能,20,11268,6.01%
臺北縣第05選區三重市,林國雄,21,10787,5.75%
臺北縣第05選區三重市,鄭金隆,22,11898,6.34%
臺北縣第05選區蘆洲市,李世東,1,1123,1.36%
臺北縣第05選區蘆洲市,陳玉茹,2,1481,1.80%
臺北縣第05選區蘆洲市,謝志賢,3,93,0.11%
臺北縣第05選區蘆洲市,李張櫻卿,4,4728,5.74%
臺北縣第05選區蘆洲市,林擇良,5,2882,3.50%
臺北縣第05選區蘆洲市,李友親,6,6114,7.42%
臺北縣第05選區蘆洲市,王啟聰,7,801,0.97%
臺北縣第05選區蘆洲市,陳海順,8,1202,1.46%
臺北縣第05選區蘆洲市,林孝光,9,2185,2.65%
臺北縣第05選區蘆洲市,李倩萍,10,12001,14.57%
臺北縣第05選區蘆洲市,胡淑蓉,11,1519,1.84%
臺北縣第05選區蘆洲市,王棋,12,8977,10.90%
臺北縣第05選區蘆洲市,何仰山,13,1394,1.69%
臺北縣第05選區蘆洲市,藍晏璋,14,1469,1.78%
臺北縣第05選區蘆洲市,蔡明堂,15,1308,1.59%
臺北縣第05選區蘆洲市,鄭世維,16,10266,12.46%
臺北縣第05選區蘆洲市,黃桂蘭,17,11129,13.51%
臺北縣第05選區蘆洲市,陳幸進,18,3073,3.73%
臺北縣第05選區蘆洲市,顏仁宣,19,2250,2.73%
臺北縣第05選區蘆洲市,陳啟能,20,2443,2.97%
臺北縣第05選區蘆洲市,林國雄,21,1770,2.15%
臺北縣第05選區蘆洲市,鄭金隆,22,4162,5.05%
臺北縣第06選區新莊市,陳佳和,1,434,0.25%
臺北縣第06選區新莊市,何振興,2,2502,1.43%
臺北縣第06選區新莊市,蔡健棠,3,7501,4.29%
臺北縣第06選區新莊市,許文琪,4,2542,1.46%
臺北縣第06選區新莊市,張益廣,5,7717,4.42%
臺北縣第06選區新莊市,吳天麟,6,2907,1.66%
臺北縣第06選區新莊市,曾美鈴,7,5880,3.37%
臺北縣第06選區新莊市,陳文治,8,10689,6.12%
臺北縣第06選區新莊市,黃林玲玲,9,19327,11.07%
臺北縣第06選區新莊市,李國書,10,1478,0.85%
臺北縣第06選區新莊市,劉新龍,11,11729,6.72%
臺北縣第06選區新莊市,林義一,12,2247,1.29%
臺北縣第06選區新莊市,蔡昌碩,13,5724,3.28%
臺北縣第06選區新莊市,林重信,14,5121,2.93%
臺北縣第06選區新莊市,謝清鎧,15,8518,4.88%
臺北縣第06選區新莊市,周安妮,16,1209,0.69%
臺北縣第06選區新莊市,徐陳麗華,17,8885,5.09%
臺北縣第06選區新莊市,陳科名,18,12820,7.34%
臺北縣第06選區新莊市,蘇聲揚,19,195,0.11%
臺北縣第06選區新莊市,何淑峯,20,12001,6.87%
臺北縣第06選區新莊市,陳明義,21,7593,4.35%
臺北縣第06選區新莊市,蔡淑君,22,1960,1.12%
臺北縣第06選區新莊市,葉正森,23,9421,5.39%
臺北縣第06選區新莊市,鄭漢騰,24,752,0.43%
臺北縣第06選區新莊市,呂柱,25,13892,7.95%
臺北縣第06選區新莊市,楊添福,26,5359,3.07%
臺北縣第06選區新莊市,林麗容,27,537,0.31%
