地區,姓名,號次,得票數,得票率
臺北縣板橋市,王建煊,1,115087,44.94%
臺北縣板橋市,邵建興,2,503,0.20%
臺北縣板橋市,石翊靖,3,856,0.33%
臺北縣板橋市,蘇貞昌,4,139635,54.53%
臺北縣三重市,王建煊,1,70988,39.05%
臺北縣三重市,邵建興,2,476,0.26%
臺北縣三重市,石翊靖,3,446,0.25%
臺北縣三重市,蘇貞昌,4,109893,60.45%
臺北縣中和市,王建煊,1,117403,57.67%
臺北縣中和市,邵建興,2,305,0.15%
臺北縣中和市,石翊靖,3,361,0.18%
臺北縣中和市,蘇貞昌,4,85491,42.00%
臺北縣永和市,王建煊,1,73105,62.76%
臺北縣永和市,邵建興,2,134,0.12%
臺北縣永和市,石翊靖,3,168,0.14%
臺北縣永和市,蘇貞昌,4,43074,36.98%
臺北縣新莊市,王建煊,1,68737,41.76%
臺北縣新莊市,邵建興,2,449,0.27%
臺北縣新莊市,石翊靖,3,455,0.28%
臺北縣新莊市,蘇貞昌,4,94951,57.69%
臺北縣新店市,王建煊,1,88198,63.89%
臺北縣新店市,邵建興,2,176,0.13%
臺北縣新店市,石翊靖,3,229,0.17%
臺北縣新店市,蘇貞昌,4,49443,35.82%
臺北縣樹林市,王建煊,1,29392,42.45%
臺北縣樹林市,邵建興,2,135,0.19%
臺北縣樹林市,石翊靖,3,293,0.42%
臺北縣樹林市,蘇貞昌,4,39426,56.94%
臺北縣鶯歌鎮,王建煊,1,14659,39.54%
臺北縣鶯歌鎮,邵建興,2,94,0.25%
臺北縣鶯歌鎮,石翊靖,3,142,0.38%
臺北縣鶯歌鎮,蘇貞昌,4,22176,59.82%
臺北縣三峽鎮,王建煊,1,16292,42.77%
臺北縣三峽鎮,邵建興,2,113,0.30%
臺北縣三峽鎮,石翊靖,3,150,0.39%
臺北縣三峽鎮,蘇貞昌,4,21533,56.53%
臺北縣淡水鎮,王建煊,1,24869,45.05%
臺北縣淡水鎮,邵建興,2,256,0.46%
臺北縣淡水鎮,石翊靖,3,236,0.43%
臺北縣淡水鎮,蘇貞昌,4,29837,54.05%
臺北縣汐止市,王建煊,1,43078,55.39%
臺北縣汐止市,邵建興,2,161,0.21%
臺北縣汐止市,石翊靖,3,225,0.29%
臺北縣汐止市,蘇貞昌,4,34315,44.12%
臺北縣瑞芳鎮,王建煊,1,10588,46.27%
臺北縣瑞芳鎮,邵建興,2,169,0.74%
臺北縣瑞芳鎮,石翊靖,3,194,0.85%
臺北縣瑞芳鎮,蘇貞昌,4,11934,52.15%
臺北縣土城市,王建煊,1,50219,48.33%
臺北縣土城市,邵建興,2,158,0.15%
臺北縣土城市,石翊靖,3,269,0.26%
臺北縣土城市,蘇貞昌,4,53261,51.26%
