地區,姓名,號次,得票數,得票率
苗栗縣南庄鄉第04選區東村,謝建宇,1,6,15.38%
苗栗縣南庄鄉第04選區東村,風英雄,2,5,12.82%
苗栗縣南庄鄉第04選區東村,風勝華,3,13,33.33%
苗栗縣南庄鄉第04選區東村,劉金鳳,4,15,38.46%
苗栗縣南庄鄉第04選區西村,謝建宇,1,4,10.81%
苗栗縣南庄鄉第04選區西村,風英雄,2,26,70.27%
苗栗縣南庄鄉第04選區西村,風勝華,3,1,2.70%
苗栗縣南庄鄉第04選區西村,劉金鳳,4,6,16.21%
苗栗縣南庄鄉第04選區南江村,謝建宇,1,57,28.07%
苗栗縣南庄鄉第04選區南江村,風英雄,2,51,25.12%
苗栗縣南庄鄉第04選區南江村,風勝華,3,66,32.51%
苗栗縣南庄鄉第04選區南江村,劉金鳳,4,29,14.28%
苗栗縣南庄鄉第04選區田美村,謝建宇,1,2,28.57%
苗栗縣南庄鄉第04選區田美村,風英雄,2,1,14.28%
苗栗縣南庄鄉第04選區田美村,風勝華,3,3,42.85%
苗栗縣南庄鄉第04選區田美村,劉金鳳,4,1,14.28%
苗栗縣南庄鄉第04選區獅山村,謝建宇,1,3,23.07%
苗栗縣南庄鄉第04選區獅山村,風英雄,2,3,23.07%
苗栗縣南庄鄉第04選區獅山村,風勝華,3,6,46.15%
苗栗縣南庄鄉第04選區獅山村,劉金鳳,4,1,7.69%
苗栗縣南庄鄉第04選區南富村,謝建宇,1,0,0.00%
苗栗縣南庄鄉第04選區南富村,風英雄,2,1,25.00%
苗栗縣南庄鄉第04選區南富村,風勝華,3,0,0.00%
苗栗縣南庄鄉第04選區南富村,劉金鳳,4,3,75.00%
苗栗縣南庄鄉第04選區員林村,謝建宇,1,0,0.00%
苗栗縣南庄鄉第04選區員林村,風英雄,2,1,33.33%
苗栗縣南庄鄉第04選區員林村,風勝華,3,0,0.00%
苗栗縣南庄鄉第04選區員林村,劉金鳳,4,2,66.66%
苗栗縣南庄鄉第04選區蓬萊村,謝建宇,1,46,18.18%
苗栗縣南庄鄉第04選區蓬萊村,風英雄,2,44,17.39%
苗栗縣南庄鄉第04選區蓬萊村,風勝華,3,62,24.50%
苗栗縣南庄鄉第04選區蓬萊村,劉金鳳,4,101,39.92%
苗栗縣南庄鄉第04選區東河村,謝建宇,1,99,21.19%
苗栗縣南庄鄉第04選區東河村,風英雄,2,185,39.61%
苗栗縣南庄鄉第04選區東河村,風勝華,3,126,26.98%
苗栗縣南庄鄉第04選區東河村,劉金鳳,4,57,12.20%
屏東縣滿州鄉第04選區滿州村,潘義輝,1,155,100.00%
屏東縣滿州鄉第04選區里德村,潘義輝,1,93,100.00%
屏東縣滿州鄉第04選區永靖村,潘義輝,1,170,100.00%
屏東縣滿州鄉第04選區港口村,潘義輝,1,107,100.00%
屏東縣滿州鄉第04選區响林村,潘義輝,1,27,100.00%
屏東縣滿州鄉第04選區長樂村,潘義輝,1,104,100.00%
屏東縣滿州鄉第04選區九棚村,潘義輝,1,15,100.00%
屏東縣滿州鄉第04選區港仔村,潘義輝,1,16,100.00%
臺東縣臺東市第05選區富岡里,賴秀星,1,69,28.99%
