地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
臺北市第01選區,張歷元,1,男,1961,台灣農民黨,336,0.21%,,否
臺北市第01選區,高建智,2,男,1953,民主進步黨,61408,38.79%,,是
臺北市第01選區,丁守中,3,男,1954,中國國民黨,94694,59.81%,*,是
臺北市第01選區,曾瑾珮,4,女,1977,綠黨,1862,1.17%,,否
臺北市第02選區,周奕成,1,男,1967,第三社會黨,2812,1.81%,,否
臺北市第02選區,周守訓,2,男,1966,中國國民黨,81386,52.39%,*,是
臺北市第02選區,王世堅,3,男,1960,民主進步黨,71119,45.78%,,是
臺北市第03選區,蔣孝嚴,1,男,1941,中國國民黨,99959,60.25%,*,是
臺北市第03選區,李林耀,2,男,1955,制憲聯盟,128,0.07%,,否
臺北市第03選區,謝馥米,3,女,1972,台灣團結聯盟,1854,1.11%,,否
臺北市第03選區,簡瑞寬,4,男,1974,制憲聯盟,176,0.10%,,否
臺北市第03選區,郭正亮,5,男,1961,民主進步黨,63773,38.44%,,是
臺北市第04選區,莊婉均,1,女,1961,無黨籍及未經政黨推薦,1684,0.99%,,否
臺北市第04選區,張慶源,2,男,1958,無黨籍及未經政黨推薦,470,0.27%,,否
臺北市第04選區,蔡正元,3,男,1953,中國國民黨,105375,62.25%,*,是
臺北市第04選區,許家琛,4,男,1935,無黨籍及未經政黨推薦,159,0.09%,,否
臺北市第04選區,柯逸民,5,男,1967,綠黨,1580,0.93%,,否
臺北市第04選區,徐國勇,6,男,1958,民主進步黨,60004,35.44%,,是
臺北市第05選區,葉玫,1,女,1958,紅黨,324,0.21%,,否
臺北市第05選區,吳建毅,2,男,1969,台灣農民黨,251,0.16%,,否
臺北市第05選區,魏志中,3,男,1965,無黨籍及未經政黨推薦,284,0.18%,,否
臺北市第05選區,林郁方,4,男,1951,中國國民黨,87448,58.24%,*,是
臺北市第05選區,黃啟彬,5,男,1973,制憲聯盟,360,0.23%,,否
臺北市第05選區,段宜康,6,男,1963,民主進步黨,61480,40.94%,,否
臺北市第06選區,樂可銘,1,男,1947,制憲聯盟,89,0.05%,,否
臺北市第06選區,李慶安,2,女,1959,中國國民黨,99294,66.80%,*,是
臺北市第06選區,王保善,3,男,1963,紅黨,417,0.28%,,否
臺北市第06選區,余少鈞,4,男,1971,客家黨,131,0.08%,,否
臺北市第06選區,羅文嘉,5,男,1966,民主進步黨,48240,32.45%,,否
臺北市第06選區,古文發,6,男,1968,民主自由黨,155,0.10%,,否
臺北市第06選區,林俊賢,7,男,1951,台灣農民黨,221,0.14%,,否
臺北市第06選區,林裕發,8,男,1932,制憲聯盟,87,0.05%,,否
臺北市第07選區,張國慶,1,男,1954,台灣團結聯盟,1350,0.93%,,否
臺北市第07選區,連石磊,2,男,1948,客家黨,241,0.16%,,否
臺北市第07選區,陳源奇,3,男,1940,大道慈悲濟世黨,229,0.15%,,否
臺北市第07選區,潘翰聲,4,男,1970,綠黨,1275,0.88%,,否
臺北市第07選區,費鴻泰,5,男,1954,中國國民黨,95145,65.79%,*,是
臺北市第07選區,田欣,6,男,1962,民主進步黨,46059,31.85%,,否
臺北市第07選區,秦政德,7,男,1971,第三社會黨,313,0.21%,,否
臺北市第08選區,梅峯,1,男,1957,無黨籍及未經政黨推薦,171,0.11%,,否
臺北市第08選區,任立民,2,男,1967,紅黨,234,0.16%,,否
臺北市第08選區,周柏雅,3,男,1959,民主進步黨,38261,26.35%,,否
臺北市第08選區,賴士葆,4,男,1951,中國國民黨,104257,71.81%,*,是
臺北市第08選區,史美延,5,男,1972,第三社會黨,492,0.33%,,否
臺北市第08選區,方景鈞,6,男,1930,無黨籍及未經政黨推薦,277,0.19%,,否
臺北市第08選區,彭渰雯,7,女,1971,綠黨,1481,1.02%,,否
高雄市第01選區,黃昭順,1,女,1953,中國國民黨,92417,58.29%,*,是
高雄市第01選區,姚文智,2,男,1965,民主進步黨,65266,41.17%,,否
高雄市第01選區,錢彙穎,3,女,1983,公民黨,841,0.53%,,否
高雄市第02選區,羅世雄,1,男,1969,中國國民黨,63410,48.84%,,是
高雄市第02選區,李凈瑜,2,女,1975,紅黨,424,0.32%,,否
高雄市第02選區,曾文聖,3,男,1949,制憲聯盟,186,0.14%,,否
高雄市第02選區,林稱雄,4,男,1949,無黨籍及未經政黨推薦,184,0.14%,,否
高雄市第02選區,管碧玲,5,女,1956,民主進步黨,65604,50.53%,*,是
高雄市第03選區,莊繡慈,1,女,1969,台灣農民黨,777,0.67%,,否
高雄市第03選區,侯彩鳳,2,女,1952,中國國民黨,56826,49.13%,*,是
高雄市第03選區,李昆澤,3,男,1964,民主進步黨,49392,42.70%,,是
高雄市第03選區,吳春香,4,女,1963,客家黨,249,0.21%,,否
高雄市第03選區,林進興,5,男,1953,無黨籍及未經政黨推薦,8225,7.11%,,是
高雄市第03選區,蘇經孟,6,男,1975,公民黨,178,0.15%,,否
高雄市第04選區,黃昭輝,1,男,1946,民主進步黨,67663,46.61%,,是
高雄市第04選區,林景元,2,男,1925,無黨籍及未經政黨推薦,1626,1.12%,,否
高雄市第04選區,劉慧雯,3,女,1961,台灣農民黨,1105,0.76%,,否
高雄市第04選區,林志聰,4,男,1957,公民黨,257,0.17%,,否
高雄市第04選區,李復興,5,男,1946,中國國民黨,74502,51.32%,*,是
高雄市第05選區,郭玟成,1,男,1955,民主進步黨,70576,51.98%,*,是
高雄市第05選區,曹文玟,2,女,1968,客家黨,444,0.32%,,否
高雄市第05選區,楊掌朝,3,男,1945,洪運忠義黨,581,0.42%,,否
高雄市第05選區,趙連出,4,男,1940,大道慈悲濟世黨,1098,0.80%,,否
高雄市第05選區,楊美蘭,5,女,1956,公民黨,596,0.43%,,否
高雄市第05選區,林國正,6,男,1966,中國國民黨,62480,46.01%,,否
臺北縣第01選區,王天裕,1,男,1971,紅黨,242,0.17%,,否
臺北縣第01選區,莊孟學,2,男,1961,台灣團結聯盟,1598,1.12%,,否
臺北縣第01選區,楊仁清,3,男,1950,客家黨,325,0.22%,,否
臺北縣第01選區,吳育昇,4,男,1958,中國國民黨,82949,58.38%,*,是
臺北縣第01選區,李顯榮,5,男,1947,民主進步黨,56594,39.83%,,是
臺北縣第01選區,吳金治,6,男,1974,第三社會黨,366,0.25%,,否
臺北縣第02選區,林志嘉,1,男,1958,台灣團結聯盟,8242,6.00%,,是
臺北縣第02選區,林淑芬,2,女,1973,民主進步黨,59225,43.17%,*,是
臺北縣第02選區,柯淑敏,3,女,1968,中國國民黨,54774,39.92%,,是
臺北縣第02選區,楊蓮福,4,男,1964,無黨籍及未經政黨推薦,14948,10.89%,,否
臺北縣第03選區,朱俊曉,1,男,1963,中國國民黨,73286,48.24%,,是
臺北縣第03選區,蘇卿彥,2,男,1939,無黨籍及未經政黨推薦,767,0.50%,,否
臺北縣第03選區,余天,3,男,1948,民主進步黨,75212,49.51%,*,否
臺北縣第03選區,劉一德,4,男,1960,台灣團結聯盟,1645,1.08%,,否
臺北縣第03選區,劉英芮,5,女,1983,紅黨,990,0.65%,,否
臺北縣第04選區,李鴻鈞,1,男,1959,中國國民黨,77122,51.73%,*,是
臺北縣第04選區,鄭余豪,2,男,1975,台灣團結聯盟,969,0.64%,,否
臺北縣第04選區,吳秉叡,3,男,1966,民主進步黨,70265,47.13%,,是
臺北縣第04選區,徐文彥,4,男,1973,綠黨,721,0.48%,,否
臺北縣第05選區,溫炳原,1,男,1967,綠黨,507,0.42%,,否
臺北縣第05選區,陳誠鈞,2,男,1955,無黨籍及未經政黨推薦,154,0.13%,,否
臺北縣第05選區,王文秀,3,女,1968,紅黨,338,0.28%,,否
臺北縣第05選區,黃志雄,4,男,1976,中國國民黨,61948,52.32%,*,是
臺北縣第05選區,廖本煙,5,男,1956,民主進步黨,55444,46.83%,,是
臺北縣第06選區,王淑慧,1,女,1955,民主進步黨,51775,42.66%,,是
臺北縣第06選區,林鴻池,2,男,1955,中國國民黨,69097,56.93%,*,是
臺北縣第06選區,林景松,3,男,1943,世界和平黨,489,0.40%,,否
臺北縣第07選區,莊碩漢,1,男,1955,民主進步黨,49008,41.61%,,是
臺北縣第07選區,林淑慧,2,女,1977,第三社會黨,1436,1.21%,,否
臺北縣第07選區,林育任,3,男,1973,台灣團結聯盟,1583,1.34%,,否
臺北縣第07選區,吳清池,4,男,1949,中國國民黨,65752,55.82%,*,是
臺北縣第08選區,張慶忠,1,男,1951,中國國民黨,94785,59.55%,*,是
臺北縣第08選區,甘郡榮,2,男,1978,無黨籍及未經政黨推薦,1255,0.78%,,否
臺北縣第08選區,趙永清,3,男,1957,民主進步黨,63123,39.65%,,是
臺北縣第09選區,楊錫周,1,男,1930,制憲聯盟,338,0.23%,,否
臺北縣第09選區,周倪安,2,女,1972,台灣團結聯盟,15669,11.05%,,否
臺北縣第09選區,洪一平,3,男,1945,無黨籍及未經政黨推薦,27044,19.08%,,否
臺北縣第09選區,林德福,4,男,1953,中國國民黨,98634,69.61%,*,是
臺北縣第10選區,盧嘉辰,1,男,1953,中國國民黨,77656,60.10%,*,否
臺北縣第10選區,李恢先,2,男,1963,紅黨,669,0.51%,,否
臺北縣第10選區,李文忠,3,男,1958,民主進步黨,50869,39.37%,,否
臺北縣第11選區,葛彰台,1,男,1952,無黨籍及未經政黨推薦,246,0.16%,,否
