地區,姓名,號次,得票數,得票率
宜蘭縣宜蘭市南門里第0001投開票所,林聰賢,1,147,38.38%
宜蘭縣宜蘭市南門里第0001投開票所,呂國華,2,236,61.61%
宜蘭縣宜蘭市負郭里第0002投開票所,林聰賢,1,333,42.04%
宜蘭縣宜蘭市負郭里第0002投開票所,呂國華,2,459,57.95%
宜蘭縣宜蘭市負郭里第0003投開票所,林聰賢,1,477,48.47%
宜蘭縣宜蘭市負郭里第0003投開票所,呂國華,2,507,51.52%
宜蘭縣宜蘭市民族里第0004投開票所,林聰賢,1,317,41.27%
宜蘭縣宜蘭市民族里第0004投開票所,呂國華,2,451,58.72%
宜蘭縣宜蘭市民族里第0005投開票所,林聰賢,1,331,41.22%
宜蘭縣宜蘭市民族里第0005投開票所,呂國華,2,472,58.77%
宜蘭縣宜蘭市建軍里第0006投開票所,林聰賢,1,417,45.62%
宜蘭縣宜蘭市建軍里第0006投開票所,呂國華,2,497,54.37%
宜蘭縣宜蘭市建軍里第0007投開票所,林聰賢,1,312,39.79%
宜蘭縣宜蘭市建軍里第0007投開票所,呂國華,2,472,60.20%
宜蘭縣宜蘭市復興里第0008投開票所,林聰賢,1,201,29.68%
宜蘭縣宜蘭市復興里第0008投開票所,呂國華,2,476,70.31%
宜蘭縣宜蘭市復興里第0009投開票所,林聰賢,1,250,46.81%
宜蘭縣宜蘭市復興里第0009投開票所,呂國華,2,284,53.18%
宜蘭縣宜蘭市復興里第0010投開票所,林聰賢,1,289,41.46%
宜蘭縣宜蘭市復興里第0010投開票所,呂國華,2,408,58.53%
宜蘭縣宜蘭市思源里第0011投開票所,林聰賢,1,503,41.95%
宜蘭縣宜蘭市思源里第0011投開票所,呂國華,2,696,58.04%
宜蘭縣宜蘭市思源里第0012投開票所,林聰賢,1,502,42.75%
宜蘭縣宜蘭市思源里第0012投開票所,呂國華,2,672,57.24%
宜蘭縣宜蘭市思源里第0013投開票所,林聰賢,1,366,40.26%
宜蘭縣宜蘭市思源里第0013投開票所,呂國華,2,543,59.73%
宜蘭縣宜蘭市思源里第0014投開票所,林聰賢,1,309,38.14%
宜蘭縣宜蘭市思源里第0014投開票所,呂國華,2,501,61.85%
宜蘭縣宜蘭市文化里第0015投開票所,林聰賢,1,280,47.94%
宜蘭縣宜蘭市文化里第0015投開票所,呂國華,2,304,52.05%
宜蘭縣宜蘭市文化里第0016投開票所,林聰賢,1,304,42.45%
宜蘭縣宜蘭市文化里第0016投開票所,呂國華,2,412,57.54%
宜蘭縣宜蘭市文化里第0017投開票所,林聰賢,1,337,44.99%
宜蘭縣宜蘭市文化里第0017投開票所,呂國華,2,412,55.00%
宜蘭縣宜蘭市神農里第0018投開票所,林聰賢,1,160,41.99%
宜蘭縣宜蘭市神農里第0018投開票所,呂國華,2,221,58.00%
宜蘭縣宜蘭市民生里第0019投開票所,林聰賢,1,173,56.35%
宜蘭縣宜蘭市民生里第0019投開票所,呂國華,2,134,43.64%
