地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
臺北市,陳汝斌,1,男,1937,三等國民公義人權自救黨,1624,0.10%,,否
臺北市,趙衍慶,2,男,1936,無黨籍及未經政黨推薦,15898,1.06%,,否
臺北市,李宏信,3,男,1940,無黨籍及未經政黨推薦,2621,0.17%,,否
臺北市,陳永昌,4,男,1952,無黨籍及未經政黨推薦,1908,0.12%,,否
臺北市,馮光遠,5,男,1953,無黨籍及未經政黨推薦,8080,0.54%,,否
臺北市,連勝文,6,男,1970,中國國民黨,609932,40.82%,,否
臺北市,柯文哲,7,男,1959,無黨籍及未經政黨推薦,853983,57.15%,*,否
高雄市,周可盛,1,男,1957,無黨籍及未經政黨推薦,14925,1.02%,,否
高雄市,陳菊,2,女,1950,民主進步黨,993300,68.08%,*,是
高雄市,楊秋興,3,男,1956,中國國民黨,450647,30.89%,,否
新北市,游錫堃,1,男,1948,民主進步黨,934774,48.78%,,否
新北市,李進順,2,男,1960,無黨籍及未經政黨推薦,22207,1.15%,,否
新北市,朱立倫,3,男,1961,中國國民黨,959302,50.06%,*,是
臺中市,胡志強,1,男,1948,中國國民黨,637531,42.93%,,是
臺中市,林佳龍,2,男,1964,民主進步黨,847284,57.06%,*,否
臺南市,賴清德,1,男,1959,民主進步黨,711557,72.89%,*,是
臺南市,黃秀霜,2,女,1961,中國國民黨,264536,27.10%,,否
桃園市,鄭文燦,1,男,1967,民主進步黨,492414,51.00%,*,否
桃園市,吳志揚,2,男,1969,中國國民黨,463133,47.96%,,否
桃園市,許睿智,3,男,1938,無黨籍及未經政黨推薦,9943,1.02%,,否
