地區,姓名,號次,得票數,得票率
連江縣第01選區南竿鄉,朱秀平,1,369,9.84%
連江縣第01選區南竿鄉,林貽祥,2,526,14.03%
連江縣第01選區南竿鄉,曹以標,3,681,18.17%
連江縣第01選區南竿鄉,林惠萍,4,314,8.38%
連江縣第01選區南竿鄉,林明揚,5,487,12.99%
連江縣第01選區南竿鄉,陳書建,6,445,11.87%
連江縣第01選區南竿鄉,曹丞君,7,491,13.10%
連江縣第01選區南竿鄉,曹爾章,8,434,11.58%
連江縣第02選區北竿鄉,陳貴忠,1,438,33.43%
連江縣第02選區北竿鄉,王長明,2,394,30.07%
連江縣第02選區北竿鄉,周瑞國,3,478,36.48%
連江縣第03選區莒光鄉,柯玉官,1,309,39.92%
連江縣第03選區莒光鄉,陳貽斌,2,465,60.07%
連江縣第04選區東引鄉,張永江,1,490,60.56%
連江縣第04選區東引鄉,馮印才,2,319,39.43%
金門縣第01選區金城鎮,許玉昭,1,965,6.53%
金門縣第01選區金城鎮,許建中,2,725,4.90%
金門縣第01選區金城鎮,陳滄江,3,778,5.26%
金門縣第01選區金城鎮,楊萬山,4,782,5.29%
金門縣第01選區金城鎮,林孫全,5,1171,7.93%
金門縣第01選區金城鎮,李誠智,6,781,5.28%
金門縣第01選區金城鎮,李錫添,7,526,3.56%
金門縣第01選區金城鎮,許華玉,8,1522,10.30%
金門縣第01選區金城鎮,黃啓璋,9,52,0.35%
金門縣第01選區金城鎮,楊永立,10,768,5.20%
金門縣第01選區金城鎮,陳衍利,11,256,1.73%
金門縣第01選區金城鎮,歐陽儀雄,12,1134,7.67%
金門縣第01選區金城鎮,翁銘駿,13,216,1.46%
金門縣第01選區金城鎮,許志猛,14,575,3.89%
金門縣第01選區金城鎮,廖進入,15,123,0.83%
金門縣第01選區金城鎮,王碧珍,16,761,5.15%
金門縣第01選區金城鎮,洪允典,17,904,6.12%
金門縣第01選區金城鎮,石永城,18,1553,10.51%
金門縣第01選區金城鎮,唐麗輝,19,1174,7.95%
金門縣第01選區金寧鄉,許玉昭,1,746,7.73%
金門縣第01選區金寧鄉,許建中,2,583,6.04%
金門縣第01選區金寧鄉,陳滄江,3,705,7.31%
金門縣第01選區金寧鄉,楊萬山,4,964,10.00%
金門縣第01選區金寧鄉,林孫全,5,424,4.39%
金門縣第01選區金寧鄉,李誠智,6,721,7.47%
金門縣第01選區金寧鄉,李錫添,7,718,7.44%
金門縣第01選區金寧鄉,許華玉,8,625,6.48%
金門縣第01選區金寧鄉,黃啓璋,9,16,0.16%
金門縣第01選區金寧鄉,楊永立,10,894,9.27%
金門縣第01選區金寧鄉,陳衍利,11,173,1.79%
金門縣第01選區金寧鄉,歐陽儀雄,12,432,4.48%
金門縣第01選區金寧鄉,翁銘駿,13,422,4.37%
金門縣第01選區金寧鄉,許志猛,14,277,2.87%
金門縣第01選區金寧鄉,廖進入,15,71,0.73%
金門縣第01選區金寧鄉,王碧珍,16,565,5.86%
金門縣第01選區金寧鄉,洪允典,17,350,3.63%
金門縣第01選區金寧鄉,石永城,18,600,6.22%
金門縣第01選區金寧鄉,唐麗輝,19,354,3.67%
金門縣第01選區烏坵鄉,許玉昭,1,93,27.59%
金門縣第01選區烏坵鄉,許建中,2,64,18.99%
金門縣第01選區烏坵鄉,陳滄江,3,8,2.37%
金門縣第01選區烏坵鄉,楊萬山,4,3,0.89%
金門縣第01選區烏坵鄉,林孫全,5,2,0.59%
金門縣第01選區烏坵鄉,李誠智,6,23,6.82%
金門縣第01選區烏坵鄉,李錫添,7,3,0.89%
金門縣第01選區烏坵鄉,許華玉,8,27,8.01%
金門縣第01選區烏坵鄉,黃啓璋,9,1,0.29%
金門縣第01選區烏坵鄉,楊永立,10,0,0.00%
金門縣第01選區烏坵鄉,陳衍利,11,1,0.29%
金門縣第01選區烏坵鄉,歐陽儀雄,12,1,0.29%
金門縣第01選區烏坵鄉,翁銘駿,13,1,0.29%
金門縣第01選區烏坵鄉,許志猛,14,1,0.29%
金門縣第01選區烏坵鄉,廖進入,15,0,0.00%
金門縣第01選區烏坵鄉,王碧珍,16,35,10.38%
金門縣第01選區烏坵鄉,洪允典,17,0,0.00%
金門縣第01選區烏坵鄉,石永城,18,24,7.12%
金門縣第01選區烏坵鄉,唐麗輝,19,50,14.83%
金門縣第02選區金沙鎮,張雲德,1,790,11.74%
金門縣第02選區金沙鎮,陳美雲,2,293,4.35%
金門縣第02選區金沙鎮,蔡其賀,3,60,0.89%
金門縣第02選區金沙鎮,周子傑,4,467,6.94%
金門縣第02選區金沙鎮,謝東龍,5,525,7.80%
金門縣第02選區金沙鎮,蔡春生,6,1113,16.55%
金門縣第02選區金沙鎮,徐鴻義,7,172,2.55%
金門縣第02選區金沙鎮,李應文,8,939,13.96%
金門縣第02選區金沙鎮,蔡水游,9,480,7.13%
金門縣第02選區金沙鎮,陳文慶,10,453,6.73%
金門縣第02選區金沙鎮,陳玉珍,11,540,8.02%
金門縣第02選區金沙鎮,王再生,12,456,6.78%
金門縣第02選區金沙鎮,陳志斌,13,437,6.49%
金門縣第02選區金湖鎮,張雲德,1,838,8.74%
金門縣第02選區金湖鎮,陳美雲,2,642,6.69%
金門縣第02選區金湖鎮,蔡其賀,3,142,1.48%
金門縣第02選區金湖鎮,周子傑,4,1455,15.18%
金門縣第02選區金湖鎮,謝東龍,5,1239,12.92%
金門縣第02選區金湖鎮,蔡春生,6,1050,10.95%
金門縣第02選區金湖鎮,徐鴻義,7,628,6.55%
金門縣第02選區金湖鎮,李應文,8,614,6.40%
金門縣第02選區金湖鎮,蔡水游,9,892,9.30%
金門縣第02選區金湖鎮,陳文慶,10,322,3.36%
金門縣第02選區金湖鎮,陳玉珍,11,507,5.29%
金門縣第02選區金湖鎮,王再生,12,460,4.80%
金門縣第02選區金湖鎮,陳志斌,13,794,8.28%
金門縣第03選區烈嶼鄉,洪麗萍,1,1041,23.70%
金門縣第03選區烈嶼鄉,洪輝榮,2,321,7.30%
金門縣第03選區烈嶼鄉,林金量,3,895,20.37%
金門縣第03選區烈嶼鄉,呂俊龍,4,358,8.15%
金門縣第03選區烈嶼鄉,洪鴻斌,5,1777,40.45%
宜蘭縣第01選區宜蘭市,余美雪,1,3494,7.28%
宜蘭縣第01選區宜蘭市,陳進亮,2,501,1.04%
宜蘭縣第01選區宜蘭市,羅文清,3,324,0.67%
宜蘭縣第01選區宜蘭市,楊順木,4,3754,7.83%
宜蘭縣第01選區宜蘭市,張建榮,5,5314,11.08%
宜蘭縣第01選區宜蘭市,張曜顯,6,2825,5.89%
宜蘭縣第01選區宜蘭市,林錫明,7,5017,10.46%
宜蘭縣第01選區宜蘭市,莊淑如,8,3580,7.46%
宜蘭縣第01選區宜蘭市,吳福田,9,3203,6.68%
宜蘭縣第01選區宜蘭市,陳永錰,10,253,0.52%
宜蘭縣第01選區宜蘭市,林志鴻,11,3792,7.91%
宜蘭縣第01選區宜蘭市,黃定和,12,6871,14.33%
宜蘭縣第01選區宜蘭市,林岳賢,13,4431,9.24%
宜蘭縣第01選區宜蘭市,江碧華,14,4571,9.53%
宜蘭縣第02選區頭城鎮,陳秀暖,1,5349,29.38%
宜蘭縣第02選區頭城鎮,林東成,2,5557,30.53%
宜蘭縣第02選區頭城鎮,林金龍,3,6705,36.83%
宜蘭縣第02選區頭城鎮,楊惠民,4,590,3.24%
宜蘭縣第03選區礁溪鄉,林成功,1,8378,38.20%
宜蘭縣第03選區礁溪鄉,吳宏謀,2,6870,31.33%
宜蘭縣第03選區礁溪鄉,李清林,3,6679,30.46%
宜蘭縣第04選區員山鄉,廖明照,1,2806,15.63%
宜蘭縣第04選區員山鄉,陳俊宇,2,5257,29.28%
宜蘭縣第04選區員山鄉,黃浴沂,3,5224,29.10%
宜蘭縣第04選區員山鄉,張漢東,4,4127,22.99%
宜蘭縣第04選區員山鄉,林錦坤,5,536,2.98%
宜蘭縣第05選區壯圍鄉,陳福山,1,5485,34.96%
宜蘭縣第05選區壯圍鄉,黃建勇,2,5336,34.01%
宜蘭縣第05選區壯圍鄉,林水金,3,4864,31.01%
宜蘭縣第06選區羅東鎮,陳漢鍾,1,6679,19.64%
宜蘭縣第06選區羅東鎮,劉添梧,2,5551,16.32%
宜蘭縣第06選區羅東鎮,吳秋齡,3,7646,22.49%
宜蘭縣第06選區羅東鎮,謝志得,4,3464,10.19%
宜蘭縣第06選區羅東鎮,黃素琴,5,5640,16.59%
宜蘭縣第06選區羅東鎮,陳鴻禧,6,5013,14.74%
宜蘭縣第07選區五結鄉,張明華,1,4478,21.25%
宜蘭縣第07選區五結鄉,沈德茂,2,6425,30.49%
宜蘭縣第07選區五結鄉,黃適超,3,6329,30.04%
宜蘭縣第07選區五結鄉,林朝旺,4,3835,18.20%
宜蘭縣第08選區冬山鄉,邱素梅,1,2800,10.10%
宜蘭縣第08選區冬山鄉,楊政誠,2,5035,18.17%
宜蘭縣第08選區冬山鄉,薛呈懿,3,3594,12.97%
宜蘭縣第08選區冬山鄉,張秋明,4,4919,17.75%
宜蘭縣第08選區冬山鄉,游祥德,5,5557,20.05%
宜蘭縣第08選區冬山鄉,張建成,6,3500,12.63%
宜蘭縣第08選區冬山鄉,林松根,7,2299,8.29%
宜蘭縣第09選區三星鄉,李志鏞,1,6208,48.97%
宜蘭縣第09選區三星鄉,陳文昌,2,6467,51.02%
宜蘭縣第09選區大同鄉,李志鏞,1,297,43.87%
宜蘭縣第09選區大同鄉,陳文昌,2,380,56.12%
宜蘭縣第10選區蘇澳鎮,王明輝,1,3902,16.62%
宜蘭縣第10選區蘇澳鎮,陳正男,2,4238,18.05%
宜蘭縣第10選區蘇澳鎮,林騰煌,3,3987,16.98%
宜蘭縣第10選區蘇澳鎮,林棋山,4,4896,20.85%
宜蘭縣第10選區蘇澳鎮,邱嘉進,5,6136,26.13%
宜蘭縣第10選區蘇澳鎮,鄭金池,6,318,1.35%
宜蘭縣第10選區南澳鄉,王明輝,1,39,8.90%
宜蘭縣第10選區南澳鄉,陳正男,2,60,13.69%
宜蘭縣第10選區南澳鄉,林騰煌,3,155,35.38%
宜蘭縣第10選區南澳鄉,林棋山,4,85,19.40%
宜蘭縣第10選區南澳鄉,邱嘉進,5,93,21.23%
宜蘭縣第10選區南澳鄉,鄭金池,6,6,1.36%
新竹縣第01選區竹北市,楊敬賜,1,6442,9.24%
新竹縣第01選區竹北市,林群森,2,821,1.17%
新竹縣第01選區竹北市,陳見賢,3,7812,11.21%
新竹縣第01選區竹北市,杜文中,4,3186,4.57%
新竹縣第01選區竹北市,林為洲,5,5636,8.08%
新竹縣第01選區竹北市,蘇明輝,6,3910,5.61%
新竹縣第01選區竹北市,郭鴻德,7,3637,5.21%
新竹縣第01選區竹北市,葉芬英,8,4421,6.34%
新竹縣第01選區竹北市,傅文忠,9,850,1.21%
新竹縣第01選區竹北市,蔡志環,10,3366,4.83%
新竹縣第01選區竹北市,鄭美琴,11,3733,5.35%
新竹縣第01選區竹北市,高偉凱,12,5827,8.36%
新竹縣第01選區竹北市,邱靖雅,13,11560,16.59%
新竹縣第01選區竹北市,陳凱榮,14,4198,6.02%
新竹縣第01選區竹北市,林保光,15,4280,6.14%
新竹縣第02選區湖口鄉,吳菊花,1,6815,17.60%
新竹縣第02選區湖口鄉,甄克堅,2,4982,12.87%
新竹縣第02選區湖口鄉,吳淑君,3,7537,19.47%
新竹縣第02選區湖口鄉,黃永傳,4,6746,17.42%
新竹縣第02選區湖口鄉,陳栢維,5,7242,18.70%
新竹縣第02選區湖口鄉,張春鳳,6,5387,13.91%
新竹縣第03選區新豐鄉,鄭清漢,1,4980,17.36%
新竹縣第03選區新豐鄉,羅春蘭,2,2185,7.61%
新竹縣第03選區新豐鄉,黃金樓,3,4314,15.04%
新竹縣第03選區新豐鄉,張鎮榮,4,7061,24.62%
新竹縣第03選區新豐鄉,吳寀璇,5,1826,6.36%
新竹縣第03選區新豐鄉,吳傳地,6,6804,23.72%
新竹縣第03選區新豐鄉,陳林金玉,7,1506,5.25%
新竹縣第04選區關西鎮,陳玉蟾,1,1633,9.03%
新竹縣第04選區關西鎮,劉良彬,2,5948,32.91%
新竹縣第04選區關西鎮,嚴永秋,3,6401,35.41%
新竹縣第04選區關西鎮,羅吉燾,4,4091,22.63%
新竹縣第05選區新埔鎮,楊連湧,1,3765,19.12%
新竹縣第05選區新埔鎮,范曰富,2,7417,37.68%
新竹縣第05選區新埔鎮,賴江海,3,4901,24.90%
新竹縣第05選區新埔鎮,張玟源,4,3599,18.28%
新竹縣第06選區橫山鄉,張志弘,1,4288,50.51%
新竹縣第06選區橫山鄉,温文結,2,3077,36.25%
新竹縣第06選區橫山鄉,蔡維邦,3,1123,13.23%
新竹縣第06選區尖石鄉,張志弘,1,447,54.71%
新竹縣第06選區尖石鄉,温文結,2,235,28.76%
新竹縣第06選區尖石鄉,蔡維邦,3,135,16.52%
新竹縣第07選區芎林鄉,林政良,1,11049,100.00%
新竹縣第08選區竹東鎮,林昭錡,1,4283,9.76%
新竹縣第08選區竹東鎮,羅吉祥,2,7065,16.11%
新竹縣第08選區竹東鎮,彭余美玲,3,5524,12.59%
新竹縣第08選區竹東鎮,周江杰,4,4389,10.00%
新竹縣第08選區竹東鎮,黃秀龍,5,161,0.36%
新竹縣第08選區竹東鎮,郭遠彰,6,4386,10.00%
新竹縣第08選區竹東鎮,彭怡君,7,246,0.56%
新竹縣第08選區竹東鎮,上官秋燕,8,4166,9.49%
新竹縣第08選區竹東鎮,吳勝松,9,5673,12.93%
新竹縣第08選區竹東鎮,林思銘,10,5657,12.89%
新竹縣第08選區竹東鎮,劉珈愷,11,2304,5.25%
新竹縣第08選區五峰鄉,林昭錡,1,45,14.65%
新竹縣第08選區五峰鄉,羅吉祥,2,20,6.51%
新竹縣第08選區五峰鄉,彭余美玲,3,84,27.36%
新竹縣第08選區五峰鄉,周江杰,4,13,4.23%
新竹縣第08選區五峰鄉,黃秀龍,5,2,0.65%
新竹縣第08選區五峰鄉,郭遠彰,6,12,3.90%
新竹縣第08選區五峰鄉,彭怡君,7,7,2.28%
新竹縣第08選區五峰鄉,上官秋燕,8,55,17.91%
新竹縣第08選區五峰鄉,吳勝松,9,37,12.05%
新竹縣第08選區五峰鄉,林思銘,10,10,3.25%
新竹縣第08選區五峰鄉,劉珈愷,11,22,7.16%
新竹縣第09選區寶山鄉,邱振瑋,1,7781,100.00%
新竹縣第10選區北埔鄉,陳正順,1,3290,54.36%
新竹縣第10選區北埔鄉,彭紹松,2,2357,38.94%
