地區,姓名,號次,得票數,得票率
宜蘭縣宜蘭市南門里第0001投開票所,宋岫書,1,151,39.84%
宜蘭縣宜蘭市南門里第0001投開票所,黃定和,2,228,60.15%
宜蘭縣宜蘭市負郭里第0002投開票所,宋岫書,1,324,41.69%
宜蘭縣宜蘭市負郭里第0002投開票所,黃定和,2,453,58.30%
宜蘭縣宜蘭市負郭里第0003投開票所,宋岫書,1,431,44.70%
宜蘭縣宜蘭市負郭里第0003投開票所,黃定和,2,533,55.29%
宜蘭縣宜蘭市民族里第0004投開票所,宋岫書,1,309,40.02%
宜蘭縣宜蘭市民族里第0004投開票所,黃定和,2,463,59.97%
宜蘭縣宜蘭市民族里第0005投開票所,宋岫書,1,309,38.72%
宜蘭縣宜蘭市民族里第0005投開票所,黃定和,2,489,61.27%
宜蘭縣宜蘭市建軍里第0006投開票所,宋岫書,1,391,43.49%
宜蘭縣宜蘭市建軍里第0006投開票所,黃定和,2,508,56.50%
宜蘭縣宜蘭市建軍里第0007投開票所,宋岫書,1,300,38.70%
宜蘭縣宜蘭市建軍里第0007投開票所,黃定和,2,475,61.29%
宜蘭縣宜蘭市復興里第0008投開票所,宋岫書,1,186,27.84%
宜蘭縣宜蘭市復興里第0008投開票所,黃定和,2,482,72.15%
宜蘭縣宜蘭市復興里第0009投開票所,宋岫書,1,222,42.69%
宜蘭縣宜蘭市復興里第0009投開票所,黃定和,2,298,57.30%
宜蘭縣宜蘭市復興里第0010投開票所,宋岫書,1,293,42.27%
宜蘭縣宜蘭市復興里第0010投開票所,黃定和,2,400,57.72%
宜蘭縣宜蘭市思源里第0011投開票所,宋岫書,1,460,38.78%
宜蘭縣宜蘭市思源里第0011投開票所,黃定和,2,726,61.21%
宜蘭縣宜蘭市思源里第0012投開票所,宋岫書,1,481,41.97%
宜蘭縣宜蘭市思源里第0012投開票所,黃定和,2,665,58.02%
宜蘭縣宜蘭市思源里第0013投開票所,宋岫書,1,331,36.57%
宜蘭縣宜蘭市思源里第0013投開票所,黃定和,2,574,63.42%
宜蘭縣宜蘭市思源里第0014投開票所,宋岫書,1,319,40.53%
宜蘭縣宜蘭市思源里第0014投開票所,黃定和,2,468,59.46%
宜蘭縣宜蘭市文化里第0015投開票所,宋岫書,1,283,48.96%
宜蘭縣宜蘭市文化里第0015投開票所,黃定和,2,295,51.03%
宜蘭縣宜蘭市文化里第0016投開票所,宋岫書,1,297,42.00%
宜蘭縣宜蘭市文化里第0016投開票所,黃定和,2,410,57.99%
宜蘭縣宜蘭市文化里第0017投開票所,宋岫書,1,344,46.93%
宜蘭縣宜蘭市文化里第0017投開票所,黃定和,2,389,53.06%
宜蘭縣宜蘭市神農里第0018投開票所,宋岫書,1,147,38.88%
宜蘭縣宜蘭市神農里第0018投開票所,黃定和,2,231,61.11%
宜蘭縣宜蘭市民生里第0019投開票所,宋岫書,1,170,55.37%
宜蘭縣宜蘭市民生里第0019投開票所,黃定和,2,137,44.62%
宜蘭縣宜蘭市昇平里第0020投開票所,宋岫書,1,288,57.37%
宜蘭縣宜蘭市昇平里第0020投開票所,黃定和,2,214,42.62%
宜蘭縣宜蘭市大東里第0021投開票所,宋岫書,1,198,49.00%
宜蘭縣宜蘭市大東里第0021投開票所,黃定和,2,206,50.99%
宜蘭縣宜蘭市新興里第0022投開票所,宋岫書,1,151,41.59%
宜蘭縣宜蘭市新興里第0022投開票所,黃定和,2,212,58.40%
宜蘭縣宜蘭市和睦里第0023投開票所,宋岫書,1,323,43.82%
宜蘭縣宜蘭市和睦里第0023投開票所,黃定和,2,414,56.17%
宜蘭縣宜蘭市和睦里第0024投開票所,宋岫書,1,256,41.09%
宜蘭縣宜蘭市和睦里第0024投開票所,黃定和,2,367,58.90%
宜蘭縣宜蘭市民權里第0025投開票所,宋岫書,1,138,36.80%
宜蘭縣宜蘭市民權里第0025投開票所,黃定和,2,237,63.20%
宜蘭縣宜蘭市民權里第0026投開票所,宋岫書,1,263,38.06%
宜蘭縣宜蘭市民權里第0026投開票所,黃定和,2,428,61.93%
宜蘭縣宜蘭市進士里第0027投開票所,宋岫書,1,389,43.31%
宜蘭縣宜蘭市進士里第0027投開票所,黃定和,2,509,56.68%
宜蘭縣宜蘭市進士里第0028投開票所,宋岫書,1,453,45.30%
宜蘭縣宜蘭市進士里第0028投開票所,黃定和,2,547,54.70%
宜蘭縣宜蘭市進士里第0029投開票所,宋岫書,1,262,54.69%
宜蘭縣宜蘭市進士里第0029投開票所,黃定和,2,217,45.30%
宜蘭縣宜蘭市進士里第0030投開票所,宋岫書,1,405,43.22%
宜蘭縣宜蘭市進士里第0030投開票所,黃定和,2,532,56.77%
宜蘭縣宜蘭市南橋里第0031投開票所,宋岫書,1,280,54.05%
宜蘭縣宜蘭市南橋里第0031投開票所,黃定和,2,238,45.94%
宜蘭縣宜蘭市建業里第0032投開票所,宋岫書,1,394,47.69%
宜蘭縣宜蘭市建業里第0032投開票所,黃定和,2,432,52.30%
宜蘭縣宜蘭市南津里第0033投開票所,宋岫書,1,336,48.62%
宜蘭縣宜蘭市南津里第0033投開票所,黃定和,2,355,51.37%
宜蘭縣宜蘭市凱旋里第0034投開票所,宋岫書,1,412,49.51%
宜蘭縣宜蘭市凱旋里第0034投開票所,黃定和,2,420,50.48%
宜蘭縣宜蘭市黎明里第0035投開票所,宋岫書,1,439,42.04%
宜蘭縣宜蘭市黎明里第0035投開票所,黃定和,2,605,57.95%
宜蘭縣宜蘭市東村里第0036投開票所,宋岫書,1,364,44.71%
宜蘭縣宜蘭市東村里第0036投開票所,黃定和,2,450,55.28%
宜蘭縣宜蘭市東村里第0037投開票所,宋岫書,1,407,39.98%
宜蘭縣宜蘭市東村里第0037投開票所,黃定和,2,611,60.01%
宜蘭縣宜蘭市東村里第0038投開票所,宋岫書,1,443,42.35%
宜蘭縣宜蘭市東村里第0038投開票所,黃定和,2,603,57.64%
宜蘭縣宜蘭市延平里第0039投開票所,宋岫書,1,305,43.63%
宜蘭縣宜蘭市延平里第0039投開票所,黃定和,2,394,56.36%
宜蘭縣宜蘭市延平里第0040投開票所,宋岫書,1,374,44.73%
宜蘭縣宜蘭市延平里第0040投開票所,黃定和,2,462,55.26%
宜蘭縣宜蘭市延平里第0041投開票所,宋岫書,1,391,41.07%
宜蘭縣宜蘭市延平里第0041投開票所,黃定和,2,561,58.92%
宜蘭縣宜蘭市延平里第0042投開票所,宋岫書,1,319,38.43%
宜蘭縣宜蘭市延平里第0042投開票所,黃定和,2,511,61.56%
宜蘭縣宜蘭市七張里第0043投開票所,宋岫書,1,492,54.00%
宜蘭縣宜蘭市七張里第0043投開票所,黃定和,2,419,45.99%
宜蘭縣宜蘭市慈安里第0044投開票所,宋岫書,1,386,42.65%
宜蘭縣宜蘭市慈安里第0044投開票所,黃定和,2,519,57.34%
宜蘭縣宜蘭市慈安里第0045投開票所,宋岫書,1,351,37.90%
宜蘭縣宜蘭市慈安里第0045投開票所,黃定和,2,575,62.09%
宜蘭縣宜蘭市慈安里第0046投開票所,宋岫書,1,390,40.00%
宜蘭縣宜蘭市慈安里第0046投開票所,黃定和,2,585,60.00%
宜蘭縣宜蘭市新民里第0047投開票所,宋岫書,1,201,47.51%
宜蘭縣宜蘭市新民里第0047投開票所,黃定和,2,222,52.48%
宜蘭縣宜蘭市東門里第0048投開票所,宋岫書,1,181,52.46%
宜蘭縣宜蘭市東門里第0048投開票所,黃定和,2,164,47.53%
宜蘭縣宜蘭市中正里第0049投開票所,宋岫書,1,172,42.78%
宜蘭縣宜蘭市中正里第0049投開票所,黃定和,2,230,57.21%
宜蘭縣宜蘭市小東里第0050投開票所,宋岫書,1,340,38.46%
宜蘭縣宜蘭市小東里第0050投開票所,黃定和,2,544,61.53%
宜蘭縣宜蘭市菜園里第0051投開票所,宋岫書,1,369,42.31%
宜蘭縣宜蘭市菜園里第0051投開票所,黃定和,2,503,57.68%
宜蘭縣宜蘭市孝廉里第0052投開票所,宋岫書,1,257,37.13%
宜蘭縣宜蘭市孝廉里第0052投開票所,黃定和,2,435,62.86%
宜蘭縣宜蘭市新生里第0053投開票所,宋岫書,1,474,52.49%
宜蘭縣宜蘭市新生里第0053投開票所,黃定和,2,429,47.50%
宜蘭縣宜蘭市新生里第0054投開票所,宋岫書,1,358,50.49%
宜蘭縣宜蘭市新生里第0054投開票所,黃定和,2,351,49.50%
宜蘭縣宜蘭市茭白里第0055投開票所,宋岫書,1,281,47.30%
宜蘭縣宜蘭市茭白里第0055投開票所,黃定和,2,313,52.69%
宜蘭縣宜蘭市茭白里第0056投開票所,宋岫書,1,449,52.39%
宜蘭縣宜蘭市茭白里第0056投開票所,黃定和,2,408,47.60%
宜蘭縣宜蘭市北津里第0057投開票所,宋岫書,1,592,50.55%
宜蘭縣宜蘭市北津里第0057投開票所,黃定和,2,579,49.44%
宜蘭縣宜蘭市梅洲里第0058投開票所,宋岫書,1,528,51.01%
宜蘭縣宜蘭市梅洲里第0058投開票所,黃定和,2,507,48.98%
宜蘭縣宜蘭市梅洲里第0059投開票所,宋岫書,1,440,51.88%
宜蘭縣宜蘭市梅洲里第0059投開票所,黃定和,2,408,48.11%
宜蘭縣宜蘭市北門里第0060投開票所,宋岫書,1,245,43.98%
宜蘭縣宜蘭市北門里第0060投開票所,黃定和,2,312,56.01%
宜蘭縣宜蘭市慶和里第0061投開票所,宋岫書,1,267,54.82%
宜蘭縣宜蘭市慶和里第0061投開票所,黃定和,2,220,45.17%
宜蘭縣宜蘭市鄂王里第0062投開票所,宋岫書,1,247,51.03%
宜蘭縣宜蘭市鄂王里第0062投開票所,黃定和,2,237,48.96%
宜蘭縣宜蘭市西門里第0063投開票所,宋岫書,1,419,49.41%
宜蘭縣宜蘭市西門里第0063投開票所,黃定和,2,429,50.58%
宜蘭縣宜蘭市中山里第0064投開票所,宋岫書,1,242,48.30%
宜蘭縣宜蘭市中山里第0064投開票所,黃定和,2,259,51.69%
宜蘭縣宜蘭市大道里第0065投開票所,宋岫書,1,380,40.94%
宜蘭縣宜蘭市大道里第0065投開票所,黃定和,2,548,59.05%
宜蘭縣羅東鎮開明里第0066投開票所,林姿妙,1,307,60.91%
宜蘭縣羅東鎮開明里第0066投開票所,陳淑暖,2,197,39.08%
宜蘭縣羅東鎮開明里第0067投開票所,林姿妙,1,262,53.25%
宜蘭縣羅東鎮開明里第0067投開票所,陳淑暖,2,230,46.74%
宜蘭縣羅東鎮大新里第0068投開票所,林姿妙,1,483,51.65%
宜蘭縣羅東鎮大新里第0068投開票所,陳淑暖,2,452,48.34%
宜蘭縣羅東鎮東安里第0069投開票所,林姿妙,1,502,54.86%
宜蘭縣羅東鎮東安里第0069投開票所,陳淑暖,2,413,45.13%
宜蘭縣羅東鎮東安里第0070投開票所,林姿妙,1,628,59.02%
宜蘭縣羅東鎮東安里第0070投開票所,陳淑暖,2,436,40.97%
宜蘭縣羅東鎮新群里第0071投開票所,林姿妙,1,453,53.10%
宜蘭縣羅東鎮新群里第0071投開票所,陳淑暖,2,400,46.89%
宜蘭縣羅東鎮新群里第0072投開票所,林姿妙,1,369,56.16%
宜蘭縣羅東鎮新群里第0072投開票所,陳淑暖,2,288,43.83%
宜蘭縣羅東鎮羅莊里第0073投開票所,林姿妙,1,390,56.03%
宜蘭縣羅東鎮羅莊里第0073投開票所,陳淑暖,2,306,43.96%
宜蘭縣羅東鎮羅莊里第0074投開票所,林姿妙,1,496,58.49%
宜蘭縣羅東鎮羅莊里第0074投開票所,陳淑暖,2,352,41.50%
宜蘭縣羅東鎮南昌里第0075投開票所,林姿妙,1,491,59.44%
宜蘭縣羅東鎮南昌里第0075投開票所,陳淑暖,2,335,40.55%
宜蘭縣羅東鎮南昌里第0076投開票所,林姿妙,1,500,66.05%
宜蘭縣羅東鎮南昌里第0076投開票所,陳淑暖,2,257,33.94%
宜蘭縣羅東鎮南豪里第0077投開票所,林姿妙,1,504,56.88%
宜蘭縣羅東鎮南豪里第0077投開票所,陳淑暖,2,382,43.11%
宜蘭縣羅東鎮成功里第0078投開票所,林姿妙,1,561,60.06%
宜蘭縣羅東鎮成功里第0078投開票所,陳淑暖,2,373,39.93%
宜蘭縣羅東鎮仁德里第0079投開票所,林姿妙,1,456,59.29%
