地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
臺北市第01選區,林世宗,1,男,1959,民主進步黨,13345,4.48%,*,否
臺北市第01選區,林瑞圖,2,男,1956,無黨籍及未經政黨推薦,19815,6.65%,*,是
臺北市第01選區,陳碧峰,3,男,1944,民主進步黨,16367,5.49%,*,是
臺北市第01選區,藍世聰,4,男,1956,民主進步黨,9955,3.34%,,否
臺北市第01選區,陳正德,5,男,1962,民主進步黨,10724,3.60%,,否
臺北市第01選區,賴素如,6,女,1964,中國國民黨,29093,9.76%,*,是
臺北市第01選區,陳政忠,7,男,1955,無黨籍及未經政黨推薦,18733,6.28%,*,是
臺北市第01選區,吳思瑤,8,女,1974,民主進步黨,17528,5.88%,*,是
臺北市第01選區,陳重文,9,男,1977,中國國民黨,12362,4.15%,,否
臺北市第01選區,王育誠,10,男,1964,親民黨,5022,1.68%,,否
臺北市第01選區,陳建銘,11,男,1961,台灣團結聯盟,17136,5.75%,*,是
臺北市第01選區,吳碧珠,12,女,1949,中國國民黨,23253,7.80%,*,是
臺北市第01選區,汪志冰,13,女,1957,無黨籍及未經政黨推薦,12599,4.23%,,是
臺北市第01選區,莊瑞雄,14,男,1963,民主進步黨,34250,11.49%,*,是
臺北市第01選區,黃平洋,15,男,1962,中國國民黨,15618,5.24%,*,否
臺北市第01選區,潘懷宗,16,男,1961,新黨,25600,8.59%,*,是
臺北市第01選區,何志偉,17,男,1982,民主進步黨,16433,5.51%,*,否
臺北市第02選區,李建昌,1,男,1962,民主進步黨,13863,6.78%,*,是
臺北市第02選區,李亦杜,2,男,1970,新黨,6259,3.06%,,否
臺北市第02選區,李彥秀,3,女,1971,中國國民黨,27952,13.67%,*,是
臺北市第02選區,高嘉瑜,4,女,1980,民主進步黨,21798,10.66%,*,否
臺北市第02選區,劉珮如,5,女,1974,無黨籍及未經政黨推薦,831,0.40%,,否
臺北市第02選區,李盈萱,6,女,1985,綠黨,4939,2.41%,,否
臺北市第02選區,吳世正,7,男,1963,中國國民黨,21785,10.66%,*,是
臺北市第02選區,陳義洲,8,男,1952,中國國民黨,20492,10.02%,*,是
臺北市第02選區,侯衍泰,9,男,1959,中國國民黨,4296,2.10%,,否
臺北市第02選區,黃珊珊,10,女,1969,親民黨,25518,12.48%,*,是
臺北市第02選區,闕枚莎,11,女,1972,中國國民黨,21866,10.69%,*,是
臺北市第02選區,王孝維,12,男,1961,民主進步黨,16867,8.25%,*,是
臺北市第02選區,洪連佐,13,男,1960,無黨籍及未經政黨推薦,265,0.12%,,否
臺北市第02選區,江志銘,14,男,1962,民主進步黨,17627,8.62%,*,否
臺北市第03選區,戴錫欽,1,男,1966,中國國民黨,16600,7.12%,*,是
臺北市第03選區,許淑華,2,女,1973,民主進步黨,21182,9.09%,*,是
