地區,姓名,號次,得票數,得票率
臺北市松山區莊敬里第0522投開票所,陳汝斌,1,0,0.00%
臺北市松山區莊敬里第0522投開票所,趙衍慶,2,13,1.15%
臺北市松山區莊敬里第0522投開票所,李宏信,3,1,0.08%
臺北市松山區莊敬里第0522投開票所,陳永昌,4,1,0.08%
臺北市松山區莊敬里第0522投開票所,馮光遠,5,8,0.71%
臺北市松山區莊敬里第0522投開票所,連勝文,6,481,42.90%
臺北市松山區莊敬里第0522投開票所,柯文哲,7,617,55.04%
臺北市松山區莊敬里第0523投開票所,陳汝斌,1,1,0.09%
臺北市松山區莊敬里第0523投開票所,趙衍慶,2,12,1.12%
臺北市松山區莊敬里第0523投開票所,李宏信,3,5,0.46%
臺北市松山區莊敬里第0523投開票所,陳永昌,4,2,0.18%
臺北市松山區莊敬里第0523投開票所,馮光遠,5,8,0.75%
臺北市松山區莊敬里第0523投開票所,連勝文,6,431,40.43%
臺北市松山區莊敬里第0523投開票所,柯文哲,7,607,56.94%
臺北市松山區莊敬里第0524投開票所,陳汝斌,1,3,0.28%
臺北市松山區莊敬里第0524投開票所,趙衍慶,2,24,2.25%
臺北市松山區莊敬里第0524投開票所,李宏信,3,1,0.09%
臺北市松山區莊敬里第0524投開票所,陳永昌,4,2,0.18%
臺北市松山區莊敬里第0524投開票所,馮光遠,5,5,0.46%
臺北市松山區莊敬里第0524投開票所,連勝文,6,536,50.28%
臺北市松山區莊敬里第0524投開票所,柯文哲,7,495,46.43%
臺北市松山區東榮里第0525投開票所,陳汝斌,1,0,0.00%
臺北市松山區東榮里第0525投開票所,趙衍慶,2,11,1.18%
臺北市松山區東榮里第0525投開票所,李宏信,3,4,0.43%
臺北市松山區東榮里第0525投開票所,陳永昌,4,0,0.00%
臺北市松山區東榮里第0525投開票所,馮光遠,5,6,0.64%
臺北市松山區東榮里第0525投開票所,連勝文,6,367,39.50%
臺北市松山區東榮里第0525投開票所,柯文哲,7,541,58.23%
臺北市松山區東榮里第0526投開票所,陳汝斌,1,0,0.00%
臺北市松山區東榮里第0526投開票所,趙衍慶,2,10,1.04%
臺北市松山區東榮里第0526投開票所,李宏信,3,1,0.10%
臺北市松山區東榮里第0526投開票所,陳永昌,4,0,0.00%
臺北市松山區東榮里第0526投開票所,馮光遠,5,6,0.62%
臺北市松山區東榮里第0526投開票所,連勝文,6,457,47.65%
臺北市松山區東榮里第0526投開票所,柯文哲,7,485,50.57%
臺北市松山區東榮里第0527投開票所,陳汝斌,1,0,0.00%
臺北市松山區東榮里第0527投開票所,趙衍慶,2,5,0.52%
臺北市松山區東榮里第0527投開票所,李宏信,3,2,0.21%
臺北市松山區東榮里第0527投開票所,陳永昌,4,2,0.21%
臺北市松山區東榮里第0527投開票所,馮光遠,5,7,0.73%
臺北市松山區東榮里第0527投開票所,連勝文,6,374,39.45%
臺北市松山區東榮里第0527投開票所,柯文哲,7,558,58.86%
臺北市松山區東榮里第0528投開票所,陳汝斌,1,1,0.11%
臺北市松山區東榮里第0528投開票所,趙衍慶,2,14,1.54%
臺北市松山區東榮里第0528投開票所,李宏信,3,2,0.22%
臺北市松山區東榮里第0528投開票所,陳永昌,4,0,0.00%
臺北市松山區東榮里第0528投開票所,馮光遠,5,4,0.44%
臺北市松山區東榮里第0528投開票所,連勝文,6,354,39.02%
臺北市松山區東榮里第0528投開票所,柯文哲,7,532,58.65%
臺北市松山區東榮里第0529投開票所,陳汝斌,1,0,0.00%
臺北市松山區東榮里第0529投開票所,趙衍慶,2,10,1.18%
臺北市松山區東榮里第0529投開票所,李宏信,3,1,0.11%
臺北市松山區東榮里第0529投開票所,陳永昌,4,0,0.00%
臺北市松山區東榮里第0529投開票所,馮光遠,5,6,0.70%
臺北市松山區東榮里第0529投開票所,連勝文,6,351,41.48%
臺北市松山區東榮里第0529投開票所,柯文哲,7,478,56.50%
臺北市松山區三民里第0530投開票所,陳汝斌,1,0,0.00%
臺北市松山區三民里第0530投開票所,趙衍慶,2,12,1.07%
臺北市松山區三民里第0530投開票所,李宏信,3,1,0.08%
臺北市松山區三民里第0530投開票所,陳永昌,4,2,0.17%
臺北市松山區三民里第0530投開票所,馮光遠,5,5,0.44%
臺北市松山區三民里第0530投開票所,連勝文,6,435,38.94%
臺北市松山區三民里第0530投開票所,柯文哲,7,662,59.26%
臺北市松山區三民里第0531投開票所,陳汝斌,1,0,0.00%
臺北市松山區三民里第0531投開票所,趙衍慶,2,5,0.57%
臺北市松山區三民里第0531投開票所,李宏信,3,2,0.23%
臺北市松山區三民里第0531投開票所,陳永昌,4,0,0.00%
臺北市松山區三民里第0531投開票所,馮光遠,5,4,0.46%
臺北市松山區三民里第0531投開票所,連勝文,6,457,52.77%
臺北市松山區三民里第0531投開票所,柯文哲,7,398,45.95%
臺北市松山區三民里第0532投開票所,陳汝斌,1,2,0.20%
臺北市松山區三民里第0532投開票所,趙衍慶,2,11,1.10%
臺北市松山區三民里第0532投開票所,李宏信,3,2,0.20%
臺北市松山區三民里第0532投開票所,陳永昌,4,1,0.10%
臺北市松山區三民里第0532投開票所,馮光遠,5,1,0.10%
臺北市松山區三民里第0532投開票所,連勝文,6,505,50.90%
臺北市松山區三民里第0532投開票所,柯文哲,7,470,47.37%
臺北市松山區三民里第0533投開票所,陳汝斌,1,0,0.00%
臺北市松山區三民里第0533投開票所,趙衍慶,2,9,0.94%
臺北市松山區三民里第0533投開票所,李宏信,3,1,0.10%
臺北市松山區三民里第0533投開票所,陳永昌,4,0,0.00%
臺北市松山區三民里第0533投開票所,馮光遠,5,5,0.52%
臺北市松山區三民里第0533投開票所,連勝文,6,362,38.06%
臺北市松山區三民里第0533投開票所,柯文哲,7,574,60.35%
臺北市松山區新益里第0534投開票所,陳汝斌,1,1,0.09%
臺北市松山區新益里第0534投開票所,趙衍慶,2,13,1.26%
臺北市松山區新益里第0534投開票所,李宏信,3,0,0.00%
臺北市松山區新益里第0534投開票所,陳永昌,4,2,0.19%
臺北市松山區新益里第0534投開票所,馮光遠,5,9,0.87%
臺北市松山區新益里第0534投開票所,連勝文,6,413,40.09%
臺北市松山區新益里第0534投開票所,柯文哲,7,592,57.47%
臺北市松山區新益里第0535投開票所,陳汝斌,1,0,0.00%
臺北市松山區新益里第0535投開票所,趙衍慶,2,6,0.60%
臺北市松山區新益里第0535投開票所,李宏信,3,1,0.10%
臺北市松山區新益里第0535投開票所,陳永昌,4,0,0.00%
臺北市松山區新益里第0535投開票所,馮光遠,5,4,0.40%
臺北市松山區新益里第0535投開票所,連勝文,6,378,37.83%
臺北市松山區新益里第0535投開票所,柯文哲,7,610,61.06%
臺北市松山區新益里第0536投開票所,陳汝斌,1,2,0.20%
臺北市松山區新益里第0536投開票所,趙衍慶,2,11,1.13%
臺北市松山區新益里第0536投開票所,李宏信,3,6,0.61%
臺北市松山區新益里第0536投開票所,陳永昌,4,0,0.00%
臺北市松山區新益里第0536投開票所,馮光遠,5,4,0.41%
臺北市松山區新益里第0536投開票所,連勝文,6,402,41.40%
臺北市松山區新益里第0536投開票所,柯文哲,7,546,56.23%
臺北市松山區富錦里第0537投開票所,陳汝斌,1,1,0.09%
臺北市松山區富錦里第0537投開票所,趙衍慶,2,13,1.23%
臺北市松山區富錦里第0537投開票所,李宏信,3,2,0.18%
臺北市松山區富錦里第0537投開票所,陳永昌,4,1,0.09%
臺北市松山區富錦里第0537投開票所,馮光遠,5,5,0.47%
臺北市松山區富錦里第0537投開票所,連勝文,6,539,51.09%
臺北市松山區富錦里第0537投開票所,柯文哲,7,494,46.82%
臺北市松山區富錦里第0538投開票所,陳汝斌,1,0,0.00%
臺北市松山區富錦里第0538投開票所,趙衍慶,2,11,0.97%
臺北市松山區富錦里第0538投開票所,李宏信,3,2,0.17%
臺北市松山區富錦里第0538投開票所,陳永昌,4,1,0.08%
臺北市松山區富錦里第0538投開票所,馮光遠,5,4,0.35%
臺北市松山區富錦里第0538投開票所,連勝文,6,459,40.87%
臺北市松山區富錦里第0538投開票所,柯文哲,7,646,57.52%
臺北市松山區富錦里第0539投開票所,陳汝斌,1,1,0.11%
臺北市松山區富錦里第0539投開票所,趙衍慶,2,8,0.95%
臺北市松山區富錦里第0539投開票所,李宏信,3,0,0.00%
臺北市松山區富錦里第0539投開票所,陳永昌,4,2,0.23%
臺北市松山區富錦里第0539投開票所,馮光遠,5,3,0.35%
臺北市松山區富錦里第0539投開票所,連勝文,6,348,41.57%
臺北市松山區富錦里第0539投開票所,柯文哲,7,475,56.75%
臺北市松山區新東里第0540投開票所,陳汝斌,1,1,0.10%
臺北市松山區新東里第0540投開票所,趙衍慶,2,16,1.60%
