地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
宜蘭縣第13選區,林裕臺,1,男,1949,中國國民黨,296,41.63%,,否
宜蘭縣第13選區,陳來賜,2,男,1937,中國國民黨,333,46.83%,*,否
宜蘭縣第13選區,林幸輝,3,男,1967,無黨籍及未經政黨推薦,82,11.53%,,否
桃園縣第13選區,陳泰宇,1,男,1957,無黨籍及未經政黨推薦,2076,23.74%,*,否
桃園縣第13選區,楊進福,2,男,1957,中國國民黨,1680,19.21%,,否
桃園縣第13選區,洪國治,3,男,1962,中國國民黨,1851,21.17%,*,是
桃園縣第13選區,吳春芳,4,女,1957,中國國民黨,2005,22.93%,*,是
桃園縣第13選區,林志強,5,男,1974,無黨籍及未經政黨推薦,1131,12.93%,,否
新竹縣第11選區,林光榮,1,男,1955,中國國民黨,646,100.00%,*,否
苗栗縣第07選區,朱仁貴,1,男,1958,中國國民黨,400,22.00%,,否
苗栗縣第07選區,風英雄,2,男,1955,中國國民黨,494,27.17%,,否
苗栗縣第07選區,風勝華,3,男,1958,中國國民黨,425,23.37%,,否
苗栗縣第07選區,潘秋榮,4,男,1956,無黨籍及未經政黨推薦,499,27.44%,*,否
彰化縣第09選區,陳榮妹,1,女,1963,中國國民黨,647,81.28%,*,是
彰化縣第09選區,彭孝隆,2,男,1962,無黨籍及未經政黨推薦,149,18.71%,,否
屏東縣第08選區,潘裕隆,1,男,1971,中國國民黨,1572,100.00%,*,是
臺東縣第06選區,王清堅,1,男,1952,中國國民黨,1531,22.30%,*,是
臺東縣第06選區,林琮翰,2,男,1969,中國國民黨,2160,31.46%,*,否
臺東縣第06選區,陳‧藍姆洛,3,男,1949,台灣團結聯盟,1715,24.98%,*,否
臺東縣第06選區,洪玫璉,4,女,1947,中國國民黨,1458,21.24%,,是
臺東縣第07選區,蔡義勇,1,男,1956,中國國民黨,2713,43.59%,*,是
臺東縣第07選區,江堅壽,2,男,1959,中國國民黨,3510,56.40%,*,是
臺東縣第08選區,張萬生,1,男,1947,中國國民黨,1465,55.66%,*,否
臺東縣第08選區,林錦章,2,男,1955,中國國民黨,1167,44.33%,,是
臺東縣第09選區,陳幸民,1,男,1956,無黨籍及未經政黨推薦,1065,13.54%,,是
臺東縣第09選區,劉純歌,2,女,1956,中國國民黨,1551,19.72%,!,否
臺東縣第09選區,林富雄,3,男,1950,中國國民黨,1686,21.44%,-,是
臺東縣第09選區,葉榮福,4,男,1951,中國國民黨,1460,18.57%,,否
臺東縣第09選區,嚴惠美,5,女,1965,無黨籍及未經政黨推薦,2100,26.71%,*,否
花蓮縣第05選區,余夏夫,1,男,1944,中國國民黨,2207,25.30%,*,是
花蓮縣第05選區,林秋美,2,女,1958,無黨籍及未經政黨推薦,2100,24.07%,*,否
花蓮縣第05選區,吳德聖,3,男,1947,中國國民黨,691,7.92%,,否
花蓮縣第05選區,笛布斯．顗賚,4,女,1972,中國國民黨,2380,27.28%,*,是
花蓮縣第05選區,張金生,5,男,1948,中國國民黨,1345,15.41%,,否
花蓮縣第06選區,楊德金,1,男,1946,中國國民黨,2593,30.58%,*,是
花蓮縣第06選區,孫永昌,2,男,1945,中國國民黨,2321,27.37%,*,是
花蓮縣第06選區,馬其山,3,男,1959,無黨籍及未經政黨推薦,1382,16.29%,,否
花蓮縣第06選區,林勝智,4,男,1944,中國國民黨,2183,25.74%,,否
花蓮縣第07選區,陳英妹,1,女,1950,中國國民黨,2001,39.67%,*,是
花蓮縣第07選區,陳修福,2,男,1955,中國國民黨,1540,30.53%,*,否
花蓮縣第07選區,林進富,3,男,1960,中國國民黨,1502,29.78%,,是
基隆市第08選區,馬賢生,1,男,1955,中國國民黨,1214,44.48%,,是
基隆市第08選區,朱瑞祥,2,男,1961,無黨籍及未經政黨推薦,1515,55.51%,*,否
