地區,姓名,號次,得票數,得票率
臺北市北投區,宋楚瑜,1,51698,34.68%
臺北市北投區,連戰,2,35066,23.52%
臺北市北投區,李敖,3,181,0.12%
臺北市北投區,許信良,4,789,0.53%
臺北市北投區,陳水扁,5,61347,41.15%
臺北市士林區,宋楚瑜,1,57844,32.44%
臺北市士林區,連戰,2,41206,23.11%
臺北市士林區,李敖,3,205,0.11%
臺北市士林區,許信良,4,903,0.51%
臺北市士林區,陳水扁,5,78126,43.82%
臺北市中山區,宋楚瑜,1,45342,34.93%
臺北市中山區,連戰,2,30082,23.17%
臺北市中山區,李敖,3,123,0.09%
臺北市中山區,許信良,4,670,0.52%
臺北市中山區,陳水扁,5,53599,41.29%
臺北市大同區,宋楚瑜,1,20395,25.19%
臺北市大同區,連戰,2,20067,24.79%
臺北市大同區,李敖,3,85,0.10%
臺北市大同區,許信良,4,332,0.41%
臺北市大同區,陳水扁,5,40080,49.51%
臺北市松山區,宋楚瑜,1,51444,41.85%
臺北市松山區,連戰,2,25950,21.11%
臺北市松山區,李敖,3,151,0.12%
臺北市松山區,許信良,4,704,0.57%
臺北市松山區,陳水扁,5,44680,36.35%
臺北市信義區,宋楚瑜,1,66188,44.59%
臺北市信義區,連戰,2,30927,20.84%
臺北市信義區,李敖,3,176,0.12%
臺北市信義區,許信良,4,912,0.61%
臺北市信義區,陳水扁,5,50229,33.84%
臺北市南港區,宋楚瑜,1,26808,39.35%
臺北市南港區,連戰,2,15416,22.63%
臺北市南港區,李敖,3,74,0.11%
臺北市南港區,許信良,4,355,0.52%
臺北市南港區,陳水扁,5,25466,37.38%
臺北市內湖區,宋楚瑜,1,62715,43.20%
臺北市內湖區,連戰,2,29359,20.22%
臺北市內湖區,李敖,3,162,0.11%
臺北市內湖區,許信良,4,741,0.51%
臺北市內湖區,陳水扁,5,52198,35.96%
臺北市大安區,宋楚瑜,1,86220,45.77%
臺北市大安區,連戰,2,40121,21.30%
臺北市大安區,李敖,3,242,0.13%
臺北市大安區,許信良,4,1217,0.65%
臺北市大安區,陳水扁,5,60570,32.15%
臺北市中正區,宋楚瑜,1,40982,42.39%
臺北市中正區,連戰,2,21734,22.48%
臺北市中正區,李敖,3,140,0.14%
臺北市中正區,許信良,4,610,0.63%
臺北市中正區,陳水扁,5,33211,34.35%
臺北市萬華區,宋楚瑜,1,46402,36.02%
臺北市萬華區,連戰,2,28508,22.13%
臺北市萬華區,李敖,3,157,0.12%
臺北市萬華區,許信良,4,588,0.46%
臺北市萬華區,陳水扁,5,53168,41.27%
臺北市文山區,宋楚瑜,1,75500,50.17%
臺北市文山區,連戰,2,29128,19.35%
臺北市文山區,李敖,3,180,0.12%
臺北市文山區,許信良,4,902,0.60%
臺北市文山區,陳水扁,5,44791,29.76%
高雄市鹽埕區,宋楚瑜,1,4667,23.82%
高雄市鹽埕區,連戰,2,5535,28.25%
高雄市鹽埕區,李敖,3,20,0.10%
高雄市鹽埕區,許信良,4,53,0.27%
高雄市鹽埕區,陳水扁,5,9319,47.56%
高雄市鼓山區,宋楚瑜,1,20941,31.71%
高雄市鼓山區,連戰,2,15896,24.07%
高雄市鼓山區,李敖,3,77,0.12%
高雄市鼓山區,許信良,4,220,0.33%
高雄市鼓山區,陳水扁,5,28901,43.77%
高雄市左營區,宋楚瑜,1,40498,43.34%
高雄市左營區,連戰,2,18893,20.22%
高雄市左營區,李敖,3,95,0.10%
高雄市左營區,許信良,4,311,0.33%
高雄市左營區,陳水扁,5,33654,36.01%
高雄市楠梓區,宋楚瑜,1,30005,34.21%
高雄市楠梓區,連戰,2,18817,21.45%
高雄市楠梓區,李敖,3,92,0.10%
高雄市楠梓區,許信良,4,353,0.40%
高雄市楠梓區,陳水扁,5,38451,43.83%
高雄市三民區,宋楚瑜,1,53104,25.83%
高雄市三民區,連戰,2,51710,25.16%
高雄市三民區,李敖,3,178,0.09%
高雄市三民區,許信良,4,807,0.39%
高雄市三民區,陳水扁,5,99765,48.53%
高雄市新興區,宋楚瑜,1,9750,26.28%
高雄市新興區,連戰,2,10208,27.52%
高雄市新興區,李敖,3,36,0.10%
高雄市新興區,許信良,4,127,0.34%
高雄市新興區,陳水扁,5,16973,45.76%
高雄市前金區,宋楚瑜,1,5593,26.87%
高雄市前金區,連戰,2,5636,27.08%
高雄市前金區,李敖,3,22,0.11%
高雄市前金區,許信良,4,78,0.37%
高雄市前金區,陳水扁,5,9487,45.58%
高雄市苓雅區,宋楚瑜,1,34617,28.73%
高雄市苓雅區,連戰,2,31018,25.74%
高雄市苓雅區,李敖,3,124,0.10%
高雄市苓雅區,許信良,4,463,0.38%
高雄市苓雅區,陳水扁,5,54276,45.04%
高雄市前鎮區,宋楚瑜,1,33410,28.06%
高雄市前鎮區,連戰,2,25766,21.64%
高雄市前鎮區,李敖,3,108,0.09%
高雄市前鎮區,許信良,4,358,0.30%
高雄市前鎮區,陳水扁,5,59406,49.90%
高雄市旗津區,宋楚瑜,1,4491,24.63%
高雄市旗津區,連戰,2,4606,25.26%
高雄市旗津區,李敖,3,21,0.12%
高雄市旗津區,許信良,4,46,0.25%
高雄市旗津區,陳水扁,5,9070,49.74%
高雄市小港區,宋楚瑜,1,22413,26.67%
高雄市小港區,連戰,2,20977,24.96%
高雄市小港區,李敖,3,110,0.13%
高雄市小港區,許信良,4,297,0.35%
高雄市小港區,陳水扁,5,40238,47.88%
臺北縣板橋市,宋楚瑜,1,111509,36.89%
臺北縣板橋市,連戰,2,67309,22.26%
臺北縣板橋市,李敖,3,342,0.11%
臺北縣板橋市,許信良,4,1756,0.58%
臺北縣板橋市,陳水扁,5,121393,40.16%
臺北縣三重市,宋楚瑜,1,68106,30.92%
臺北縣三重市,連戰,2,52968,24.05%
臺北縣三重市,李敖,3,244,0.11%
臺北縣三重市,許信良,4,1056,0.48%
臺北縣三重市,陳水扁,5,97869,44.44%
臺北縣中和市,宋楚瑜,1,115996,49.18%
臺北縣中和市,連戰,2,46363,19.66%
臺北縣中和市,李敖,3,299,0.13%
臺北縣中和市,許信良,4,1432,0.61%
臺北縣中和市,陳水扁,5,71755,30.42%
臺北縣永和市,宋楚瑜,1,70587,51.65%
臺北縣永和市,連戰,2,27772,20.32%
臺北縣永和市,李敖,3,196,0.14%
臺北縣永和市,許信良,4,857,0.63%
臺北縣永和市,陳水扁,5,37247,27.26%
臺北縣新莊市,宋楚瑜,1,69683,35.16%
臺北縣新莊市,連戰,2,44853,22.63%
臺北縣新莊市,李敖,3,169,0.09%
臺北縣新莊市,許信良,4,1152,0.58%
臺北縣新莊市,陳水扁,5,82356,41.55%
臺北縣新店市,宋楚瑜,1,85975,53.90%
臺北縣新店市,連戰,2,29307,18.37%
臺北縣新店市,李敖,3,191,0.12%
臺北縣新店市,許信良,4,827,0.52%
臺北縣新店市,陳水扁,5,43218,27.09%
臺北縣土城市,宋楚瑜,1,51393,42.21%
臺北縣土城市,連戰,2,23979,19.70%
臺北縣土城市,李敖,3,137,0.11%
臺北縣土城市,許信良,4,655,0.54%
臺北縣土城市,陳水扁,5,45581,37.44%
臺北縣蘆洲市,宋楚瑜,1,27639,31.87%
臺北縣蘆洲市,連戰,2,20576,23.73%
臺北縣蘆洲市,李敖,3,80,0.09%
臺北縣蘆洲市,許信良,4,383,0.44%
臺北縣蘆洲市,陳水扁,5,38033,43.86%
臺北縣汐止市,宋楚瑜,1,42093,44.39%
臺北縣汐止市,連戰,2,19591,20.66%
臺北縣汐止市,李敖,3,119,0.13%
臺北縣汐止市,許信良,4,459,0.48%
臺北縣汐止市,陳水扁,5,32557,34.34%
臺北縣樹林市,宋楚瑜,1,29394,35.79%
臺北縣樹林市,連戰,2,18893,23.00%
臺北縣樹林市,李敖,3,100,0.12%
臺北縣樹林市,許信良,4,521,0.63%
