地區,姓名,號次,得票數,得票率
臺北市第01選區中山區,蔡文安,1,6532,5.97%
臺北市第01選區中山區,藍世聰,2,10533,9.63%
臺北市第01選區中山區,蔡重吉,3,5280,4.83%
臺北市第01選區中山區,徐桂峰,4,916,0.84%
臺北市第01選區中山區,曾憲棨,5,5131,4.69%
臺北市第01選區中山區,陳碧峰,6,4748,4.34%
臺北市第01選區中山區,黃建源,7,366,0.33%
臺北市第01選區中山區,王銘源,8,7750,7.09%
臺北市第01選區中山區,廖正國,9,1187,1.09%
臺北市第01選區中山區,柯賜海,10,159,0.15%
臺北市第01選區中山區,鄭麗文,11,16441,15.03%
臺北市第01選區中山區,姜常俊,12,8084,7.39%
臺北市第01選區中山區,陳萬生,13,20403,18.66%
臺北市第01選區中山區,陳樹霖,14,206,0.19%
臺北市第01選區中山區,潘懷宗,15,8181,7.48%
臺北市第01選區中山區,陳建銘,16,4936,4.51%
臺北市第01選區中山區,汪志冰,17,8517,7.79%
臺北市第01選區大同區,蔡文安,1,4921,7.03%
臺北市第01選區大同區,藍世聰,2,11053,15.79%
臺北市第01選區大同區,蔡重吉,3,15778,22.54%
臺北市第01選區大同區,徐桂峰,4,546,0.78%
臺北市第01選區大同區,曾憲棨,5,2313,3.30%
臺北市第01選區大同區,陳碧峰,6,5086,7.27%
臺北市第01選區大同區,黃建源,7,173,0.25%
臺北市第01選區大同區,王銘源,8,5991,8.56%
臺北市第01選區大同區,廖正國,9,888,1.27%
臺北市第01選區大同區,柯賜海,10,130,0.19%
臺北市第01選區大同區,鄭麗文,11,8897,12.71%
臺北市第01選區大同區,姜常俊,12,2701,3.86%
臺北市第01選區大同區,陳萬生,13,2406,3.44%
臺北市第01選區大同區,陳樹霖,14,133,0.19%
臺北市第01選區大同區,潘懷宗,15,2745,3.92%
臺北市第01選區大同區,陳建銘,16,3262,4.66%
臺北市第01選區大同區,汪志冰,17,2975,4.25%
臺北市第01選區士林區,蔡文安,1,8074,5.30%
臺北市第01選區士林區,藍世聰,2,10795,7.08%
臺北市第01選區士林區,蔡重吉,3,6384,4.19%
臺北市第01選區士林區,徐桂峰,4,1113,0.73%
臺北市第01選區士林區,曾憲棨,5,8198,5.38%
臺北市第01選區士林區,陳碧峰,6,20473,13.43%
臺北市第01選區士林區,黃建源,7,250,0.16%
臺北市第01選區士林區,王銘源,8,11052,7.25%
臺北市第01選區士林區,廖正國,9,1514,0.99%
臺北市第01選區士林區,柯賜海,10,267,0.18%
臺北市第01選區士林區,鄭麗文,11,17644,11.58%
臺北市第01選區士林區,姜常俊,12,8699,5.71%
臺北市第01選區士林區,陳萬生,13,4583,3.01%
臺北市第01選區士林區,陳樹霖,14,247,0.16%
臺北市第01選區士林區,潘懷宗,15,12667,8.31%
臺北市第01選區士林區,陳建銘,16,29859,19.59%
臺北市第01選區士林區,汪志冰,17,10571,6.94%
臺北市第01選區北投區,蔡文安,1,7073,5.67%
臺北市第01選區北投區,藍世聰,2,9399,7.53%
臺北市第01選區北投區,蔡重吉,3,7644,6.12%
臺北市第01選區北投區,徐桂峰,4,986,0.79%
臺北市第01選區北投區,曾憲棨,5,24141,19.34%
臺北市第01選區北投區,陳碧峰,6,9451,7.57%
