地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
臺北縣第十二選區,陳金明,1,男,1952,無,1164,30.61%,,否
臺北縣第十二選區,王建章,2,男,1958,中國國民黨,1612,42.39%,*,否
臺北縣第十二選區,多烈．尤幹,3,男,1949,民主進步黨,1027,27.00%,,否
宜蘭縣第十一選區,潘清池,1,男,1953,無,1281,46.30%,,否
宜蘭縣第十一選區,簡海樹,2,男,1954,中國國民黨,1486,53.70%,*,否
宜蘭縣第十二選區,陳波勇,1,男,1950,親民黨,680,22.64%,,否
宜蘭縣第十二選區,陳英明,2,男,1956,中國國民黨,346,11.52%,,否
宜蘭縣第十二選區,陳銘福,3,男,1953,中國國民黨,1031,34.33%,*,否
宜蘭縣第十二選區,林長輝,4,男,1952,中國國民黨,946,31.50%,,否
桃園縣第十四選區,張廷晟,1,男,1943,無,3580,54.01%,*,否
桃園縣第十四選區,林誠榮,2,男,1953,中國國民黨,3049,45.99%,,否
新竹縣第十一選區,謝應隆,1,男,1954,無,2058,51.76%,*,否
新竹縣第十一選區,江瑞乾,2,男,1960,中國國民黨,1918,48.24%,,否
新竹縣第十二選區,林煌春,1,男,1954,中國國民黨,1065,31.82%,,是
新竹縣第十二選區,葉賢民,2,男,1959,中國國民黨,1074,32.09%,,否
新竹縣第十二選區,張益瑞,3,男,1966,中國國民黨,1208,36.09%,*,否
苗栗縣第八選區,黃月娥,1,女,1957,中國國民黨,1417,49.63%,,是
苗栗縣第八選區,高榮盛,2,男,1951,中國國民黨,1438,50.37%,*,否
臺中縣第十選區,黃永光,1,男,1960,工教聯盟,915,24.50%,,否
臺中縣第十選區,劉金生,2,男,1952,無,1171,31.35%,,否
臺中縣第十選區,林建堂,3,男,1954,無,1649,44.15%,*,是
南投縣第六選區,松秋明,1,男,1956,中國國民黨,2817,100.00%,*,是
南投縣第七選區,謝汪汕,1,男,1967,無,3535,36.09%,*,是
南投縣第七選區,張國華,2,男,1962,中國國民黨,2748,27.76%,,否
南投縣第七選區,卓上龍,3,男,1962,無,980,9.59%,,否
嘉義縣第七選區,鄭義信,1,男,1949,中國國民黨,808,7.82%,,否
嘉義縣第七選區,汪志敏,2,男,1967,無,873,8.45%,*,否
嘉義縣第七選區,莊立德,3,男,1970,無,414,4.01%,,否
高雄縣第八選區,宋能正,1,男,1957,中國國民黨,817,43.50%,,否
高雄縣第八選區,孫慶龍,2,男,1952,中國國民黨,1061,56.50%,*,否
高雄縣第九選區,宋玉清,1,男,1958,無,340,11.73%,,否
高雄縣第九選區,謝貴來,2,男,1954,中國國民黨,1445,49.86%,*,否
高雄縣第九選區,曾信義,3,男,1965,中國國民黨,1113,38.41%,,否
高雄縣第十選區,李德康,1,男,1948,親民黨,1700,100.00%,*,否
屏東縣第九選區,江菊妹,1,女,1945,中國國民黨,2117,49.26%,,否
屏東縣第九選區,許阿桃,2,女,1942,中國國民黨,2181,50.74%,*,否
屏東縣第十選區,林玉如,1,女,1951,中國國民黨,2784,54.11%,*,是
屏東縣第十選區,陸月嬌,2,女,1958,無,2361,45.89%,,否
屏東縣第十一選區,潘明利,1,男,1951,中國國民黨,3041,100.00%,*,是
屏東縣第十二選區,連正勝,1,男,1949,中國國民黨,4198,100.00%,*,是
屏東縣第十三選區,沈秋花,1,女,1961,中國國民黨,1425,49.04%,,否
屏東縣第十三選區,林輝雄,2,男,1948,中國國民黨,1481,50.96%,*,否
屏東縣第十四選區,簡東明,1,男,1951,中國國民黨,2428,100.00%,*,是
屏東縣第十五選區,陳英銘,1,男,1956,無,856,28.10%,,否
屏東縣第十五選區,林明德,2,男,1958,無,570,18.71%,,否
屏東縣第十五選區,黃順發,3,男,1948,中國國民黨,988,32.44%,*,是
屏東縣第十五選區,王新發,4,男,1951,無,632,20.75%,,否
臺東縣第十選區,蔡清德,1,男,1959,中國國民黨,786,42.58%,,否
臺東縣第十選區,胡秋金,2,男,1958,中國國民黨,1060,57.42%,*,否
臺東縣第十一選區,余秀芳,1,女,1967,中國國民黨,569,29.87%,,否
臺東縣第十一選區,邱強永,2,男,1967,中國國民黨,423,22.20%,,否
臺東縣第十一選區,余忠義,3,男,1956,無,718,37.69%,*,否
臺東縣第十一選區,胡文仁,4,男,1959,無,195,10.24%,,否
臺東縣第十二選區,宋賢一,1,男,1955,無,1652,100.00%,*,是
臺東縣第十三選區,林文川,1,男,1945,無,763,38.99%,,否
臺東縣第十三選區,張正雄,2,男,1953,無,424,21.67%,,否
臺東縣第十三選區,朱連濟,3,女,1963,中國國民黨,770,39.35%,*,是
臺東縣第十四選區,江多利,1,男,1961,親民黨,886,54.83%,*,是
臺東縣第十四選區,鍾趖波,2,男,1953,中國國民黨,730,45.17%,,否
花蓮縣第八選區,黃輝寶,1,男,1950,親民黨,3245,43.75%,,否
花蓮縣第八選區,李春風,2,女,1953,中國國民黨,4172,56.25%,*,否
花蓮縣第九選區,林振輝,1,男,1956,中國國民黨,1361,42.23%,,是
花蓮縣第九選區,林榮輝,2,男,1956,中國國民黨,1862,57.77%,*,否
花蓮縣第十選區,石進燕,1,男,1948,中國國民黨,1139,37.83%,,否
花蓮縣第十選區,呂必賢,2,男,1952,無,1872,62.17%,*,否
