地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
全國,林益陸,1,男,1954,中國國民黨,19973,25.35%,*,是
全國,吳文明,2,男,1935,中國台灣原住民黨,7458,9.47%,,否
全國,華阿水,3,男,1944,新黨,10849,13.77%,,否
全國,李繼生,4,男,1951,中國國民黨,17489,22.20%,*,是
全國,馮寶成,5,女,1941,中國國民黨,23020,29.22%,*,是
