地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
臺北市第01選區,謝維洲,1,男,1983,民主進步黨,21687,7.09%,*,否
臺北市第01選區,賴素如,2,女,1964,無黨籍及未經政黨推薦,7226,2.36%,,是
臺北市第01選區,孫士堅,3,男,1959,無黨籍及未經政黨推薦,1406,0.45%,,否
臺北市第01選區,潘懷宗,4,男,1961,新黨,25188,8.23%,*,是
臺北市第01選區,林瑞圖,5,男,1956,無黨籍及未經政黨推薦,20065,6.56%,*,是
臺北市第01選區,周佳君,6,女,1967,人民民主陣線,1685,0.55%,,否
臺北市第01選區,王奕凱,7,男,1985,無黨籍及未經政黨推薦,8551,2.79%,,否
臺北市第01選區,王英文,8,男,1971,無黨籍及未經政黨推薦,517,0.16%,,否
臺北市第01選區,陳重文,9,男,1977,中國國民黨,13299,4.35%,*,否
臺北市第01選區,黃平洋,10,男,1962,中國國民黨,11451,3.74%,,是
臺北市第01選區,王小玉,11,女,1952,親民黨,2214,0.72%,,否
臺北市第01選區,楊靜宇,12,男,1961,新黨,10538,3.44%,,否
臺北市第01選區,汪志冰,13,女,1957,中國國民黨,18021,5.89%,*,是
臺北市第01選區,林世宗,14,男,1959,民主進步黨,12334,4.03%,*,是
臺北市第01選區,王威中,15,男,1983,民主進步黨,20649,6.75%,*,否
臺北市第01選區,吳思瑤,16,女,1974,民主進步黨,20302,6.64%,*,是
臺北市第01選區,陳建銘,17,男,1961,台灣團結聯盟,20952,6.85%,*,是
臺北市第01選區,何志偉,18,男,1982,民主進步黨,26283,8.59%,*,是
臺北市第01選區,陳政忠,19,男,1955,無黨籍及未經政黨推薦,16623,5.43%,*,是
臺北市第01選區,陳慈慧,20,女,1983,民主進步黨,22688,7.42%,*,否
臺北市第01選區,吳碧珠,21,女,1949,中國國民黨,24030,7.86%,*,是
臺北市第02選區,許明偉,1,男,1954,無黨籍及未經政黨推薦,497,0.22%,,否
臺北市第02選區,陳義洲,2,男,1952,中國國民黨,17693,8.08%,*,是
臺北市第02選區,趙家蓉,3,女,1962,新黨,9910,4.52%,,否
臺北市第02選區,黃子哲,4,男,1974,中國國民黨,9380,4.28%,,否
臺北市第02選區,黃珊珊,5,女,1969,親民黨,28020,12.80%,*,是
臺北市第02選區,王孝維,6,男,1961,民主進步黨,17401,7.94%,*,是
臺北市第02選區,李彥秀,7,女,1971,中國國民黨,25057,11.44%,*,是
