地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
臺北市第08選區,"伊凡諾幹 Iban Nokan",1,男,1960,民主進步黨,275,10.77%,,否
臺北市第08選區,高李茂俊,2,男,1957,親民黨,121,4.73%,,否
臺北市第08選區,李傅中武,3,男,1973,中國國民黨,2157,84.48%,*,是
高雄市第13選區,"柯路加 Istanda Ciban",1,男,1954,中國國民黨,1424,47.46%,,是
高雄市第13選區,林民傑,2,男,1957,無黨籍及未經政黨推薦,1576,52.53%,*,否
高雄市第14選區,理斷‧搭給嚕嘟嗯Islituan‧Takiludun,1,男,1962,無黨籍及未經政黨推薦,1201,39.08%,,否
高雄市第14選區,高秀琴,2,女,1954,中國國民黨,605,19.68%,,否
高雄市第14選區,伊斯坦大‧貝雅夫‧正福Istanda‧Paingav,3,男,1956,無黨籍及未經政黨推薦,1267,41.23%,*,是
高雄市第15選區,范織欽Pasulang‧Tomatalate,1,男,1957,無黨籍及未經政黨推薦,1608,49.73%,,否
高雄市第15選區,唐惠美,2,女,1958,中國國民黨,1625,50.26%,*,是
新北市第12選區,寶杜巴燕Bawtu‧Payen,1,男,1975,民主進步黨,1303,24.56%,,否
新北市第12選區,王建章,2,男,1958,中國國民黨,2045,38.54%,*,是
新北市第12選區,陳勝榮,3,男,1956,親民黨,1957,36.88%,,否
臺中市第16選區,朱元宏,1,男,1961,無黨籍及未經政黨推薦,2951,41.82%,,否
臺中市第16選區,林榮進,2,男,1947,中國國民黨,4105,58.17%,*,是
臺南市第18選區,"谷暮‧哈就 Kumu Hacyo",1,女,1978,無黨籍及未經政黨推薦,933,66.26%,*,是
臺南市第18選區,伍宗康,2,男,1978,中國國民黨,475,33.73%,,否
桃園市第14選區,邱志成,1,男,1973,無黨籍及未經政黨推薦,1886,18.11%,,否
桃園市第14選區,陳瑛,2,女,1967,中國國民黨,3449,33.12%,*,否
桃園市第14選區,林信義,3,男,1951,中國國民黨,2311,22.19%,,否
桃園市第14選區,蘇志強,4,男,1966,無黨籍及未經政黨推薦,2767,26.57%,*,否
