地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
臺中縣第十選區,劉金生,1,男,1952,無,502,16.21%,,否
臺中縣第十選區,王忠信,2,男,1939,無,805,26.00%,,否
臺中縣第十選區,白青山,3,男,1969,無,654,21.12%,,否
臺中縣第十選區,林建堂,4,男,1954,無,838,27.07%,*,否
臺中縣第十選區,張瑞紘,5,男,1951,無,297,9.59%,,否
南投縣第六選區,田振明,1,男,1966,無,1433,34.27%,,否
南投縣第六選區,松秋明,2,男,1956,中國國民黨,1737,41.55%,*,否
南投縣第六選區,松新春,3,男,1961,無,1011,24.18%,,否
南投縣第七選區,陳世光,1,男,1968,中國國民黨,3115,48.20%,,否
南投縣第七選區,謝汪汕,2,男,1967,親民黨,3347,51.80%,*,否
嘉義縣第七選區,湯進賢,1,男,1947,中國國民黨,762,40.62%,*,是
嘉義縣第七選區,莊慶輝,2,男,1952,無,398,21.22%,,否
嘉義縣第七選區,汪志敏,3,男,1967,中國國民黨,716,38.17%,,否
高雄縣第八選區,蔡文弟,1,男,1942,中國國民黨,588,39.17%,,是
高雄縣第八選區,洪柳治,2,男,1943,親民黨,230,15.32%,,否
高雄縣第八選區,呂一平,3,男,1951,無,683,45.50%,*,否
高雄縣第九選區,謝垂耀,1,男,1948,中國國民黨,1098,42.38%,*,否
高雄縣第九選區,林瑞金,2,女,1962,中國國民黨,921,35.55%,,否
高雄縣第九選區,謝英雄,3,男,1958,無,572,22.08%,,否
高雄縣第十選區,林民傑,1,男,1957,中國國民黨,768,47.70%,*,否
高雄縣第十選區,顏順政,2,男,1944,中國國民黨,333,20.68%,,否
高雄縣第十選區,李玉章,3,男,1952,無,509,31.61%,,是
屏東縣第九選區,包金蓮,1,女,1944,中國國民黨,3399,100.00%,*,否
屏東縣第十選區,林玉如,1,女,1951,中國國民黨,2443,58.81%,*,是
屏東縣第十選區,陸月嬌,2,女,1958,無,1711,41.19%,,否
屏東縣第十一選區,潘明利,1,男,1951,中國國民黨,1630,57.62%,*,否
屏東縣第十一選區,李三和,2,男,1941,中國國民黨,1169,41.32%,,是
屏東縣第十一選區,華子冬,3,男,1949,中國國民黨,30,1.06%,,否
屏東縣第十二選區,連正勝,1,男,1949,中國國民黨,2337,54.02%,*,否
屏東縣第十二選區,李宜潔,2,女,1959,中國國民黨,1989,45.98%,,是
屏東縣第十三選區,吳天福,1,男,1949,中國國民黨,1840,100.00%,*,是
屏東縣第十四選區,簡東明,1,男,1951,中國國民黨,2280,100.00%,*,是
屏東縣第十五選區,黃順發,1,男,1948,中國國民黨,1081,37.17%,*,否
屏東縣第十五選區,許金吉,2,男,1959,親民黨,960,33.01%,,否
屏東縣第十五選區,邵智美,3,女,1954,無,867,29.81%,,否
屏東縣第十六選區,沙本賞,1,男,1938,中國國民黨,340,16.01%,,是
屏東縣第十六選區,賴金成,2,男,1956,中國國民黨,552,25.99%,,否
屏東縣第十六選區,麥秋春,3,男,1955,中國國民黨,357,16.81%,,否
屏東縣第十六選區,杜春生,4,男,1948,中國國民黨,595,28.01%,*,否
屏東縣第十六選區,柯秋美,5,女,1959,中國國民黨,280,13.18%,,否
臺東縣第十選區,邱文隆,1,男,1971,親民黨,760,44.03%,,否
臺東縣第十選區,胡振英,2,男,1951,中國國民黨,966,55.97%,*,否
臺東縣第十一選區,胡新一,1,男,1957,中國國民黨,1304,100.00%,*,是
臺東縣第十二選區,章正輝,1,男,1963,中國國民黨,780,46.10%,,否
臺東縣第十二選區,宋賢一,2,男,1955,中國國民黨,912,53.90%,*,否
臺東縣第十三選區,朱連濟,1,女,1963,中國國民黨,953,48.40%,*,是
臺東縣第十三選區,邱新雲,2,女,1951,無,899,45.66%,,否
臺東縣第十三選區,鄭美珠,3,女,1970,無,117,5.94%,,否
臺東縣第十四選區,江多利,1,男,1961,親民黨,612,45.57%,*,否
臺東縣第十四選區,楊順良,2,男,1954,無,213,15.86%,,否
臺東縣第十四選區,周鳳鳴,3,男,1962,中國國民黨,518,38.57%,,否
花蓮縣第八選區,許淑銀,1,女,1963,中國國民黨,5960,100.00%,*,是
花蓮縣第九選區,吳香蘭,1,女,1949,中國國民黨,1133,33.05%,,否
花蓮縣第九選區,林振輝,2,男,1956,中國國民黨,1595,46.53%,*,否
花蓮縣第九選區,黃聰明,3,男,1956,無,700,20.42%,,否
花蓮縣第十選區,田金福,1,男,1956,親民黨,1131,41.22%,,否
花蓮縣第十選區,蘇正清,2,男,1955,中國國民黨,1613,58.78%,*,是
