地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
臺北縣第十二選區,多烈-尤幹,1,男,1949,親民黨,708,27.24%,,否
臺北縣第十二選區,張雲龍,2,男,1946,中國國民黨,904,34.78%,*,否
臺北縣第十二選區,黃建平,3,男,1959,無,215,8.27%,,否
臺北縣第十二選區,楊清榮,4,男,1957,親民黨,397,15.28%,,否
臺北縣第十二選區,尤永福,5,男,1954,親民黨,375,14.43%,,否
宜蘭縣第十一選區,李玉蕙,1,女,1961,中國國民黨,985,36.88%,,否
宜蘭縣第十一選區,方浩次,2,男,1966,親民黨,1105,41.37%,*,否
宜蘭縣第十一選區,李文達,3,男,1938,無,581,21.75%,,否
宜蘭縣第十二選區,江明順,1,男,1953,無,1540,56.49%,*,是
宜蘭縣第十二選區,陳銘福,2,男,1953,親民黨,1186,43.51%,,否
桃園縣第十四選區,高春生,1,男,1957,無,740,13.79%,,否
桃園縣第十四選區,呂政霖,2,男,1944,親民黨,815,15.18%,,否
桃園縣第十四選區,林信義,3,男,1951,親民黨,1513,28.19%,*,否
桃園縣第十四選區,楊崇德,4,男,1954,中國國民黨,482,8.98%,,否
桃園縣第十四選區,高揚威,5,男,1956,無,423,7.88%,,否
桃園縣第十四選區,曾志湘,6,男,1957,中國國民黨,412,7.68%,,否
桃園縣第十四選區,陳昭耀,7,男,1954,中國國民黨,983,18.31%,,否
新竹縣第十選區,阿棟優帕司,1,男,1954,無,1212,31.56%,*,否
新竹縣第十選區,彭國楨,2,男,1956,中國國民黨,1068,27.81%,,否
新竹縣第十選區,江瑞乾,3,男,1960,中國國民黨,1087,28.31%,,否
新竹縣第十選區,高崇賜,4,男,1954,親民黨,473,12.32%,,否
新竹縣第十一選區,朱禮沐,1,男,1951,無,774,25.76%,,否
新竹縣第十一選區,趙金榮,2,男,1959,無,494,16.44%,,否
新竹縣第十一選區,林煌春,3,男,1954,中國國民黨,904,30.08%,*,否
新竹縣第十一選區,林祥馨,4,男,1947,無,833,27.72%,,否
苗栗縣第八選區,黃月娥,1,女,1957,中國國民黨,1215,44.75%,*,否
苗栗縣第八選區,郭春蘭,2,女,1949,中國國民黨,421,15.51%,,否
苗栗縣第八選區,柯添盛,3,男,1945,無,1079,39.74%,,否
