地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
臺北市第07選區,萬美芳,1,女,1957,無黨籍及未經政黨推薦,814,26.54%,,否
臺北市第07選區,林照玉,2,女,1956,無黨籍及未經政黨推薦,415,13.53%,,否
臺北市第07選區,李芳儒,3,男,1969,中國國民黨,1630,53.16%,*,否
臺北市第07選區,祿子．高露,4,女,1955,無黨籍及未經政黨推薦,207,6.75%,,否
新北市第11選區,夷將．拔路兒Icyang．Parod,1,男,1960,民主進步黨,1995,16.14%,*,否
新北市第11選區,楊春妹,2,女,1961,無黨籍及未經政黨推薦,1767,14.30%,,否
新北市第11選區,黃來富,3,男,1949,無黨籍及未經政黨推薦,642,5.19%,,否
新北市第11選區,陳家梅,4,女,1963,中國國民黨,1687,13.65%,,否
新北市第11選區,田春枝,5,女,1950,無黨籍及未經政黨推薦,693,5.60%,,否
新北市第11選區,黃宸鈺,6,女,1979,無黨籍及未經政黨推薦,561,4.54%,,否
新北市第11選區,張天明,7,男,1958,親民黨,379,3.06%,,否
新北市第11選區,宋進財Falong．Opa,8,男,1950,無黨籍及未經政黨推薦,2590,20.96%,*,否
新北市第11選區,忠仁．達祿斯,9,男,1961,中國國民黨,1862,15.07%,*,否
新北市第11選區,拔耐．茹妮老王,10,女,1971,無黨籍及未經政黨推薦,177,1.43%,,否
臺中市第15選區,黃仁,1,男,1962,中國國民黨,1619,39.91%,*,否
臺中市第15選區,洪金福,2,男,1951,中國國民黨,1369,33.75%,,否
臺中市第15選區,溫建華,3,男,1956,中國國民黨,1068,26.33%,,否
臺南市第17選區,蔡玉枝,1,女,1949,中國國民黨,271,26.10%,*,否
臺南市第17選區,曾錦海,2,男,1953,無黨籍及未經政黨推薦,98,9.44%,,否
臺南市第17選區,李美素,3,女,1969,民主進步黨,138,13.29%,,否
臺南市第17選區,簡德輝,4,男,1961,中國國民黨,240,23.12%,,否
臺南市第17選區,陳郁珺,5,男,1978,無黨籍及未經政黨推薦,153,14.73%,,否
臺南市第17選區,李昌國,6,男,1953,台灣民意黨,138,13.29%,,否
高雄市第12選區,詹金福,1,男,1949,中國國民黨,1135,28.55%,,否
高雄市第12選區,王義雄,2,男,1960,無黨籍及未經政黨推薦,964,24.25%,,否
高雄市第12選區,俄鄧‧殷艾Eteng．Ingay,3,男,1965,民主進步黨,1876,47.19%,*,否
