地區,姓名,號次,得票數,得票率
連江縣南竿鄉介壽村,陳振國,1,667,56.42%
連江縣南竿鄉介壽村,林樹清,2,237,20.05%
連江縣南竿鄉介壽村,曹容華,3,278,23.51%
連江縣南竿鄉復興村、福沃村,陳振國,1,630,53.03%
連江縣南竿鄉復興村、福沃村,林樹清,2,272,22.89%
連江縣南竿鄉復興村、福沃村,曹容華,3,286,24.07%
連江縣南竿鄉清水村、仁愛村、津沙村、馬祖村、珠螺村、四維村,陳振國,1,708,52.36%
連江縣南竿鄉清水村、仁愛村、津沙村、馬祖村、珠螺村、四維村,林樹清,2,326,24.11%
連江縣南竿鄉清水村、仁愛村、津沙村、馬祖村、珠螺村、四維村,曹容華,3,318,23.52%
連江縣北竿鄉塘岐村、后沃村、橋仔村,吳金平,1,449,47.97%
連江縣北竿鄉塘岐村、后沃村、橋仔村,陳如嵐,2,487,52.02%
連江縣北竿鄉芹壁村、坂里村、白沙村,吳金平,1,136,35.88%
連江縣北竿鄉芹壁村、坂里村、白沙村,陳如嵐,2,243,64.11%
連江縣莒光鄉青帆村、田沃村、西坵村,謝春欗,1,330,100.00%
連江縣莒光鄉大坪村、福正村,謝春欗,1,342,100.00%
連江縣東引鄉中柳村、樂華村,楊雲成,1,438,54.27%
連江縣東引鄉中柳村、樂華村,林德建,2,369,45.72%
金門縣金城鎮東門里,石兆瑉,1,995,47.99%
金門縣金城鎮東門里,歐陽彥木,2,1078,52.00%
金門縣金城鎮西門里,石兆瑉,1,2313,59.81%
金門縣金城鎮西門里,歐陽彥木,2,1554,40.18%
金門縣金城鎮南門里,石兆瑉,1,1160,53.92%
金門縣金城鎮南門里,歐陽彥木,2,991,46.07%
金門縣金城鎮北門里,石兆瑉,1,882,56.50%
金門縣金城鎮北門里,歐陽彥木,2,679,43.49%
金門縣金城鎮古城里,石兆瑉,1,685,48.61%
金門縣金城鎮古城里,歐陽彥木,2,724,51.38%
金門縣金城鎮金水里,石兆瑉,1,434,54.11%
金門縣金城鎮金水里,歐陽彥木,2,368,45.88%
金門縣金城鎮珠沙里,石兆瑉,1,494,49.30%
金門縣金城鎮珠沙里,歐陽彥木,2,508,50.69%
金門縣金城鎮賢庵里,石兆瑉,1,863,54.14%
金門縣金城鎮賢庵里,歐陽彥木,2,731,45.85%
金門縣金沙鎮汶沙里,陳其德,1,1599,100.00%
金門縣金沙鎮三山里,陳其德,1,587,100.00%
金門縣金沙鎮大洋里,陳其德,1,348,100.00%
金門縣金沙鎮光前里,陳其德,1,680,100.00%
金門縣金沙鎮何斗里,陳其德,1,654,100.00%
金門縣金沙鎮西園里,陳其德,1,433,100.00%
金門縣金沙鎮官嶼里,陳其德,1,541,100.00%
金門縣金沙鎮浦山里,陳其德,1,705,100.00%
金門縣金湖鎮新市里,林長鴻,1,705,40.17%
金門縣金湖鎮新市里,蔡西湖,2,1050,59.82%
金門縣金湖鎮山外里,林長鴻,1,442,34.00%
金門縣金湖鎮山外里,蔡西湖,2,858,66.00%
金門縣金湖鎮正義里,林長鴻,1,309,32.94%
金門縣金湖鎮正義里,蔡西湖,2,629,67.05%
金門縣金湖鎮料羅里,林長鴻,1,192,28.78%
金門縣金湖鎮料羅里,蔡西湖,2,475,71.21%
金門縣金湖鎮瓊林里,林長鴻,1,185,15.71%
金門縣金湖鎮瓊林里,蔡西湖,2,992,84.28%
金門縣金湖鎮新湖里,林長鴻,1,1140,43.42%
金門縣金湖鎮新湖里,蔡西湖,2,1485,56.57%
金門縣金湖鎮溪湖里,林長鴻,1,127,23.51%
金門縣金湖鎮溪湖里,蔡西湖,2,413,76.48%
金門縣金湖鎮蓮庵里,林長鴻,1,151,25.42%
金門縣金湖鎮蓮庵里,蔡西湖,2,443,74.57%
金門縣金寧鄉古寧村,楊忠俊,1,247,21.11%
金門縣金寧鄉古寧村,陳成勇,2,923,78.88%
金門縣金寧鄉安美村,楊忠俊,1,570,35.18%
金門縣金寧鄉安美村,陳成勇,2,1050,64.81%
金門縣金寧鄉后盤村,楊忠俊,1,166,30.85%
金門縣金寧鄉后盤村,陳成勇,2,372,69.14%
金門縣金寧鄉湖埔村,楊忠俊,1,1065,49.92%
金門縣金寧鄉湖埔村,陳成勇,2,1068,50.07%
金門縣金寧鄉榜林村,楊忠俊,1,559,31.29%
金門縣金寧鄉榜林村,陳成勇,2,1227,68.70%
金門縣金寧鄉盤山村,楊忠俊,1,621,28.29%
金門縣金寧鄉盤山村,陳成勇,2,1574,71.70%
金門縣烈嶼鄉上岐村,洪成發,1,970,100.00%
金門縣烈嶼鄉上林村,洪成發,1,413,100.00%
金門縣烈嶼鄉西口村,洪成發,1,845,100.00%
金門縣烈嶼鄉林湖村,洪成發,1,991,100.00%
金門縣烈嶼鄉黃埔村,洪成發,1,533,100.00%
金門縣烏坵鄉大坵村,蔡永富,1,129,86.00%
金門縣烏坵鄉大坵村,陳金城,2,21,14.00%
金門縣烏坵鄉小坵村,蔡永富,1,97,51.32%
金門縣烏坵鄉小坵村,陳金城,2,92,48.67%
宜蘭縣宜蘭市神農里,呂金宏,1,445,28.61%
宜蘭縣宜蘭市神農里,賴瑞鼎,2,502,32.28%
宜蘭縣宜蘭市神農里,江聰淵,3,608,39.09%
宜蘭縣宜蘭市民權里,呂金宏,1,276,31.87%
宜蘭縣宜蘭市民權里,賴瑞鼎,2,282,32.56%
宜蘭縣宜蘭市民權里,江聰淵,3,308,35.56%
宜蘭縣宜蘭市進士里,呂金宏,1,327,24.82%
宜蘭縣宜蘭市進士里,賴瑞鼎,2,451,34.24%
宜蘭縣宜蘭市進士里,江聰淵,3,539,40.92%
宜蘭縣宜蘭市南橋里,呂金宏,1,126,16.05%
宜蘭縣宜蘭市南橋里,賴瑞鼎,2,303,38.59%
宜蘭縣宜蘭市南橋里,江聰淵,3,356,45.35%
宜蘭縣宜蘭市建業里,呂金宏,1,189,17.94%
宜蘭縣宜蘭市建業里,賴瑞鼎,2,343,32.57%
宜蘭縣宜蘭市建業里,江聰淵,3,521,49.47%
宜蘭縣宜蘭市南津里,呂金宏,1,432,39.13%
宜蘭縣宜蘭市南津里,賴瑞鼎,2,308,27.89%
宜蘭縣宜蘭市南津里,江聰淵,3,364,32.97%
宜蘭縣宜蘭市凱旋里,呂金宏,1,169,21.01%
宜蘭縣宜蘭市凱旋里,賴瑞鼎,2,230,28.60%
宜蘭縣宜蘭市凱旋里,江聰淵,3,405,50.37%
宜蘭縣宜蘭市黎明里,呂金宏,1,254,23.51%
宜蘭縣宜蘭市黎明里,賴瑞鼎,2,311,28.79%
宜蘭縣宜蘭市黎明里,江聰淵,3,515,47.68%
宜蘭縣宜蘭市東村里,呂金宏,1,295,23.75%
宜蘭縣宜蘭市東村里,賴瑞鼎,2,376,30.27%
宜蘭縣宜蘭市東村里,江聰淵,3,571,45.97%
宜蘭縣宜蘭市延平里,呂金宏,1,472,26.32%
宜蘭縣宜蘭市延平里,賴瑞鼎,2,542,30.22%
宜蘭縣宜蘭市延平里,江聰淵,3,779,43.44%
宜蘭縣宜蘭市七張里,呂金宏,1,189,20.58%
宜蘭縣宜蘭市七張里,賴瑞鼎,2,217,23.63%
宜蘭縣宜蘭市七張里,江聰淵,3,512,55.77%
宜蘭縣宜蘭市慈安里,呂金宏,1,286,29.12%
宜蘭縣宜蘭市慈安里,賴瑞鼎,2,242,24.64%
宜蘭縣宜蘭市慈安里,江聰淵,3,454,46.23%
宜蘭縣宜蘭市新民里,呂金宏,1,257,21.98%
宜蘭縣宜蘭市新民里,賴瑞鼎,2,335,28.65%
宜蘭縣宜蘭市新民里,江聰淵,3,577,49.35%
宜蘭縣宜蘭市東門里,呂金宏,1,148,20.44%
宜蘭縣宜蘭市東門里,賴瑞鼎,2,202,27.90%
宜蘭縣宜蘭市東門里,江聰淵,3,374,51.65%
宜蘭縣宜蘭市小東里,呂金宏,1,259,24.11%
宜蘭縣宜蘭市小東里,賴瑞鼎,2,302,28.11%
宜蘭縣宜蘭市小東里,江聰淵,3,513,47.76%
宜蘭縣宜蘭市菜園里,呂金宏,1,213,25.66%
宜蘭縣宜蘭市菜園里,賴瑞鼎,2,240,28.91%
宜蘭縣宜蘭市菜園里,江聰淵,3,377,45.42%
宜蘭縣宜蘭市孝廉里,呂金宏,1,180,22.75%
宜蘭縣宜蘭市孝廉里,賴瑞鼎,2,205,25.91%
宜蘭縣宜蘭市孝廉里,江聰淵,3,406,51.32%
宜蘭縣宜蘭市新生里,呂金宏,1,246,14.23%
宜蘭縣宜蘭市新生里,賴瑞鼎,2,369,21.35%
宜蘭縣宜蘭市新生里,江聰淵,3,1113,64.40%
宜蘭縣宜蘭市茭白里,呂金宏,1,256,20.03%
宜蘭縣宜蘭市茭白里,賴瑞鼎,2,303,23.70%
宜蘭縣宜蘭市茭白里,江聰淵,3,719,56.25%
宜蘭縣宜蘭市北津里,呂金宏,1,240,16.26%
宜蘭縣宜蘭市北津里,賴瑞鼎,2,330,22.35%
宜蘭縣宜蘭市北津里,江聰淵,3,906,61.38%
宜蘭縣宜蘭市梅洲里,呂金宏,1,363,16.96%
宜蘭縣宜蘭市梅洲里,賴瑞鼎,2,458,21.40%
宜蘭縣宜蘭市梅洲里,江聰淵,3,1319,61.63%
宜蘭縣宜蘭市北門里,呂金宏,1,177,20.97%
宜蘭縣宜蘭市北門里,賴瑞鼎,2,235,27.84%
宜蘭縣宜蘭市北門里,江聰淵,3,432,51.18%
宜蘭縣宜蘭市中山里,呂金宏,1,146,22.81%
宜蘭縣宜蘭市中山里,賴瑞鼎,2,174,27.18%
宜蘭縣宜蘭市中山里,江聰淵,3,320,50.00%
宜蘭縣宜蘭市西門里,呂金宏,1,218,18.52%
宜蘭縣宜蘭市西門里,賴瑞鼎,2,309,26.25%
