地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
宜蘭縣第12選區,李玉蕙,1,女,1961,中國國民黨,1622,44.31%,,否
宜蘭縣第12選區,陳傑麟,2,男,1965,親民黨,2038,55.68%,*,否
宜蘭縣第13選區,松王淑珍,1,女,1965,中國國民黨,1172,30.60%,,否
宜蘭縣第13選區,陳孝仁,2,男,1952,中國國民黨,1456,38.01%,*,是
宜蘭縣第13選區,江明順,3,男,1953,中國國民黨,1202,31.38%,,否
新竹縣第12選區,黃比德,1,男,1971,中國國民黨,1067,21.58%,,否
新竹縣第12選區,柔夏‧布待Rosya.Butay,2,男,1958,無黨籍及未經政黨推薦,1444,29.20%,,否
新竹縣第12選區,雲翔,3,男,1964,無黨籍及未經政黨推薦,437,8.83%,,否
新竹縣第12選區,范坤松,4,男,1945,中國國民黨,1996,40.37%,*,否
新竹縣第13選區,"趙一先Obay a Awi’",1,男,1965,中國國民黨,1478,39.97%,*,是
新竹縣第13選區,張定中,2,男,1963,無黨籍及未經政黨推薦,1440,38.95%,,否
新竹縣第13選區,凱撒巴燕,3,男,1961,民主進步黨,779,21.07%,,否
苗栗縣第08選區,林國雄,1,男,1957,無黨籍及未經政黨推薦,1684,45.43%,,否
苗栗縣第08選區,黃月娥,2,女,1957,中國國民黨,2022,54.56%,*,是
南投縣第07選區,史清水,1,男,1950,中國國民黨,4620,100.00%,*,是
南投縣第08選區,廖文賢,1,男,1947,無黨籍及未經政黨推薦,4533,53.85%,*,否
南投縣第08選區,陳國雄,2,男,1960,中國國民黨,3884,46.14%,,是
嘉義縣第07選區,楊貴榮,1,男,1947,中國國民黨,329,12.47%,,否
嘉義縣第07選區,汪啟聖,2,男,1958,無黨籍及未經政黨推薦,851,32.25%,,否
嘉義縣第07選區,石信忠,3,男,1953,無黨籍及未經政黨推薦,953,36.12%,*,否
嘉義縣第07選區,湯保富,4,男,1941,無黨籍及未經政黨推薦,505,19.14%,,否
屏東縣第09選區,歸曉惠,1,女,1971,無黨籍及未經政黨推薦,2677,52.75%,*,否
屏東縣第09選區,柯富國,2,男,1960,中國國民黨,2397,47.24%,,是
屏東縣第10選區,陸月嬌,1,女,1958,無黨籍及未經政黨推薦,3629,60.42%,*,否
屏東縣第10選區,陳生明,2,男,1951,中國國民黨,2377,39.57%,,否
屏東縣第11選區,潘政治,1,男,1955,中國國民黨,1949,50.90%,*,是
屏東縣第11選區,何長成,2,男,1963,無黨籍及未經政黨推薦,1880,49.09%,,否
屏東縣第12選區,簡寶玉,1,女,1952,中國國民黨,1954,36.05%,,否
屏東縣第12選區,"李宜潔 djupelang Qrudu",2,女,1959,無黨籍及未經政黨推薦,936,17.27%,,否
屏東縣第12選區,潘正義,3,男,1953,無黨籍及未經政黨推薦,2529,46.66%,*,否
屏東縣第13選區,林輝雄,1,男,1948,無黨籍及未經政黨推薦,1477,44.38%,,是
屏東縣第13選區,陳昭忠,2,男,1957,中國國民黨,1851,55.61%,*,否
屏東縣第14選區,李冀香,1,女,1964,中國國民黨,1959,62.42%,*,是
屏東縣第14選區,陳秋香,2,女,1966,無黨籍及未經政黨推薦,1179,37.57%,,否
屏東縣第15選區,許天賜,1,男,1954,中國國民黨,3137,100.00%,*,是
屏東縣第16選區,顏金成,1,男,1956,中國國民黨,1372,53.67%,*,否
屏東縣第16選區,宋克強,2,男,1970,無黨籍及未經政黨推薦,1184,46.32%,,否
臺東縣第11選區,胡秋金,1,男,1958,中國國民黨,1217,55.09%,*,是
臺東縣第11選區,伊藍‧明基努安,2,男,1970,台灣第一民族黨,992,44.90%,,否
臺東縣第12選區,"余明志 taium ispalidaz",1,男,1955,中國國民黨,477,21.39%,,否
臺東縣第12選區,余秀芳,2,女,1967,中國國民黨,544,24.40%,,是
臺東縣第12選區,張順成,3,男,1956,無黨籍及未經政黨推薦,1208,54.19%,*,否
臺東縣第13選區,"章正輝 Lemaljiz‧Kusaza",1,男,1963,中國國民黨,2636,100.00%,*,否
臺東縣第14選區,蔡玉玲,1,女,1969,無黨籍及未經政黨推薦,1538,63.60%,*,否
臺東縣第14選區,朱連濟,2,女,1963,中國國民黨,880,36.39%,,是
臺東縣第15選區,曾加油,1,男,1957,中國國民黨,509,28.30%,,否
臺東縣第15選區,林杉樹,2,男,1954,無黨籍及未經政黨推薦,288,16.01%,,否
臺東縣第15選區,夏曼‧瑪德能,3,男,1957,中國國民黨,384,21.35%,,是
臺東縣第15選區,黃天德,4,男,1966,無黨籍及未經政黨推薦,617,34.31%,*,否
花蓮縣第08選區,"許淑銀Otiam  Cirig",1,女,1963,中國國民黨,5340,55.94%,*,否
花蓮縣第08選區,田韻馨,2,女,1976,無黨籍及未經政黨推薦,3175,33.26%,,否
花蓮縣第08選區,張文成,3,男,1956,無黨籍及未經政黨推薦,1030,10.79%,,否
花蓮縣第09選區,吳香蘭Hisa‧Sakay,1,女,1949,中國國民黨,1856,48.61%,,否
花蓮縣第09選區,陳長明,2,男,1955,中國國民黨,1962,51.38%,*,是
花蓮縣第10選區,余秀珠,1,女,1948,中國國民黨,209,5.82%,,否
花蓮縣第10選區,蘇正清,2,男,1955,中國國民黨,1073,29.89%,,否
花蓮縣第10選區,蘇忠亮,3,男,1956,中國國民黨,1280,35.66%,*,否
花蓮縣第10選區,"陳鶴章Salizan  Binkinuan",4,男,1951,中國國民黨,1027,28.61%,,否
