地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
宜蘭縣第11選區,簡海樹,1,男,1954,中國國民黨,1611,50.24%,*,是
宜蘭縣第11選區,陳傑麟,2,男,1965,親民黨,1595,49.75%,,否
宜蘭縣第12選區,陳煜麟,1,男,1979,中國國民黨,609,18.23%,,否
宜蘭縣第12選區,陳孝仁,2,男,1952,中國國民黨,1431,42.85%,*,否
宜蘭縣第12選區,吳榮富,3,男,1953,中國國民黨,1299,38.90%,,否
桃園縣第14選區,陳瑛,1,女,1967,中國國民黨,2766,38.26%,*,否
桃園縣第14選區,張廷晟,2,男,1943,無黨籍及未經政黨推薦,2017,27.90%,,是
桃園縣第14選區,蘇志強,3,男,1966,中國國民黨,2445,33.82%,,否
新竹縣第12選區,曾安勝,1,男,1942,中國國民黨,950,23.37%,,否
新竹縣第12選區,許阿勇,2,男,1962,中國國民黨,1729,42.53%,*,否
新竹縣第12選區,謝應隆,3,男,1954,無黨籍及未經政黨推薦,1386,34.09%,,是
新竹縣第13選區,趙一先,1,男,1965,中國國民黨,1429,40.48%,*,否
新竹縣第13選區,林祥馨,2,男,1947,無黨籍及未經政黨推薦,1028,29.12%,,否
新竹縣第13選區,陳世文,3,男,1952,中國國民黨,1073,30.39%,,否
苗栗縣第08選區,黃月娥,1,女,1957,中國國民黨,1678,50.74%,*,否
苗栗縣第08選區,高榮盛,2,男,1951,中國國民黨,1629,49.25%,,是
南投縣第06選區,史清水,1,男,1950,中國國民黨,1669,34.56%,*,否
南投縣第06選區,全正明,2,男,1968,中國國民黨,1588,32.88%,,否
南投縣第06選區,松秋明,3,男,1956,中國國民黨,1572,32.55%,,是
南投縣第07選區,陳國雄,1,男,1960,無黨籍及未經政黨推薦,3172,46.05%,*,否
南投縣第07選區,姜義智,2,男,1963,無黨籍及未經政黨推薦,998,14.49%,,否
南投縣第07選區,潘佩琪,3,女,1973,中國國民黨,2717,39.45%,,否
嘉義縣第07選區,汪大華,1,男,1956,中國國民黨,596,27.26%,,否
嘉義縣第07選區,汪志敏,2,男,1967,無黨籍及未經政黨推薦,1192,54.52%,*,是
嘉義縣第07選區,楊貴榮,3,男,1947,無黨籍及未經政黨推薦,398,18.20%,,否
屏東縣第09選區,柯富國,1,男,1960,中國國民黨,2858,63.88%,*,否
屏東縣第09選區,"包水生Pacekelj Cigaw",2,男,1954,中國國民黨,1616,36.11%,,否
屏東縣第10選區,林玉如,1,女,1951,中國國民黨,2927,53.37%,*,是
屏東縣第10選區,陸月嬌,2,女,1958,無黨籍及未經政黨推薦,2557,46.62%,,否
屏東縣第11選區,潘政治,1,男,1955,無黨籍及未經政黨推薦,1505,51.29%,*,否
屏東縣第11選區,潘明利,2,男,1951,中國國民黨,1429,48.70%,,是
屏東縣第12選區,連正勝,1,男,1949,中國國民黨,4321,100.00%,*,是
屏東縣第13選區,林輝雄,1,男,1948,中國國民黨,2187,100.00%,*,是
屏東縣第14選區,李冀香,1,女,1964,中國國民黨,2308,100.00%,*,是
屏東縣第15選區,林傑西,1,男,1947,中國國民黨,1437,46.36%,,否
屏東縣第15選區,洪明輝,2,男,1953,無黨籍及未經政黨推薦,1662,53.63%,*,否
屏東縣第16選區,杜傳,1,男,1943,中國國民黨,871,44.59%,,否
屏東縣第16選區,杜春生,2,男,1948,中國國民黨,1082,55.40%,*,是
臺東縣第10選區,胡秋金,1,男,1958,中國國民黨,1066,54.80%,*,是
臺東縣第10選區,余賢德,2,男,1953,中國國民黨,879,45.19%,,否
臺東縣第11選區,余忠義,1,男,1956,中國國民黨,1054,54.38%,*,是
臺東縣第11選區,余秀芳,2,女,1967,中國國民黨,884,45.61%,,否
臺東縣第12選區,宋賢一,1,男,1955,中國國民黨,1430,100.00%,*,是
臺東縣第13選區,朱連濟,1,女,1963,中國國民黨,1072,50.30%,*,是
臺東縣第13選區,蔡玉玲,2,女,1969,無黨籍及未經政黨推薦,1059,49.69%,,否
臺東縣第14選區,夏曼‧瑪德能,1,男,1957,中國國民黨,903,54.36%,*,否
臺東縣第14選區,周貴光,2,男,1954,中國國民黨,758,45.63%,,否
花蓮縣第08選區,連美惠,1,女,1963,無黨籍及未經政黨推薦,1922,25.94%,,否
花蓮縣第08選區,林素美,2,女,1962,無黨籍及未經政黨推薦,2598,35.07%,,否
花蓮縣第08選區,黃輝寶,3,男,1950,中國國民黨,2887,38.97%,*,是
花蓮縣第09選區,陳長明,1,男,1955,中國國民黨,1658,51.34%,*,否
花蓮縣第09選區,林榮輝,2,男,1956,無黨籍及未經政黨推薦,1571,48.65%,,是
花蓮縣第10選區,川福義,1,男,1962,無黨籍及未經政黨推薦,1298,45.22%,,否
花蓮縣第10選區,呂必賢,2,男,1952,中國國民黨,1572,54.77%,*,是
