地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
宜蘭縣,林聰賢,1,男,1962,民主進步黨,133394,54.25%,*,否
宜蘭縣,呂國華,2,男,1956,中國國民黨,112469,45.74%,,是
桃園縣,吳富彤,1,男,1959,客家黨,15807,2.08%,,否
桃園縣,鄭文燦,2,男,1967,民主進步黨,346678,45.69%,,否
桃園縣,吳志揚,3,男,1969,中國國民黨,396237,52.22%,*,否
新竹縣,邱鏡淳,1,男,1949,中國國民黨,97151,38.48%,*,否
新竹縣,張碧琴,2,女,1965,無黨籍及未經政黨推薦,76254,30.20%,,否
新竹縣,彭紹瑾,3,男,1957,民主進步黨,77126,30.55%,,否
新竹縣,曾錦祥,4,男,1952,無黨籍及未經政黨推薦,1893,0.74%,,否
苗栗縣,楊長鎮,1,男,1963,民主進步黨,95469,33.59%,,否
苗栗縣,劉政鴻,2,男,1947,中國國民黨,181256,63.79%,*,是
苗栗縣,李佳穆,3,男,1950,無黨籍及未經政黨推薦,7413,2.60%,,否
彰化縣,翁金珠,1,女,1947,民主進步黨,276897,43.63%,,否
彰化縣,卓伯源,2,男,1965,中國國民黨,348341,54.88%,*,是
彰化縣,張春男,3,男,1941,無黨籍及未經政黨推薦,9402,1.48%,,否
南投縣,陳振盛,1,男,1950,無黨籍及未經政黨推薦,22170,8.23%,,否
南投縣,李文忠,2,男,1958,民主進步黨,107023,39.75%,,否
南投縣,李朝卿,3,男,1950,中國國民黨,136951,50.87%,*,是
南投縣,張俊宏,4,男,1938,無黨籍及未經政黨推薦,3073,1.14%,,否
雲林縣,蘇治芬,1,女,1953,民主進步黨,229958,65.36%,*,是
雲林縣,吳威志,2,男,1965,中國國民黨,121832,34.63%,,否
嘉義縣,翁玉隆,1,男,1947,無黨籍及未經政黨推薦,2874,0.90%,,否
嘉義縣,翁重鈞,2,男,1955,中國國民黨,128973,40.66%,,否
嘉義縣,蕭登標,3,男,1957,無黨籍及未經政黨推薦,7955,2.50%,,否
嘉義縣,張花冠,4,女,1954,民主進步黨,177333,55.91%,*,否
屏東縣,曹啟鴻,1,男,1948,民主進步黨,270402,59.32%,*,是
屏東縣,周典論,2,男,1955,中國國民黨,185384,40.67%,,否
臺東縣,劉櫂豪,1,男,1967,民主進步黨,50802,47.40%,,否
臺東縣,黃健庭,2,男,1959,中國國民黨,56354,52.59%,*,否
花蓮縣,傅崐萁,1,男,1962,無黨籍及未經政黨推薦,85532,56.37%,*,否
花蓮縣,張志明,2,男,1964,無黨籍及未經政黨推薦,27595,18.18%,,否
花蓮縣,杜麗華,3,女,1961,中國國民黨,38603,25.44%,,否
澎湖縣,蔡見興,1,男,1952,民主進步黨,22069,48.07%,,否
澎湖縣,王乾發,2,男,1949,中國國民黨,22664,49.36%,*,是
澎湖縣,曾坤炳,3,男,1950,無黨籍及未經政黨推薦,1177,2.56%,,否
基隆市,林右昌,1,男,1971,民主進步黨,65673,42.08%,,否
基隆市,李步輝,2,男,1968,無黨籍及未經政黨推薦,4391,2.81%,,否
基隆市,張通榮,3,男,1949,中國國民黨,86001,55.10%,*,是
新竹市,許明財,1,男,1953,中國國民黨,92667,55.63%,*,否
新竹市,林修二,2,男,1941,無黨籍及未經政黨推薦,5074,3.04%,,否
新竹市,劉俊秀,3,男,1952,民主進步黨,68822,41.31%,,否
嘉義市,黃敏惠,1,女,1959,中國國民黨,69962,52.19%,*,是
嘉義市,林聖芬,2,女,1976,無黨籍及未經政黨推薦,2801,2.08%,,否
嘉義市,涂醒哲,3,男,1951,民主進步黨,61268,45.71%,,否
金門縣,梁國棟,1,男,1956,無黨籍及未經政黨推薦,245,0.64%,,否
金門縣,翁天慶,2,男,1953,無黨籍及未經政黨推薦,231,0.60%,,否
金門縣,楊榮祥,3,男,1953,無黨籍及未經政黨推薦,356,0.92%,,否
金門縣,吳成典,4,男,1957,無黨籍及未經政黨推薦,11501,30.04%,,否
金門縣,李沃士,5,男,1960,中國國民黨,14269,37.27%,*,否
金門縣,陳水在,6,男,1948,無黨籍及未經政黨推薦,11442,29.89%,,否
金門縣,許敬民,7,男,1949,無黨籍及未經政黨推薦,236,0.61%,,否
連江縣,楊綏生,1,男,1954,中國國民黨,3135,57.18%,*,否
連江縣,陳財能,2,男,1965,無黨籍及未經政黨推薦,78,1.42%,,否
連江縣,劉增應,3,男,1958,中國國民黨,2269,41.39%,,否
