地區,姓名,號次,得票數,得票率
臺北市第01選區士林區,謝維洲,1,11991,7.30%
臺北市第01選區士林區,賴素如,2,2685,1.63%
臺北市第01選區士林區,孫士堅,3,174,0.10%
臺北市第01選區士林區,潘懷宗,4,13421,8.17%
臺北市第01選區士林區,林瑞圖,5,7850,4.78%
臺北市第01選區士林區,周佳君,6,825,0.50%
臺北市第01選區士林區,王奕凱,7,3863,2.35%
臺北市第01選區士林區,王英文,8,236,0.14%
臺北市第01選區士林區,陳重文,9,3672,2.23%
臺北市第01選區士林區,黃平洋,10,6794,4.13%
臺北市第01選區士林區,王小玉,11,1232,0.75%
臺北市第01選區士林區,楊靜宇,12,6274,3.82%
臺北市第01選區士林區,汪志冰,13,8927,5.43%
臺北市第01選區士林區,林世宗,14,5127,3.12%
臺北市第01選區士林區,王威中,15,11092,6.75%
臺北市第01選區士林區,吳思瑤,16,9679,5.89%
臺北市第01選區士林區,陳建銘,17,13162,8.01%
臺北市第01選區士林區,何志偉,18,14943,9.10%
臺北市第01選區士林區,陳政忠,19,11892,7.24%
臺北市第01選區士林區,陳慈慧,20,14128,8.60%
臺北市第01選區士林區,吳碧珠,21,16180,9.85%
臺北市第01選區北投區,謝維洲,1,9696,6.84%
臺北市第01選區北投區,賴素如,2,4541,3.20%
臺北市第01選區北投區,孫士堅,3,1232,0.87%
臺北市第01選區北投區,潘懷宗,4,11767,8.31%
臺北市第01選區北投區,林瑞圖,5,12215,8.62%
臺北市第01選區北投區,周佳君,6,860,0.60%
臺北市第01選區北投區,王奕凱,7,4688,3.31%
臺北市第01選區北投區,王英文,8,281,0.19%
臺北市第01選區北投區,陳重文,9,9627,6.80%
臺北市第01選區北投區,黃平洋,10,4657,3.28%
臺北市第01選區北投區,王小玉,11,982,0.69%
臺北市第01選區北投區,楊靜宇,12,4264,3.01%
臺北市第01選區北投區,汪志冰,13,9094,6.42%
臺北市第01選區北投區,林世宗,14,7207,5.09%
臺北市第01選區北投區,王威中,15,9557,6.75%
臺北市第01選區北投區,吳思瑤,16,10623,7.50%
臺北市第01選區北投區,陳建銘,17,7790,5.50%
臺北市第01選區北投區,何志偉,18,11340,8.01%
臺北市第01選區北投區,陳政忠,19,4731,3.34%
臺北市第01選區北投區,陳慈慧,20,8560,6.04%
臺北市第01選區北投區,吳碧珠,21,7850,5.54%
臺北市第02選區南港區,許明偉,1,154,0.23%
臺北市第02選區南港區,陳義洲,2,1036,1.56%
臺北市第02選區南港區,趙家蓉,3,2711,4.08%
臺北市第02選區南港區,黃子哲,4,1537,2.31%
臺北市第02選區南港區,黃珊珊,5,6376,9.60%
臺北市第02選區南港區,王孝維,6,5684,8.56%
臺北市第02選區南港區,李彥秀,7,14594,21.98%
臺北市第02選區南港區,陳嘉霖,8,693,1.04%
臺北市第02選區南港區,余筱菁,9,1050,1.58%
臺北市第02選區南港區,闕枚莎,10,10214,15.38%
臺北市第02選區南港區,江志銘,11,4893,7.37%
臺北市第02選區南港區,吳世正,12,2870,4.32%
臺北市第02選區南港區,李建昌,13,5470,8.24%
臺北市第02選區南港區,高嘉瑜,14,9101,13.70%
臺北市第02選區內湖區,許明偉,1,343,0.22%
臺北市第02選區內湖區,陳義洲,2,16657,10.92%
臺北市第02選區內湖區,趙家蓉,3,7199,4.72%
臺北市第02選區內湖區,黃子哲,4,7843,5.14%
臺北市第02選區內湖區,黃珊珊,5,21644,14.19%
臺北市第02選區內湖區,王孝維,6,11717,7.68%
臺北市第02選區內湖區,李彥秀,7,10463,6.86%
臺北市第02選區內湖區,陳嘉霖,8,1773,1.16%
臺北市第02選區內湖區,余筱菁,9,2477,1.62%
臺北市第02選區內湖區,闕枚莎,10,9742,6.38%
臺北市第02選區內湖區,江志銘,11,9699,6.35%
臺北市第02選區內湖區,吳世正,12,15353,10.06%
臺北市第02選區內湖區,李建昌,13,12582,8.25%
臺北市第02選區內湖區,高嘉瑜,14,25016,16.40%
