地區,姓名,號次,得票數,得票率
臺北市第07選區松山區莊敬里第0522投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區莊敬里第0522投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區莊敬里第0523投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區莊敬里第0523投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區莊敬里第0524投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區莊敬里第0524投開票所,李芳儒,2,8,100.00%
臺北市第07選區松山區東榮里第0525投開票所,馬耀．谷木,1,1,25.00%
臺北市第07選區松山區東榮里第0525投開票所,李芳儒,2,3,75.00%
臺北市第07選區松山區東榮里第0526投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區東榮里第0526投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區東榮里第0527投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區東榮里第0527投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區東榮里第0528投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區東榮里第0528投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區東榮里第0529投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區東榮里第0529投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區三民里第0530投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區三民里第0530投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區三民里第0531投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區三民里第0531投開票所,李芳儒,2,6,100.00%
臺北市第07選區松山區三民里第0532投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區三民里第0532投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區三民里第0533投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區三民里第0533投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區新益里第0534投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區新益里第0534投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區新益里第0535投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區新益里第0535投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區新益里第0536投開票所,馬耀．谷木,1,2,28.57%
臺北市第07選區松山區新益里第0536投開票所,李芳儒,2,5,71.42%
臺北市第07選區松山區富錦里第0537投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區富錦里第0537投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區富錦里第0538投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區富錦里第0538投開票所,李芳儒,2,4,100.00%
臺北市第07選區松山區富錦里第0539投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區富錦里第0539投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區新東里第0540投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區新東里第0540投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區新東里第0541投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區新東里第0541投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區新東里第0542投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區新東里第0542投開票所,李芳儒,2,3,100.00%
臺北市第07選區松山區富泰里第0543投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區富泰里第0543投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區富泰里第0544投開票所,馬耀．谷木,1,3,100.00%
臺北市第07選區松山區富泰里第0544投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區富泰里第0545投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區富泰里第0545投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區介壽里第0546投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區介壽里第0546投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區介壽里第0547投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區介壽里第0547投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區介壽里第0548投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區介壽里第0548投開票所,李芳儒,2,4,100.00%
臺北市第07選區松山區精忠里第0549投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區精忠里第0549投開票所,李芳儒,2,3,100.00%
臺北市第07選區松山區精忠里第0550投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區精忠里第0550投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區精忠里第0551投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區精忠里第0551投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區東光里第0552投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區東光里第0552投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區東光里第0553投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區東光里第0553投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區東光里第0554投開票所,馬耀．谷木,1,1,25.00%
臺北市第07選區松山區東光里第0554投開票所,李芳儒,2,3,75.00%
臺北市第07選區松山區東光里第0555投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區東光里第0555投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區龍田里第0556投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區龍田里第0556投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區龍田里第0557投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區龍田里第0557投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區龍田里第0558投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區龍田里第0558投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區龍田里第0559投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區龍田里第0559投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區龍田里第0560投開票所,馬耀．谷木,1,1,20.00%
臺北市第07選區松山區龍田里第0560投開票所,李芳儒,2,4,80.00%
臺北市第07選區松山區龍田里第0561投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區龍田里第0561投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區東昌里第0562投開票所,馬耀．谷木,1,1,25.00%
臺北市第07選區松山區東昌里第0562投開票所,李芳儒,2,3,75.00%
臺北市第07選區松山區東昌里第0563投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區東昌里第0563投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區東勢里第0564投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區東勢里第0564投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區東勢里第0565投開票所,馬耀．谷木,1,2,25.00%
臺北市第07選區松山區東勢里第0565投開票所,李芳儒,2,6,75.00%
臺北市第07選區松山區東勢里第0566投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區東勢里第0566投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區中華里第0567投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區中華里第0567投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區中華里第0568投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區中華里第0568投開票所,李芳儒,2,3,100.00%
臺北市第07選區松山區中華里第0569投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區中華里第0569投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區中華里第0570投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區中華里第0570投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區民有里第0571投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區民有里第0571投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區民有里第0572投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區民有里第0572投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區民有里第0573投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區民有里第0573投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區民有里第0574投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區民有里第0574投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區民有里第0575投開票所,馬耀．谷木,1,1,20.00%
臺北市第07選區松山區民有里第0575投開票所,李芳儒,2,4,80.00%
臺北市第07選區松山區民福里第0576投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區民福里第0576投開票所,李芳儒,2,2,100.00%
臺北市第07選區松山區民福里第0577投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區民福里第0577投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區民福里第0578投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區民福里第0578投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區民福里第0579投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區民福里第0579投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區慈祐里第0582投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區慈祐里第0582投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區慈祐里第0583投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區慈祐里第0583投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區慈祐里第0584投開票所,馬耀．谷木,1,5,45.45%
臺北市第07選區松山區慈祐里第0584投開票所,李芳儒,2,6,54.54%
臺北市第07選區松山區安平里第0585投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區安平里第0585投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區安平里第0586投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區安平里第0586投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區安平里第0587投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區安平里第0587投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區安平里第0588投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區安平里第0588投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區安平里第0589投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區安平里第0589投開票所,李芳儒,2,7,100.00%
臺北市第07選區松山區鵬程里第0590投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區鵬程里第0590投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區鵬程里第0591投開票所,馬耀．谷木,1,0,0.00%
臺北市第07選區松山區鵬程里第0591投開票所,李芳儒,2,0,0.00%
臺北市第07選區松山區鵬程里第0592投開票所,馬耀．谷木,1,7,30.43%
