地區,姓名,號次,得票數,得票率
臺北市北投區建民里第0001投開票所,李應元,1,216,27.66%
臺北市北投區建民里第0001投開票所,馬英九,2,565,72.34%
臺北市北投區建民里第0002投開票所,李應元,1,488,54.77%
臺北市北投區建民里第0002投開票所,馬英九,2,403,45.23%
臺北市北投區建民里第0003投開票所,李應元,1,573,55.85%
臺北市北投區建民里第0003投開票所,馬英九,2,453,44.15%
臺北市北投區文林里第0004投開票所,李應元,1,616,47.46%
臺北市北投區文林里第0004投開票所,馬英九,2,682,52.54%
臺北市北投區文林里第0005投開票所,李應元,1,564,44.90%
臺北市北投區文林里第0005投開票所,馬英九,2,692,55.10%
臺北市北投區石牌里第0006投開票所,李應元,1,421,45.71%
臺北市北投區石牌里第0006投開票所,馬英九,2,500,54.29%
臺北市北投區石牌里第0007投開票所,李應元,1,452,42.52%
臺北市北投區石牌里第0007投開票所,馬英九,2,611,57.48%
臺北市北投區石牌里第0008投開票所,李應元,1,458,44.34%
臺北市北投區石牌里第0008投開票所,馬英九,2,575,55.66%
臺北市北投區福興里第0009投開票所,李應元,1,536,41.29%
臺北市北投區福興里第0009投開票所,馬英九,2,762,58.71%
臺北市北投區福興里第0010投開票所,李應元,1,598,46.14%
臺北市北投區福興里第0010投開票所,馬英九,2,698,53.86%
臺北市北投區福興里第0011投開票所,李應元,1,499,37.43%
臺北市北投區福興里第0011投開票所,馬英九,2,834,62.57%
臺北市北投區榮光里第0012投開票所,李應元,1,420,42.64%
臺北市北投區榮光里第0012投開票所,馬英九,2,565,57.36%
臺北市北投區榮光里第0013投開票所,李應元,1,415,42.35%
臺北市北投區榮光里第0013投開票所,馬英九,2,565,57.65%
臺北市北投區榮光里第0014投開票所,李應元,1,422,38.93%
臺北市北投區榮光里第0014投開票所,馬英九,2,662,61.07%
臺北市北投區榮光里第0015投開票所,李應元,1,290,32.15%
臺北市北投區榮光里第0015投開票所,馬英九,2,612,67.85%
臺北市北投區榮華里第0016投開票所,李應元,1,328,33.81%
臺北市北投區榮華里第0016投開票所,馬英九,2,642,66.19%
臺北市北投區榮華里第0017投開票所,李應元,1,281,34.06%
臺北市北投區榮華里第0017投開票所,馬英九,2,544,65.94%
臺北市北投區榮華里第0018投開票所,李應元,1,415,39.94%
臺北市北投區榮華里第0018投開票所,馬英九,2,624,60.06%
臺北市北投區榮華里第0019投開票所,李應元,1,478,38.89%
臺北市北投區榮華里第0019投開票所,馬英九,2,751,61.11%
臺北市北投區裕民里第0020投開票所,李應元,1,480,38.10%
臺北市北投區裕民里第0020投開票所,馬英九,2,780,61.90%
臺北市北投區裕民里第0021投開票所,李應元,1,492,36.69%
臺北市北投區裕民里第0021投開票所,馬英九,2,849,63.31%
臺北市北投區裕民里第0022投開票所,李應元,1,513,40.88%
臺北市北投區裕民里第0022投開票所,馬英九,2,742,59.12%
臺北市北投區振華里第0023投開票所,李應元,1,385,33.39%
臺北市北投區振華里第0023投開票所,馬英九,2,768,66.61%
臺北市北投區振華里第0024投開票所,李應元,1,450,36.82%
臺北市北投區振華里第0024投開票所,馬英九,2,772,63.18%
臺北市北投區振華里第0025投開票所,李應元,1,393,38.80%
臺北市北投區振華里第0025投開票所,馬英九,2,620,61.20%
臺北市北投區振華里第0026投開票所,李應元,1,427,40.40%
臺北市北投區振華里第0026投開票所,馬英九,2,630,59.60%
臺北市北投區永和里第0027投開票所,李應元,1,478,44.14%
臺北市北投區永和里第0027投開票所,馬英九,2,605,55.86%
臺北市北投區永和里第0028投開票所,李應元,1,464,38.41%
臺北市北投區永和里第0028投開票所,馬英九,2,744,61.59%
臺北市北投區永和里第0029投開票所,李應元,1,468,39.86%
臺北市北投區永和里第0029投開票所,馬英九,2,706,60.14%
臺北市北投區永和里第0030投開票所,李應元,1,326,35.82%
臺北市北投區永和里第0030投開票所,馬英九,2,584,64.18%
臺北市北投區永欣里第0031投開票所,李應元,1,289,26.06%
臺北市北投區永欣里第0031投開票所,馬英九,2,820,73.94%
臺北市北投區永欣里第0032投開票所,李應元,1,416,34.13%
臺北市北投區永欣里第0032投開票所,馬英九,2,803,65.87%
臺北市北投區永欣里第0033投開票所,李應元,1,363,29.23%
臺北市北投區永欣里第0033投開票所,馬英九,2,879,70.77%
臺北市北投區永明里第0034投開票所,李應元,1,325,37.62%
臺北市北投區永明里第0034投開票所,馬英九,2,539,62.38%
臺北市北投區永明里第0035投開票所,李應元,1,302,31.69%
臺北市北投區永明里第0035投開票所,馬英九,2,651,68.31%
臺北市北投區永明里第0036投開票所,李應元,1,328,42.49%
臺北市北投區永明里第0036投開票所,馬英九,2,444,57.51%
臺北市北投區東華里第0037投開票所,李應元,1,518,36.69%
臺北市北投區東華里第0037投開票所,馬英九,2,894,63.31%
臺北市北投區東華里第0038投開票所,李應元,1,428,32.57%
臺北市北投區東華里第0038投開票所,馬英九,2,886,67.43%
臺北市北投區吉利里第0039投開票所,李應元,1,304,24.60%
臺北市北投區吉利里第0039投開票所,馬英九,2,932,75.40%
臺北市北投區吉利里第0040投開票所,李應元,1,420,35.18%
臺北市北投區吉利里第0040投開票所,馬英九,2,774,64.82%
臺北市北投區吉利里第0041投開票所,李應元,1,478,37.82%
臺北市北投區吉利里第0041投開票所,馬英九,2,786,62.18%
臺北市北投區吉慶里第0042投開票所,李應元,1,464,46.82%
臺北市北投區吉慶里第0042投開票所,馬英九,2,527,53.18%
臺北市北投區吉慶里第0043投開票所,李應元,1,409,43.28%
臺北市北投區吉慶里第0043投開票所,馬英九,2,536,56.72%
臺北市北投區吉慶里第0044投開票所,李應元,1,431,41.84%
臺北市北投區吉慶里第0044投開票所,馬英九,2,599,58.16%
臺北市北投區尊賢里第0045投開票所,李應元,1,428,43.23%
臺北市北投區尊賢里第0045投開票所,馬英九,2,562,56.77%
臺北市北投區尊賢里第0046投開票所,李應元,1,367,40.91%
臺北市北投區尊賢里第0046投開票所,馬英九,2,530,59.09%
臺北市北投區尊賢里第0047投開票所,李應元,1,430,48.26%
臺北市北投區尊賢里第0047投開票所,馬英九,2,461,51.74%
臺北市北投區立賢里第0048投開票所,李應元,1,501,42.21%
臺北市北投區立賢里第0048投開票所,馬英九,2,686,57.79%
臺北市北投區立賢里第0049投開票所,李應元,1,388,40.37%
臺北市北投區立賢里第0049投開票所,馬英九,2,573,59.63%
臺北市北投區立賢里第0050投開票所,李應元,1,307,37.12%
臺北市北投區立賢里第0050投開票所,馬英九,2,520,62.88%
臺北市北投區立農里第0051投開票所,李應元,1,452,39.72%
臺北市北投區立農里第0051投開票所,馬英九,2,686,60.28%
臺北市北投區立農里第0052投開票所,李應元,1,499,39.35%
臺北市北投區立農里第0052投開票所,馬英九,2,769,60.65%
臺北市北投區立農里第0053投開票所,李應元,1,555,46.80%
臺北市北投區立農里第0053投開票所,馬英九,2,631,53.20%
臺北市北投區立農里第0054投開票所,李應元,1,549,44.31%
臺北市北投區立農里第0054投開票所,馬英九,2,690,55.69%
臺北市北投區八仙里第0055投開票所,李應元,1,587,45.02%
臺北市北投區八仙里第0055投開票所,馬英九,2,717,54.98%
臺北市北投區八仙里第0056投開票所,李應元,1,221,30.61%
臺北市北投區八仙里第0056投開票所,馬英九,2,501,69.39%
臺北市北投區八仙里第0057投開票所,李應元,1,416,57.78%
臺北市北投區八仙里第0057投開票所,馬英九,2,304,42.22%
臺北市北投區洲美里第0058投開票所,李應元,1,601,56.54%
臺北市北投區洲美里第0058投開票所,馬英九,2,462,43.46%
臺北市北投區奇岩里第0059投開票所,李應元,1,539,43.29%
臺北市北投區奇岩里第0059投開票所,馬英九,2,706,56.71%
臺北市北投區奇岩里第0060投開票所,李應元,1,460,35.28%
臺北市北投區奇岩里第0060投開票所,馬英九,2,844,64.72%
臺北市北投區奇岩里第0061投開票所,李應元,1,537,38.83%
臺北市北投區奇岩里第0061投開票所,馬英九,2,846,61.17%
臺北市北投區奇岩里第0062投開票所,李應元,1,545,41.79%
臺北市北投區奇岩里第0062投開票所,馬英九,2,759,58.21%
臺北市北投區清江里第0063投開票所,李應元,1,493,43.82%
臺北市北投區清江里第0063投開票所,馬英九,2,632,56.18%
臺北市北投區清江里第0064投開票所,李應元,1,615,42.98%
臺北市北投區清江里第0064投開票所,馬英九,2,816,57.02%
臺北市北投區清江里第0065投開票所,李應元,1,427,35.61%
臺北市北投區清江里第0065投開票所,馬英九,2,772,64.39%
臺北市北投區清江里第0066投開票所,李應元,1,603,49.59%
臺北市北投區清江里第0066投開票所,馬英九,2,613,50.41%
臺北市北投區中央里第0067投開票所,李應元,1,506,46.46%
臺北市北投區中央里第0067投開票所,馬英九,2,583,53.54%
臺北市北投區中央里第0068投開票所,李應元,1,481,45.21%
臺北市北投區中央里第0068投開票所,馬英九,2,583,54.79%
臺北市北投區中央里第0069投開票所,李應元,1,421,42.23%
臺北市北投區中央里第0069投開票所,馬英九,2,576,57.77%
臺北市北投區中央里第0070投開票所,李應元,1,461,43.99%
臺北市北投區中央里第0070投開票所,馬英九,2,587,56.01%
臺北市北投區長安里第0071投開票所,李應元,1,459,40.12%
臺北市北投區長安里第0071投開票所,馬英九,2,685,59.88%
臺北市北投區長安里第0072投開票所,李應元,1,422,41.70%
臺北市北投區長安里第0072投開票所,馬英九,2,590,58.30%
臺北市北投區長安里第0073投開票所,李應元,1,430,41.39%
臺北市北投區長安里第0073投開票所,馬英九,2,609,58.61%
臺北市北投區大同里第0074投開票所,李應元,1,518,47.70%
臺北市北投區大同里第0074投開票所,馬英九,2,568,52.30%
臺北市北投區大同里第0075投開票所,李應元,1,531,43.38%
臺北市北投區大同里第0075投開票所,馬英九,2,693,56.62%
臺北市北投區大同里第0076投開票所,李應元,1,435,41.63%
臺北市北投區大同里第0076投開票所,馬英九,2,610,58.37%
臺北市北投區溫泉里第0077投開票所,李應元,1,547,44.62%
臺北市北投區溫泉里第0077投開票所,馬英九,2,679,55.38%
臺北市北投區溫泉里第0078投開票所,李應元,1,410,36.22%
臺北市北投區溫泉里第0078投開票所,馬英九,2,722,63.78%
臺北市北投區溫泉里第0079投開票所,李應元,1,447,37.50%
臺北市北投區溫泉里第0079投開票所,馬英九,2,745,62.50%
臺北市北投區林泉里第0080投開票所,李應元,1,152,17.82%
臺北市北投區林泉里第0080投開票所,馬英九,2,701,82.18%
臺北市北投區林泉里第0081投開票所,李應元,1,357,37.58%
臺北市北投區林泉里第0081投開票所,馬英九,2,593,62.42%
臺北市北投區中心里第0082投開票所,李應元,1,304,30.31%
臺北市北投區中心里第0082投開票所,馬英九,2,699,69.69%
臺北市北投區中心里第0083投開票所,李應元,1,404,37.30%
臺北市北投區中心里第0083投開票所,馬英九,2,679,62.70%
臺北市北投區中心里第0084投開票所,李應元,1,422,41.09%
臺北市北投區中心里第0084投開票所,馬英九,2,605,58.91%
臺北市北投區中庸里第0085投開票所,李應元,1,474,42.13%
臺北市北投區中庸里第0085投開票所,馬英九,2,651,57.87%
臺北市北投區中庸里第0086投開票所,李應元,1,566,42.62%
