地區,姓名,號次,得票數,得票率
臺北市第01選區北投區建民里,陳國棟,1,14,0.63%
臺北市第01選區北投區建民里,張耀華,2,0,0.00%
臺北市第01選區北投區建民里,陳建銘,3,287,12.99%
臺北市第01選區北投區建民里,吳碧珠,4,146,6.61%
臺北市第01選區北投區建民里,林瑞圖,5,178,8.05%
臺北市第01選區北投區建民里,陳壽彭,6,86,3.89%
臺北市第01選區北投區建民里,王育誠,7,61,2.76%
臺北市第01選區北投區建民里,邱志山,8,7,0.32%
臺北市第01選區北投區建民里,潘懷宗,9,88,3.98%
臺北市第01選區北投區建民里,許博喬,10,9,0.41%
臺北市第01選區北投區建民里,賴素如,11,260,11.76%
臺北市第01選區北投區建民里,莊瑞雄,12,278,12.58%
臺北市第01選區北投區建民里,張聿文,13,10,0.45%
臺北市第01選區北投區建民里,陳碧峰,14,80,3.62%
臺北市第01選區北投區建民里,陳政忠,15,68,3.08%
臺北市第01選區北投區建民里,許純美,16,7,0.32%
臺北市第01選區北投區建民里,呂瀅瀅,17,107,4.84%
臺北市第01選區北投區建民里,汪志冰,18,83,3.76%
臺北市第01選區北投區文林里,陳國棟,1,17,0.71%
臺北市第01選區北投區文林里,張耀華,2,0,0.00%
臺北市第01選區北投區文林里,陳建銘,3,239,9.92%
臺北市第01選區北投區文林里,吳碧珠,4,143,5.93%
臺北市第01選區北投區文林里,林瑞圖,5,152,6.31%
臺北市第01選區北投區文林里,陳壽彭,6,111,4.61%
臺北市第01選區北投區文林里,王育誠,7,51,2.12%
臺北市第01選區北投區文林里,邱志山,8,4,0.17%
臺北市第01選區北投區文林里,潘懷宗,9,143,5.93%
臺北市第01選區北投區文林里,許博喬,10,5,0.21%
臺北市第01選區北投區文林里,賴素如,11,378,15.68%
臺北市第01選區北投區文林里,莊瑞雄,12,256,10.62%
臺北市第01選區北投區文林里,張聿文,13,13,0.54%
臺北市第01選區北投區文林里,陳碧峰,14,137,5.68%
臺北市第01選區北投區文林里,陳政忠,15,64,2.66%
臺北市第01選區北投區文林里,許純美,16,7,0.29%
臺北市第01選區北投區文林里,呂瀅瀅,17,135,5.60%
臺北市第01選區北投區文林里,汪志冰,18,172,7.14%
臺北市第01選區北投區石牌里,陳國棟,1,17,0.60%
臺北市第01選區北投區石牌里,張耀華,2,2,0.07%
臺北市第01選區北投區石牌里,陳建銘,3,256,9.11%
臺北市第01選區北投區石牌里,吳碧珠,4,172,6.12%
臺北市第01選區北投區石牌里,林瑞圖,5,199,7.08%
臺北市第01選區北投區石牌里,陳壽彭,6,107,3.81%
臺北市第01選區北投區石牌里,王育誠,7,57,2.03%
臺北市第01選區北投區石牌里,邱志山,8,2,0.07%
臺北市第01選區北投區石牌里,潘懷宗,9,139,4.95%
臺北市第01選區北投區石牌里,許博喬,10,6,0.21%
臺北市第01選區北投區石牌里,賴素如,11,562,20.00%
臺北市第01選區北投區石牌里,莊瑞雄,12,347,12.35%
臺北市第01選區北投區石牌里,張聿文,13,20,0.71%
臺北市第01選區北投區石牌里,陳碧峰,14,124,4.41%
臺北市第01選區北投區石牌里,陳政忠,15,81,2.88%
臺北市第01選區北投區石牌里,許純美,16,10,0.36%
臺北市第01選區北投區石牌里,呂瀅瀅,17,167,5.94%
臺北市第01選區北投區石牌里,汪志冰,18,157,5.59%
臺北市第01選區北投區福興里,陳國棟,1,31,0.82%
臺北市第01選區北投區福興里,張耀華,2,0,0.00%
臺北市第01選區北投區福興里,陳建銘,3,286,7.59%
臺北市第01選區北投區福興里,吳碧珠,4,231,6.13%
臺北市第01選區北投區福興里,林瑞圖,5,257,6.82%
臺北市第01選區北投區福興里,陳壽彭,6,177,4.70%
臺北市第01選區北投區福興里,王育誠,7,86,2.28%
臺北市第01選區北投區福興里,邱志山,8,6,0.16%
臺北市第01選區北投區福興里,潘懷宗,9,222,5.89%
臺北市第01選區北投區福興里,許博喬,10,7,0.19%
臺北市第01選區北投區福興里,賴素如,11,774,20.55%
臺北市第01選區北投區福興里,莊瑞雄,12,312,8.28%
臺北市第01選區北投區福興里,張聿文,13,22,0.58%
