地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
連江縣南竿鄉第01選區,楊清宇,1,男,1974,中國國民黨,379,10.17%,*,否
連江縣南竿鄉第01選區,陳其平,2,男,1968,中國國民黨,558,14.98%,*,是
連江縣南竿鄉第01選區,楊水英,3,女,1961,中國國民黨,293,7.86%,!,是
連江縣南竿鄉第01選區,饒瑞香,4,女,1961,無黨籍及未經政黨推薦,286,7.68%,,否
連江縣南竿鄉第01選區,曹爾淼,5,男,1976,中國國民黨,527,14.15%,*,是
連江縣南竿鄉第01選區,陳志華,6,男,1957,中國國民黨,398,10.69%,*,是
連江縣南竿鄉第01選區,王志英,7,男,1960,中華統一促進黨,93,2.49%,,否
連江縣南竿鄉第01選區,李忠堅,8,男,1970,中國國民黨,444,11.92%,*,否
連江縣南竿鄉第01選區,陳錦泰,9,男,1970,中國國民黨,325,8.72%,-,是
連江縣南竿鄉第01選區,林紹馨,10,男,1973,無黨籍及未經政黨推薦,420,11.28%,*,是
連江縣北竿鄉第01選區,曹庭,1,女,1967,無黨籍及未經政黨推薦,115,8.73%,,否
連江縣北竿鄉第01選區,林加友,2,男,1963,中國國民黨,168,12.76%,*,否
連江縣北竿鄉第01選區,陳蕊金,3,女,1955,中國國民黨,197,14.96%,*,是
連江縣北竿鄉第01選區,王建華,4,男,1975,中國國民黨,262,19.90%,*,是
連江縣北竿鄉第01選區,邱德寶,5,男,1964,中國國民黨,209,15.88%,*,是
連江縣北竿鄉第01選區,王珠英,6,女,1958,無黨籍及未經政黨推薦,214,16.26%,*,是
連江縣北竿鄉第01選區,林靜慧,7,女,1969,無黨籍及未經政黨推薦,151,11.47%,,否
連江縣莒光鄉第01選區,曹端陽,1,男,1965,中國國民黨,146,18.79%,*,否
連江縣莒光鄉第01選區,王秀金,2,女,1955,中國國民黨,142,18.27%,*,否
連江縣莒光鄉第01選區,劉灼仙,3,女,1962,中國國民黨,100,12.87%,,否
連江縣莒光鄉第01選區,陳樂禮,4,男,1972,中國國民黨,144,18.53%,*,是
連江縣莒光鄉第01選區,林宏豫,5,男,1972,無黨籍及未經政黨推薦,132,16.98%,*,是
連江縣莒光鄉第01選區,劉宜臺,6,男,1956,中國國民黨,113,14.54%,*,是
連江縣東引鄉第01選區,王禮翼,1,男,1970,無黨籍及未經政黨推薦,90,11.15%,,否
連江縣東引鄉第01選區,劉家發,2,男,1954,無黨籍及未經政黨推薦,129,15.98%,*,是
連江縣東引鄉第01選區,陳子驎,3,男,1984,中國國民黨,161,19.95%,*,是
連江縣東引鄉第01選區,王維德,4,男,1972,中國國民黨,156,19.33%,*,否
連江縣東引鄉第01選區,林瑞璇,5,女,1982,無黨籍及未經政黨推薦,98,12.14%,*,否
連江縣東引鄉第01選區,張雪華,6,女,1961,中國國民黨,173,21.43%,*,是
金門縣金城鎮第01選區,倪于媃,1,女,1962,中國國民黨,950,6.62%,*,是
金門縣金城鎮第01選區,李玉葉,2,女,1953,中國國民黨,336,2.34%,,是
金門縣金城鎮第01選區,許伯玉,3,男,1978,無黨籍及未經政黨推薦,588,4.10%,,否
金門縣金城鎮第01選區,張含麗,4,女,1948,中國國民黨,1110,7.74%,*,是
金門縣金城鎮第01選區,翁沂杰,5,女,1974,無黨籍及未經政黨推薦,694,4.84%,,否
金門縣金城鎮第01選區,郭永隆,6,男,1957,中國國民黨,946,6.60%,*,是
金門縣金城鎮第01選區,李錫瑜,7,男,1964,中國國民黨,1163,8.11%,*,是
金門縣金城鎮第01選區,許淑慧,8,女,1952,中國國民黨,593,4.13%,,否
金門縣金城鎮第01選區,陳天成,9,男,1947,中國國民黨,1480,10.32%,*,是
金門縣金城鎮第01選區,翁根龍,10,男,1964,無黨籍及未經政黨推薦,1046,7.29%,*,是
金門縣金城鎮第01選區,王香蘭,11,女,1953,親民黨,254,1.77%,,否
金門縣金城鎮第01選區,許惠玲,12,女,1973,無黨籍及未經政黨推薦,1158,8.08%,*,是
金門縣金城鎮第01選區,林金英,13,女,1965,中國國民黨,1529,10.66%,*,否
金門縣金城鎮第01選區,蘇碧浯,14,女,1956,無黨籍及未經政黨推薦,869,6.06%,*,是
金門縣金城鎮第01選區,鄭志軍,15,男,1983,無黨籍及未經政黨推薦,799,5.57%,*,是
金門縣金城鎮第01選區,胡凱宇,16,男,1986,中國國民黨,816,5.69%,*,否
金門縣金沙鎮第01選區,王石堆,1,男,1965,中國國民黨,946,14.16%,*,是
金門縣金沙鎮第01選區,王秀玉,2,女,1968,中國國民黨,774,11.58%,*,是
金門縣金沙鎮第01選區,吳有家,3,男,1964,中國國民黨,601,8.99%,*,是
金門縣金沙鎮第01選區,蔡連進,4,男,1962,無黨籍及未經政黨推薦,178,2.66%,,否
金門縣金沙鎮第01選區,蔡寶愛,5,女,1947,中國國民黨,810,12.12%,*,是
金門縣金沙鎮第01選區,黃奕焮,6,男,1959,中國國民黨,861,12.89%,*,是
金門縣金沙鎮第01選區,黃聰成,7,男,1955,中國國民黨,606,9.07%,*,是
金門縣金沙鎮第01選區,周水土,8,男,1951,中國國民黨,861,12.89%,*,是
金門縣金沙鎮第01選區,黃仁德,9,男,1966,中國國民黨,219,3.27%,,否
金門縣金沙鎮第01選區,黃漢強,10,男,1955,中國國民黨,267,3.99%,,否
金門縣金沙鎮第01選區,陳應超,11,男,1966,無黨籍及未經政黨推薦,556,8.32%,,否
金門縣金湖鎮第01選區,陳水德,1,男,1956,無黨籍及未經政黨推薦,840,8.84%,*,是
金門縣金湖鎮第01選區,陳忠飛,2,男,1956,無黨籍及未經政黨推薦,681,7.17%,-,否
金門縣金湖鎮第01選區,蔡乃靖,3,男,1973,中國國民黨,961,10.12%,*,是
金門縣金湖鎮第01選區,呂世榮,4,男,1957,中國國民黨,519,5.46%,,否
金門縣金湖鎮第01選區,楊玉樹,5,男,1970,無黨籍及未經政黨推薦,377,3.97%,,否
金門縣金湖鎮第01選區,林麗芬,6,女,1962,中國國民黨,393,4.13%,!,是
金門縣金湖鎮第01選區,陳向鑫,7,男,1977,中國國民黨,909,9.57%,*,否
金門縣金湖鎮第01選區,李秀華,8,女,1958,中國國民黨,581,6.11%,*,是
金門縣金湖鎮第01選區,謝鴻儒,9,男,1941,中國國民黨,1064,11.20%,*,是
金門縣金湖鎮第01選區,關志武,10,男,1969,無黨籍及未經政黨推薦,896,9.43%,*,否
金門縣金湖鎮第01選區,呂瑞泰,11,男,1962,中國國民黨,946,9.96%,*,是
金門縣金湖鎮第01選區,洪海水,12,男,1971,民主進步黨,491,5.17%,,否
金門縣金湖鎮第01選區,蔡建立,13,男,1973,無黨籍及未經政黨推薦,838,8.82%,*,否
金門縣金寧鄉第01選區,李開陣,1,男,1958,中國國民黨,1279,13.73%,*,是
金門縣金寧鄉第01選區,辛愛華,2,女,1944,中國國民黨,979,10.51%,*,是
金門縣金寧鄉第01選區,林金月,3,女,1975,無黨籍及未經政黨推薦,865,9.28%,*,否
金門縣金寧鄉第01選區,翁文雅,4,男,1955,無黨籍及未經政黨推薦,699,7.50%,,是
金門縣金寧鄉第01選區,莊振興,5,男,1954,中國國民黨,623,6.69%,,否
金門縣金寧鄉第01選區,陳成泉,6,男,1966,中國國民黨,934,10.03%,*,是
金門縣金寧鄉第01選區,陳菁芬,7,女,1975,無黨籍及未經政黨推薦,385,4.13%,,否
金門縣金寧鄉第01選區,楊水信,8,男,1960,中國國民黨,1066,11.44%,*,是
金門縣金寧鄉第01選區,陳秀金,9,女,1960,中國國民黨,761,8.17%,*,否
金門縣金寧鄉第01選區,李正騰,10,男,1968,中國國民黨,963,10.34%,*,是
金門縣金寧鄉第01選區,翁明惠,11,女,1969,中國國民黨,758,8.14%,*,否
金門縣烈嶼鄉第01選區,方水萬,1,男,1945,無黨籍及未經政黨推薦,521,11.87%,*,是
金門縣烈嶼鄉第01選區,洪若珊,2,女,1978,中國國民黨,767,17.48%,*,是
金門縣烈嶼鄉第01選區,方駿洋,3,男,1967,中國國民黨,588,13.40%,*,否
金門縣烈嶼鄉第01選區,洪雅明,4,男,1966,無黨籍及未經政黨推薦,456,10.39%,*,否
金門縣烈嶼鄉第01選區,吳福全,5,男,1962,中國國民黨,452,10.30%,*,是
金門縣烈嶼鄉第01選區,洪燕玉,6,女,1963,無黨籍及未經政黨推薦,600,13.67%,*,否
金門縣烈嶼鄉第01選區,林益宏,7,男,1960,無黨籍及未經政黨推薦,57,1.29%,,否
金門縣烈嶼鄉第01選區,陳秀治,8,女,1952,中國國民黨,509,11.60%,*,否
金門縣烈嶼鄉第01選區,林長征,9,男,1972,中國國民黨,436,9.94%,,是
金門縣烏坵鄉第01選區,蔡福春,1,男,1964,無黨籍及未經政黨推薦,15,4.36%,,是
金門縣烏坵鄉第01選區,李毅強,2,男,1953,無黨籍及未經政黨推薦,28,8.13%,,否
金門縣烏坵鄉第01選區,黃金揚,3,男,1960,無黨籍及未經政黨推薦,86,25.00%,*,否
金門縣烏坵鄉第01選區,蔡金照,4,男,1958,無黨籍及未經政黨推薦,115,33.43%,*,是
金門縣烏坵鄉第01選區,陳興坵,5,男,1954,中國國民黨,100,29.06%,*,否
宜蘭縣宜蘭市第01選區,陳煌治,1,男,1956,無黨籍及未經政黨推薦,195,1.58%,,否
宜蘭縣宜蘭市第01選區,游國良,2,男,1979,民主進步黨,2461,20.04%,*,是
宜蘭縣宜蘭市第01選區,莊秋亮,3,男,1950,無黨籍及未經政黨推薦,1531,12.47%,,是
宜蘭縣宜蘭市第01選區,林麗,4,女,1970,無黨籍及未經政黨推薦,2091,17.03%,*,否
宜蘭縣宜蘭市第01選區,陳美玲,5,女,1965,中國國民黨,2216,18.05%,*,是
宜蘭縣宜蘭市第01選區,郭燈和,6,男,1957,中國國民黨,1808,14.72%,*,是
宜蘭縣宜蘭市第01選區,張榮輝,7,男,1959,無黨籍及未經政黨推薦,1974,16.08%,*,是
宜蘭縣宜蘭市第02選區,林飛身,1,男,1965,中國國民黨,4692,49.48%,*,是
宜蘭縣宜蘭市第02選區,吳建基,2,男,1962,無黨籍及未經政黨推薦,1855,19.56%,*,是
宜蘭縣宜蘭市第02選區,余溪明,3,男,1957,民主進步黨,2934,30.94%,*,是
宜蘭縣宜蘭市第03選區,李孟潔,1,女,1963,無黨籍及未經政黨推薦,4929,37.04%,*,是
宜蘭縣宜蘭市第03選區,鄭吳阿霞,2,女,1958,中國國民黨,2599,19.53%,*,否
宜蘭縣宜蘭市第03選區,林柏男,3,男,1965,無黨籍及未經政黨推薦,1518,11.40%,*,否
宜蘭縣宜蘭市第03選區,唐璟誼,4,男,1962,民主進步黨,2474,18.59%,*,否
宜蘭縣宜蘭市第03選區,王阿水,5,男,1946,無黨籍及未經政黨推薦,1787,13.42%,*,是
宜蘭縣宜蘭市第04選區,林泳和,1,男,1957,民主進步黨,2617,26.31%,*,否
宜蘭縣宜蘭市第04選區,林智勇,2,男,1974,無黨籍及未經政黨推薦,3259,32.77%,*,是
宜蘭縣宜蘭市第04選區,陳明鍾,3,男,1952,中國國民黨,837,8.41%,,是
宜蘭縣宜蘭市第04選區,何光榮,4,男,1944,無黨籍及未經政黨推薦,1278,12.85%,,是
宜蘭縣宜蘭市第04選區,康思源,5,男,1974,無黨籍及未經政黨推薦,1953,19.63%,*,否
宜蘭縣羅東鎮第01選區,李錫欽,1,男,1950,民主進步黨,2638,56.12%,*,否
宜蘭縣羅東鎮第01選區,黃泰坤,2,男,1949,中國國民黨,2062,43.87%,*,是
宜蘭縣羅東鎮第02選區,林聰文,1,男,1956,無黨籍及未經政黨推薦,1661,26.66%,*,否
宜蘭縣羅東鎮第02選區,何建東,2,男,1969,中國國民黨,2205,35.40%,*,是
宜蘭縣羅東鎮第02選區,游德全,3,男,1940,中國國民黨,1147,18.41%,,是
宜蘭縣羅東鎮第02選區,賴雲木,4,男,1968,民主進步黨,1215,19.50%,,否
宜蘭縣羅東鎮第03選區,張榮華,1,男,1952,無黨籍及未經政黨推薦,1364,12.78%,*,是
宜蘭縣羅東鎮第03選區,謝家倫,2,男,1985,民主進步黨,2109,19.77%,*,否
宜蘭縣羅東鎮第03選區,呂惠卿,3,女,1970,民主進步黨,2136,20.02%,*,否
宜蘭縣羅東鎮第03選區,陳世揚,4,男,1949,無黨籍及未經政黨推薦,351,3.29%,,否
宜蘭縣羅東鎮第03選區,陳司衡,5,男,1966,民主進步黨,1096,10.27%,,是
宜蘭縣羅東鎮第03選區,莊漢源,6,男,1966,中國國民黨,1259,11.80%,*,否
宜蘭縣羅東鎮第03選區,賴秀鑾,7,女,1956,民主進步黨,1247,11.69%,,否
宜蘭縣羅東鎮第03選區,陳順益,8,男,1966,中國國民黨,1105,10.35%,,是
宜蘭縣羅東鎮第04選區,林美滿,1,女,1957,民主進步黨,2168,18.54%,*,是
宜蘭縣羅東鎮第04選區,李錫参,2,男,1953,民主進步黨,1854,15.85%,*,否
宜蘭縣羅東鎮第04選區,劉承賓,3,男,1968,中國國民黨,1737,14.85%,*,是
宜蘭縣羅東鎮第04選區,許俊仁,4,男,1977,民主進步黨,2626,22.45%,*,是
宜蘭縣羅東鎮第04選區,黃玉琴,5,女,1953,中國國民黨,1623,13.88%,,否
宜蘭縣羅東鎮第04選區,楊振益,6,男,1954,無黨籍及未經政黨推薦,1685,14.41%,*,是
宜蘭縣蘇澳鎮第01選區,張竣喨,1,男,1952,無黨籍及未經政黨推薦,400,33.89%,,否
宜蘭縣蘇澳鎮第01選區,吳慶賢,2,男,1966,無黨籍及未經政黨推薦,780,66.10%,*,是
宜蘭縣蘇澳鎮第02選區,李茂豐,1,男,1957,無黨籍及未經政黨推薦,2019,41.33%,*,否
宜蘭縣蘇澳鎮第02選區,洪秀璪,2,女,1950,中國國民黨,1140,23.34%,,是
宜蘭縣蘇澳鎮第02選區,曾太山,3,男,1959,無黨籍及未經政黨推薦,1725,35.31%,*,是
宜蘭縣蘇澳鎮第03選區,黃琇蓉,1,女,1969,無黨籍及未經政黨推薦,914,11.20%,,否
宜蘭縣蘇澳鎮第03選區,陳萬仁,2,男,1964,無黨籍及未經政黨推薦,1616,19.81%,*,否
宜蘭縣蘇澳鎮第03選區,張美皇,3,女,1950,無黨籍及未經政黨推薦,1409,17.27%,*,是
宜蘭縣蘇澳鎮第03選區,林中亮,4,男,1983,民主進步黨,678,8.31%,,否
宜蘭縣蘇澳鎮第03選區,陳錦添,5,男,1958,民主進步黨,971,11.90%,,否
宜蘭縣蘇澳鎮第03選區,張正義,6,男,1943,中國國民黨,1369,16.78%,*,是
宜蘭縣蘇澳鎮第03選區,黃漢宗,7,男,1951,中國國民黨,1200,14.71%,*,否
宜蘭縣蘇澳鎮第04選區,陳志明,1,男,1956,民主進步黨,1700,17.79%,*,是
宜蘭縣蘇澳鎮第04選區,林森豪,2,男,1960,無黨籍及未經政黨推薦,2051,21.46%,*,否
宜蘭縣蘇澳鎮第04選區,陳映蓉,3,女,1971,無黨籍及未經政黨推薦,1626,17.01%,,是
宜蘭縣蘇澳鎮第04選區,王明義,4,男,1954,無黨籍及未經政黨推薦,2056,21.51%,*,否
宜蘭縣蘇澳鎮第04選區,吳淑貞,5,女,1969,民主進步黨,2121,22.20%,*,否
宜蘭縣頭城鎮第01選區,林張秀娥,1,女,1955,無黨籍及未經政黨推薦,1949,37.56%,*,否
宜蘭縣頭城鎮第01選區,林錦梅,2,女,1955,無黨籍及未經政黨推薦,851,16.40%,*,是
宜蘭縣頭城鎮第01選區,林樂賜,3,男,1950,中國國民黨,1106,21.31%,*,是
宜蘭縣頭城鎮第01選區,林坤樹,4,男,1959,無黨籍及未經政黨推薦,1283,24.72%,*,是
宜蘭縣頭城鎮第02選區,曾錫章,1,男,1965,民主進步黨,1058,20.08%,,否
宜蘭縣頭城鎮第02選區,甘錫賢,2,男,1959,無黨籍及未經政黨推薦,1418,26.92%,*,否
宜蘭縣頭城鎮第02選區,柳萬順,3,男,1955,中國國民黨,1349,25.61%,*,是
宜蘭縣頭城鎮第02選區,蔡財丁,4,男,1956,無黨籍及未經政黨推薦,1442,27.37%,*,是
宜蘭縣頭城鎮第03選區,林連生,1,男,1964,無黨籍及未經政黨推薦,1232,33.48%,*,否
宜蘭縣頭城鎮第03選區,游錫財,2,男,1959,無黨籍及未經政黨推薦,1425,38.73%,*,否
宜蘭縣頭城鎮第03選區,賴良洲,3,男,1963,中國國民黨,1022,27.77%,,是
宜蘭縣頭城鎮第04選區,簡英俊,1,男,1951,民主進步黨,1444,38.19%,*,否
宜蘭縣頭城鎮第04選區,陳宥豪,2,男,1987,無黨籍及未經政黨推薦,1151,30.44%,,否
宜蘭縣頭城鎮第04選區,尤瑞傑,3,男,1973,無黨籍及未經政黨推薦,1186,31.36%,*,是
宜蘭縣礁溪鄉第01選區,林金朝,1,男,1936,無黨籍及未經政黨推薦,1171,14.80%,,是
宜蘭縣礁溪鄉第01選區,張素雲,2,女,1967,中國國民黨,972,12.29%,,否
宜蘭縣礁溪鄉第01選區,游見璋,3,男,1967,中國國民黨,1557,19.69%,*,否
宜蘭縣礁溪鄉第01選區,藍信惠,4,女,1944,無黨籍及未經政黨推薦,1509,19.08%,*,否
宜蘭縣礁溪鄉第01選區,張永德,5,男,1958,中國國民黨,1349,17.06%,*,是
宜蘭縣礁溪鄉第01選區,吳朝煌,6,男,1939,無黨籍及未經政黨推薦,1349,17.06%,*,是
宜蘭縣礁溪鄉第02選區,林森枝,1,男,1962,無黨籍及未經政黨推薦,1180,32.97%,*,是
宜蘭縣礁溪鄉第02選區,吳俊連,2,男,1944,無黨籍及未經政黨推薦,1085,30.32%,,否
宜蘭縣礁溪鄉第02選區,吳日隆,3,男,1962,中國國民黨,1160,32.42%,*,否
宜蘭縣礁溪鄉第02選區,賴惠敏,4,女,1958,無黨籍及未經政黨推薦,153,4.27%,,否
宜蘭縣礁溪鄉第03選區,游三郎,1,男,1964,無黨籍及未經政黨推薦,1453,33.67%,*,否
宜蘭縣礁溪鄉第03選區,簡阿忠,2,男,1958,中國國民黨,1607,37.24%,*,是
宜蘭縣礁溪鄉第03選區,游印壽,3,男,1952,民主進步黨,1255,29.08%,,是
宜蘭縣礁溪鄉第04選區,吳秋玟,1,女,1973,民主進步黨,1581,25.49%,*,是
宜蘭縣礁溪鄉第04選區,吳昌喜,2,男,1963,無黨籍及未經政黨推薦,503,8.11%,,否
宜蘭縣礁溪鄉第04選區,李朝棟,3,男,1949,無黨籍及未經政黨推薦,1465,23.62%,*,是
宜蘭縣礁溪鄉第04選區,李竹村,4,男,1951,無黨籍及未經政黨推薦,1267,20.42%,,否
宜蘭縣礁溪鄉第04選區,莊漢銘,5,男,1969,中國國民黨,1386,22.34%,*,是
宜蘭縣壯圍鄉第01選區,張錫鏞,1,男,1945,無黨籍及未經政黨推薦,1052,23.82%,,是
宜蘭縣壯圍鄉第01選區,陳木坤,2,男,1957,無黨籍及未經政黨推薦,1092,24.73%,*,否
宜蘭縣壯圍鄉第01選區,黃金海,3,男,1954,民主進步黨,1201,27.20%,*,是
宜蘭縣壯圍鄉第01選區,王明,4,男,1950,中國國民黨,1070,24.23%,*,是
宜蘭縣壯圍鄉第02選區,林立賢,1,男,1955,無黨籍及未經政黨推薦,771,20.36%,,是
宜蘭縣壯圍鄉第02選區,林萬固,2,男,1958,無黨籍及未經政黨推薦,924,24.41%,*,是
宜蘭縣壯圍鄉第02選區,林榮華,3,男,1952,民主進步黨,776,20.50%,*,是
宜蘭縣壯圍鄉第02選區,劉永城,4,男,1958,無黨籍及未經政黨推薦,522,13.79%,,否
宜蘭縣壯圍鄉第02選區,林忠孝,5,男,1965,無黨籍及未經政黨推薦,792,20.92%,*,否
宜蘭縣壯圍鄉第03選區,詹旺彬,1,男,1966,無黨籍及未經政黨推薦,1118,38.96%,*,否
宜蘭縣壯圍鄉第03選區,游正欽,2,男,1953,民主進步黨,746,26.00%,,是
宜蘭縣壯圍鄉第03選區,林進凱,3,男,1967,無黨籍及未經政黨推薦,1005,35.02%,*,是
宜蘭縣壯圍鄉第04選區,吳慶賜,1,男,1951,無黨籍及未經政黨推薦,762,16.64%,,否
宜蘭縣壯圍鄉第04選區,林國棟,2,男,1966,無黨籍及未經政黨推薦,985,21.51%,*,否
宜蘭縣壯圍鄉第04選區,游正忠,3,男,1964,無黨籍及未經政黨推薦,673,14.70%,,否
宜蘭縣壯圍鄉第04選區,林听洲,4,男,1953,無黨籍及未經政黨推薦,1096,23.94%,*,是
宜蘭縣壯圍鄉第04選區,吳旺水,5,男,1946,無黨籍及未經政黨推薦,1062,23.19%,*,是
宜蘭縣員山鄉第01選區,楊金來,1,男,1953,民主進步黨,750,13.72%,-,是
宜蘭縣員山鄉第01選區,陳俊,2,男,1950,中國國民黨,1144,20.93%,*,是
宜蘭縣員山鄉第01選區,劉燦輝,3,男,1963,中國國民黨,110,2.01%,,否
宜蘭縣員山鄉第01選區,鄭春美,4,女,1965,無黨籍及未經政黨推薦,671,12.28%,,否
宜蘭縣員山鄉第01選區,游五郎,5,男,1942,無黨籍及未經政黨推薦,298,5.45%,,否
宜蘭縣員山鄉第01選區,藍萬義,6,男,1961,民主進步黨,926,16.94%,*,是
宜蘭縣員山鄉第01選區,楊金旺,7,男,1960,無黨籍及未經政黨推薦,870,15.92%,*,否
宜蘭縣員山鄉第01選區,游寶玉,8,女,1954,無黨籍及未經政黨推薦,695,12.71%,!,否
宜蘭縣員山鄉第02選區,謝萬得,1,男,1959,中國國民黨,1127,27.64%,,是
宜蘭縣員山鄉第02選區,曾繁文,2,男,1955,民主進步黨,1359,33.33%,*,是
宜蘭縣員山鄉第02選區,張基煌,3,男,1955,無黨籍及未經政黨推薦,1407,34.51%,*,是
宜蘭縣員山鄉第02選區,吳嘉惠,4,女,1968,無黨籍及未經政黨推薦,184,4.51%,,否
宜蘭縣員山鄉第03選區,李正銘,1,男,1978,無黨籍及未經政黨推薦,968,17.74%,,否
宜蘭縣員山鄉第03選區,李文熙,2,男,1946,中國國民黨,1073,19.67%,*,否
宜蘭縣員山鄉第03選區,許芳明,3,男,1961,民主進步黨,1213,22.24%,*,是
宜蘭縣員山鄉第03選區,曾再忠,4,男,1946,無黨籍及未經政黨推薦,1046,19.17%,,是
宜蘭縣員山鄉第03選區,陳蒼穎,5,男,1961,中國國民黨,1154,21.15%,*,是
宜蘭縣員山鄉第04選區,黃能財,1,男,1972,無黨籍及未經政黨推薦,521,17.14%,,否
宜蘭縣員山鄉第04選區,李漢洲,2,男,1957,無黨籍及未經政黨推薦,1097,36.09%,*,否
宜蘭縣員山鄉第04選區,江文亮,3,男,1952,無黨籍及未經政黨推薦,73,2.40%,,否
宜蘭縣員山鄉第04選區,張宜樺,4,男,1975,無黨籍及未經政黨推薦,1348,44.35%,*,是
宜蘭縣冬山鄉第01選區,黃萬金,1,男,1955,無黨籍及未經政黨推薦,1657,20.23%,*,否
宜蘭縣冬山鄉第01選區,黃強呈,2,男,1955,無黨籍及未經政黨推薦,2096,25.59%,*,是
宜蘭縣冬山鄉第01選區,許美素,3,女,1963,無黨籍及未經政黨推薦,1576,19.24%,*,是
宜蘭縣冬山鄉第01選區,游閔吉,4,男,1984,民主進步黨,1491,18.20%,,否
宜蘭縣冬山鄉第01選區,李清祈,5,男,1953,中國國民黨,1370,16.72%,,是
宜蘭縣冬山鄉第02選區,李正煌,1,男,1952,民主進步黨,1675,21.54%,*,否
宜蘭縣冬山鄉第02選區,林振棋,2,男,1954,民主進步黨,1646,21.16%,,是
宜蘭縣冬山鄉第02選區,楊弘旻,3,男,1970,中國國民黨,2140,27.52%,*,是
宜蘭縣冬山鄉第02選區,江益源,4,男,1948,中國國民黨,2315,29.77%,*,是
宜蘭縣冬山鄉第03選區,楊弘仲,1,男,1970,中國國民黨,1072,18.95%,,否
宜蘭縣冬山鄉第03選區,李木田,2,男,1957,無黨籍及未經政黨推薦,1827,32.30%,*,是
宜蘭縣冬山鄉第03選區,林俊甫,3,男,1969,民主進步黨,2757,48.74%,*,是
