地區,姓名,號次,得票數,得票率
臺北市第01選區北投區建民里,張歷元,1,1,0.04%
臺北市第01選區北投區建民里,高建智,2,1087,52.20%
臺北市第01選區北投區建民里,丁守中,3,971,46.63%
臺北市第01選區北投區建民里,曾瑾珮,4,23,1.10%
臺北市第01選區北投區文林里,張歷元,1,5,0.20%
臺北市第01選區北投區文林里,高建智,2,1063,44.40%
臺北市第01選區北投區文林里,丁守中,3,1298,54.21%
臺北市第01選區北投區文林里,曾瑾珮,4,28,1.16%
臺北市第01選區北投區石牌里,張歷元,1,5,0.18%
臺北市第01選區北投區石牌里,高建智,2,1182,44.51%
臺北市第01選區北投區石牌里,丁守中,3,1440,54.23%
臺北市第01選區北投區石牌里,曾瑾珮,4,28,1.05%
臺北市第01選區北投區福興里,張歷元,1,13,0.36%
臺北市第01選區北投區福興里,高建智,2,1499,42.09%
臺北市第01選區北投區福興里,丁守中,3,2005,56.30%
臺北市第01選區北投區福興里,曾瑾珮,4,44,1.23%
臺北市第01選區北投區榮光里,張歷元,1,3,0.08%
臺北市第01選區北投區榮光里,高建智,2,1299,37.77%
臺北市第01選區北投區榮光里,丁守中,3,2102,61.12%
臺北市第01選區北投區榮光里,曾瑾珮,4,35,1.01%
臺北市第01選區北投區榮華里,張歷元,1,9,0.23%
臺北市第01選區北投區榮華里,高建智,2,1380,35.51%
臺北市第01選區北投區榮華里,丁守中,3,2455,63.17%
臺北市第01選區北投區榮華里,曾瑾珮,4,42,1.08%
臺北市第01選區北投區裕民里,張歷元,1,9,0.23%
臺北市第01選區北投區裕民里,高建智,2,1455,38.12%
臺北市第01選區北投區裕民里,丁守中,3,2302,60.32%
臺北市第01選區北投區裕民里,曾瑾珮,4,50,1.31%
臺北市第01選區北投區振華里,張歷元,1,6,0.14%
臺北市第01選區北投區振華里,高建智,2,1490,36.32%
臺北市第01選區北投區振華里,丁守中,3,2545,62.04%
臺北市第01選區北投區振華里,曾瑾珮,4,61,1.48%
臺北市第01選區北投區永和里,張歷元,1,10,0.23%
臺北市第01選區北投區永和里,高建智,2,1637,38.68%
臺北市第01選區北投區永和里,丁守中,3,2541,60.04%
臺北市第01選區北投區永和里,曾瑾珮,4,44,1.03%
臺北市第01選區北投區永欣里,張歷元,1,2,0.05%
臺北市第01選區北投區永欣里,高建智,2,1138,30.71%
臺北市第01選區北投區永欣里,丁守中,3,2508,67.69%
臺北市第01選區北投區永欣里,曾瑾珮,4,57,1.53%
臺北市第01選區北投區永明里,張歷元,1,5,0.21%
臺北市第01選區北投區永明里,高建智,2,804,34.41%
臺北市第01選區北投區永明里,丁守中,3,1501,64.25%
臺北市第01選區北投區永明里,曾瑾珮,4,26,1.11%
臺北市第01選區北投區東華里,張歷元,1,7,0.28%
臺北市第01選區北投區東華里,高建智,2,813,32.88%
臺北市第01選區北投區東華里,丁守中,3,1627,65.81%
臺北市第01選區北投區東華里,曾瑾珮,4,25,1.01%
臺北市第01選區北投區吉利里,張歷元,1,8,0.23%
臺北市第01選區北投區吉利里,高建智,2,1055,31.18%
臺北市第01選區北投區吉利里,丁守中,3,2276,67.27%
臺北市第01選區北投區吉利里,曾瑾珮,4,44,1.30%
臺北市第01選區北投區吉慶里,張歷元,1,5,0.19%
臺北市第01選區北投區吉慶里,高建智,2,1156,44.22%
臺北市第01選區北投區吉慶里,丁守中,3,1413,54.05%
臺北市第01選區北投區吉慶里,曾瑾珮,4,40,1.53%
臺北市第01選區北投區尊賢里,張歷元,1,3,0.12%
臺北市第01選區北投區尊賢里,高建智,2,1070,45.12%
臺北市第01選區北投區尊賢里,丁守中,3,1271,53.60%
臺北市第01選區北投區尊賢里,曾瑾珮,4,27,1.13%
臺北市第01選區北投區立賢里,張歷元,1,1,0.03%
臺北市第01選區北投區立賢里,高建智,2,1042,41.64%
臺北市第01選區北投區立賢里,丁守中,3,1435,57.35%
臺北市第01選區北投區立賢里,曾瑾珮,4,24,0.95%
臺北市第01選區北投區立農里,張歷元,1,14,0.31%
臺北市第01選區北投區立農里,高建智,2,1873,42.13%
臺北市第01選區北投區立農里,丁守中,3,2501,56.26%
臺北市第01選區北投區立農里,曾瑾珮,4,57,1.28%
臺北市第01選區北投區八仙里,張歷元,1,4,0.16%
臺北市第01選區北投區八仙里,高建智,2,1114,45.41%
臺北市第01選區北投區八仙里,丁守中,3,1312,53.48%
臺北市第01選區北投區八仙里,曾瑾珮,4,23,0.93%
臺北市第01選區北投區洲美里,張歷元,1,3,0.33%
臺北市第01選區北投區洲美里,高建智,2,551,62.18%
臺北市第01選區北投區洲美里,丁守中,3,322,36.34%
臺北市第01選區北投區洲美里,曾瑾珮,4,10,1.12%
臺北市第01選區北投區奇岩里,張歷元,1,11,0.23%
臺北市第01選區北投區奇岩里,高建智,2,1829,38.75%
臺北市第01選區北投區奇岩里,丁守中,3,2816,59.66%
臺北市第01選區北投區奇岩里,曾瑾珮,4,64,1.35%
臺北市第01選區北投區清江里,張歷元,1,14,0.32%
臺北市第01選區北投區清江里,高建智,2,1905,43.94%
臺北市第01選區北投區清江里,丁守中,3,2363,54.50%
臺北市第01選區北投區清江里,曾瑾珮,4,53,1.22%
臺北市第01選區北投區中央里,張歷元,1,6,0.17%
臺北市第01選區北投區中央里,高建智,2,1669,47.34%
臺北市第01選區北投區中央里,丁守中,3,1803,51.14%
臺北市第01選區北投區中央里,曾瑾珮,4,47,1.33%
臺北市第01選區北投區長安里,張歷元,1,9,0.31%
臺北市第01選區北投區長安里,高建智,2,1240,42.78%
臺北市第01選區北投區長安里,丁守中,3,1618,55.83%
臺北市第01選區北投區長安里,曾瑾珮,4,31,1.06%
臺北市第01選區北投區大同里,張歷元,1,11,0.37%
臺北市第01選區北投區大同里,高建智,2,1325,44.62%
臺北市第01選區北投區大同里,丁守中,3,1587,53.45%
臺北市第01選區北投區大同里,曾瑾珮,4,46,1.54%
臺北市第01選區北投區溫泉里,張歷元,1,3,0.09%
臺北市第01選區北投區溫泉里,高建智,2,1325,41.91%
臺北市第01選區北投區溫泉里,丁守中,3,1804,57.07%
臺北市第01選區北投區溫泉里,曾瑾珮,4,29,0.91%
臺北市第01選區北投區林泉里,張歷元,1,1,0.06%
臺北市第01選區北投區林泉里,高建智,2,419,26.10%
臺北市第01選區北投區林泉里,丁守中,3,1163,72.46%
臺北市第01選區北投區林泉里,曾瑾珮,4,22,1.37%
臺北市第01選區北投區中心里,張歷元,1,2,0.07%
臺北市第01選區北投區中心里,高建智,2,1106,39.19%
臺北市第01選區北投區中心里,丁守中,3,1671,59.21%
臺北市第01選區北投區中心里,曾瑾珮,4,43,1.52%
臺北市第01選區北投區中庸里,張歷元,1,9,0.42%
臺北市第01選區北投區中庸里,高建智,2,923,43.31%
臺北市第01選區北投區中庸里,丁守中,3,1170,54.90%
臺北市第01選區北投區中庸里,曾瑾珮,4,29,1.36%
臺北市第01選區北投區開明里,張歷元,1,8,0.24%
臺北市第01選區北投區開明里,高建智,2,1151,35.11%
臺北市第01選區北投區開明里,丁守中,3,2099,64.03%
臺北市第01選區北投區開明里,曾瑾珮,4,20,0.61%
臺北市第01選區北投區中和里,張歷元,1,10,0.38%
臺北市第01選區北投區中和里,高建智,2,919,35.68%
臺北市第01選區北投區中和里,丁守中,3,1618,62.83%
臺北市第01選區北投區中和里,曾瑾珮,4,28,1.08%
臺北市第01選區北投區智仁里,張歷元,1,4,0.13%
臺北市第01選區北投區智仁里,高建智,2,1024,34.17%
臺北市第01選區北投區智仁里,丁守中,3,1936,64.61%
臺北市第01選區北投區智仁里,曾瑾珮,4,32,1.06%
臺北市第01選區北投區秀山里,張歷元,1,5,0.28%
臺北市第01選區北投區秀山里,高建智,2,586,33.58%
臺北市第01選區北投區秀山里,丁守中,3,1143,65.50%
臺北市第01選區北投區秀山里,曾瑾珮,4,11,0.63%
臺北市第01選區北投區文化里,張歷元,1,3,0.13%
臺北市第01選區北投區文化里,高建智,2,457,20.82%
臺北市第01選區北投區文化里,丁守中,3,1714,78.12%
臺北市第01選區北投區文化里,曾瑾珮,4,20,0.91%
臺北市第01選區北投區豐年里,張歷元,1,3,0.14%
臺北市第01選區北投區豐年里,高建智,2,771,37.94%
臺北市第01選區北投區豐年里,丁守中,3,1241,61.07%
臺北市第01選區北投區豐年里,曾瑾珮,4,17,0.83%
臺北市第01選區北投區稻香里,張歷元,1,5,0.22%
臺北市第01選區北投區稻香里,高建智,2,731,32.40%
臺北市第01選區北投區稻香里,丁守中,3,1493,66.17%
臺北市第01選區北投區稻香里,曾瑾珮,4,27,1.19%
臺北市第01選區北投區桃源里,張歷元,1,3,0.11%
臺北市第01選區北投區桃源里,高建智,2,1143,42.39%
臺北市第01選區北投區桃源里,丁守中,3,1521,56.41%
臺北市第01選區北投區桃源里,曾瑾珮,4,29,1.07%
臺北市第01選區北投區一德里,張歷元,1,4,0.13%
臺北市第01選區北投區一德里,高建智,2,1382,45.25%
臺北市第01選區北投區一德里,丁守中,3,1627,53.27%
臺北市第01選區北投區一德里,曾瑾珮,4,41,1.34%
臺北市第01選區北投區關渡里,張歷元,1,16,0.31%
臺北市第01選區北投區關渡里,高建智,2,2006,39.01%
臺北市第01選區北投區關渡里,丁守中,3,3065,59.61%
臺北市第01選區北投區關渡里,曾瑾珮,4,54,1.05%
臺北市第01選區北投區泉源里,張歷元,1,2,0.18%
臺北市第01選區北投區泉源里,高建智,2,531,47.88%
臺北市第01選區北投區泉源里,丁守中,3,559,50.40%
臺北市第01選區北投區泉源里,曾瑾珮,4,17,1.53%
臺北市第01選區北投區湖山里,張歷元,1,10,1.01%
臺北市第01選區北投區湖山里,高建智,2,406,41.30%
臺北市第01選區北投區湖山里,丁守中,3,556,56.56%
臺北市第01選區北投區湖山里,曾瑾珮,4,11,1.11%
臺北市第01選區北投區大屯里,張歷元,1,6,1.11%
臺北市第01選區北投區大屯里,高建智,2,322,59.85%
臺北市第01選區北投區大屯里,丁守中,3,205,38.10%
臺北市第01選區北投區大屯里,曾瑾珮,4,5,0.92%
臺北市第01選區北投區湖田里,張歷元,1,6,1.41%
臺北市第01選區北投區湖田里,高建智,2,192,45.28%
臺北市第01選區北投區湖田里,丁守中,3,224,52.83%
臺北市第01選區北投區湖田里,曾瑾珮,4,2,0.47%
臺北市第01選區士林區天母里,張歷元,1,5,0.14%
臺北市第01選區士林區天母里,高建智,2,1194,35.68%
臺北市第01選區士林區天母里,丁守中,3,2122,63.41%
臺北市第01選區士林區天母里,曾瑾珮,4,25,0.74%
臺北市第01選區士林區三玉里,張歷元,1,3,0.10%
臺北市第01選區士林區三玉里,高建智,2,1086,38.14%
臺北市第01選區士林區三玉里,丁守中,3,1722,60.48%
臺北市第01選區士林區三玉里,曾瑾珮,4,36,1.26%
臺北市第01選區士林區天福里,張歷元,1,6,0.18%
臺北市第01選區士林區天福里,高建智,2,1146,35.92%
臺北市第01選區士林區天福里,丁守中,3,1998,62.63%
臺北市第01選區士林區天福里,曾瑾珮,4,40,1.25%
臺北市第01選區士林區天祿里,張歷元,1,9,0.33%
臺北市第01選區士林區天祿里,高建智,2,1073,39.62%
臺北市第01選區士林區天祿里,丁守中,3,1585,58.53%
臺北市第01選區士林區天祿里,曾瑾珮,4,41,1.51%
臺北市第01選區士林區天壽里,張歷元,1,6,0.24%
臺北市第01選區士林區天壽里,高建智,2,925,37.17%
臺北市第01選區士林區天壽里,丁守中,3,1529,61.45%
臺北市第01選區士林區天壽里,曾瑾珮,4,28,1.12%
臺北市第01選區士林區天山里,張歷元,1,6,0.17%
臺北市第01選區士林區天山里,高建智,2,1185,35.09%
臺北市第01選區士林區天山里,丁守中,3,2152,63.72%
臺北市第01選區士林區天山里,曾瑾珮,4,34,1.00%
臺北市第01選區士林區天和里,張歷元,1,4,0.10%
臺北市第01選區士林區天和里,高建智,2,1361,35.29%
臺北市第01選區士林區天和里,丁守中,3,2449,63.51%
臺北市第01選區士林區天和里,曾瑾珮,4,42,1.08%
臺北市第01選區士林區天玉里,張歷元,1,6,0.14%
臺北市第01選區士林區天玉里,高建智,2,1495,35.53%
臺北市第01選區士林區天玉里,丁守中,3,2660,63.22%
臺北市第01選區士林區天玉里,曾瑾珮,4,46,1.09%
臺北市第01選區士林區德行里,張歷元,1,4,0.18%
臺北市第01選區士林區德行里,高建智,2,862,40.89%
臺北市第01選區士林區德行里,丁守中,3,1217,57.73%
臺北市第01選區士林區德行里,曾瑾珮,4,25,1.18%
