地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
宜蘭縣第11選區,孫湯玉惠,1,女,1967,無黨籍及未經政黨推薦,485,48.54%,*,否
宜蘭縣第11選區,陳慶喜,2,男,1958,中國國民黨,280,28.02%,,否
宜蘭縣第11選區,洪林雨萍,3,女,1968,無黨籍及未經政黨推薦,133,13.31%,,否
宜蘭縣第11選區,陳柳造,4,男,1952,無黨籍及未經政黨推薦,101,10.11%,,否
新竹縣第11選區,彭文彬,1,男,1962,無黨籍及未經政黨推薦,183,20.49%,,否
新竹縣第11選區,林光榮Kuying.Kalang,2,男,1955,中國國民黨,710,79.50%,*,是
苗栗縣第07選區,潘秋榮,1,男,1956,中國國民黨,1604,100.00%,*,是
彰化縣第09選區,陳榮妹,1,女,1963,中國國民黨,532,46.54%,*,是
彰化縣第09選區,謝香美,2,女,1960,無黨籍及未經政黨推薦,187,16.36%,,否
彰化縣第09選區,張新男,3,男,1961,無黨籍及未經政黨推薦,424,37.09%,,否
南投縣第06選區,周吳儀君,1,女,1981,無黨籍及未經政黨推薦,161,20.85%,,否
南投縣第06選區,石忍漢,2,男,1966,中國國民黨,64,8.29%,,否
南投縣第06選區,阿給拉˙拉哈拜,3,男,1961,中華統一促進黨,23,2.97%,,否
南投縣第06選區,石慶龍,4,男,1955,台灣第一民族黨,200,25.90%,*,否
南投縣第06選區,陳宥瑞,5,男,1986,無黨籍及未經政黨推薦,199,25.77%,,否
南投縣第06選區,蔡幸子,6,女,1965,中國國民黨,125,16.19%,,否
屏東縣第08選區,潘裕隆,1,男,1971,中國國民黨,1889,100.00%,*,是
臺東縣第07選區,林秀信,1,男,1946,中國國民黨,1704,20.48%,*,否
臺東縣第07選區,王清堅,2,男,1952,中國國民黨,1102,13.24%,*,是
臺東縣第07選區,郭秋孜,3,女,1963,台灣第一民族黨,521,6.26%,,否
臺東縣第07選區,林琮翰,4,男,1969,中國國民黨,2679,32.19%,*,是
臺東縣第07選區,"嚴惠美 Simoy‧Sapod",5,女,1965,中國國民黨,736,8.84%,,是
臺東縣第07選區,"陳．藍姆洛 Lamlo Payrang",6,男,1949,台灣團結聯盟,832,10.00%,,是
臺東縣第07選區,方賢仁,7,男,1956,中國國民黨,746,8.96%,,否
臺東縣第08選區,江堅壽,1,男,1959,中國國民黨,2718,34.64%,*,是
臺東縣第08選區,尤忠正,2,男,1956,中國國民黨,2661,33.91%,*,否
臺東縣第08選區,蔡義勇,3,男,1956,中國國民黨,2466,31.43%,,是
臺東縣第09選區,"張萬生 Tahuk Malulang",1,男,1947,中國國民黨,2866,100.00%,*,是
臺東縣第10選區,高美珠,1,女,1970,中國國民黨,4018,52.44%,*,否
臺東縣第10選區,劉純歌,3,女,1956,中國國民黨,3643,47.55%,*,是
花蓮縣第05選區,羅名材Halu‧Lihang,1,男,1971,中國國民黨,1695,17.58%,,否
花蓮縣第05選區,余夏夫,2,男,1944,中國國民黨,1822,18.90%,*,是
花蓮縣第05選區,笛布斯‧顗賚,3,女,1972,無黨籍及未經政黨推薦,2482,25.75%,*,是
花蓮縣第05選區,蕭民隆,4,男,1951,中國國民黨,1692,17.55%,,否
花蓮縣第05選區,林秋美Abi‧Mulu,5,女,1958,無黨籍及未經政黨推薦,1946,20.19%,*,否
花蓮縣第06選區,孫永昌,1,男,1945,中國國民黨,2129,22.55%,,是
花蓮縣第06選區,萬榮財Lafi‧Mayaw,2,男,1956,無黨籍及未經政黨推薦,2453,25.99%,*,否
花蓮縣第06選區,楊德金Kati‧Payo,3,男,1946,中國國民黨,2626,27.82%,*,是
花蓮縣第06選區,高潞‧以用‧巴魕剌Kawlo‧Iyun‧Pacidal,4,女,1977,無黨籍及未經政黨推薦,2230,23.62%,,否
花蓮縣第07選區,林聖明,1,男,1958,無黨籍及未經政黨推薦,1381,22.85%,,否
花蓮縣第07選區,陳英妹,2,女,1950,無黨籍及未經政黨推薦,1571,26.00%,*,是
花蓮縣第07選區,詹金福,3,男,1949,親民黨,514,8.50%,,否
花蓮縣第07選區,陳建忠,4,男,1959,中國國民黨,1660,27.47%,*,否
花蓮縣第07選區,徐成國Hane‧Gayaw,5,男,1963,中國國民黨,916,15.16%,,否
基隆市第08選區,陳明建,1,男,1962,無黨籍及未經政黨推薦,1947,60.27%,*,否
基隆市第08選區,朱瑞祥,2,男,1961,中國國民黨,1067,33.03%,,是
基隆市第08選區,拔耐‧茹妮老王,3,女,1971,無黨籍及未經政黨推薦,216,6.68%,,否
新竹市第06選區,劉美玲,1,女,1970,無黨籍及未經政黨推薦,181,30.88%,,否
新竹市第06選區,鄭主,2,男,1956,無黨籍及未經政黨推薦,76,12.96%,,否
新竹市第06選區,林慈愛,3,女,1972,中國國民黨,329,56.14%,*,否
