地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任
苗栗縣南庄鄉第04選區,謝建宇,1,男,1977,無黨籍及未經政黨推薦,217,21.15%,,否
苗栗縣南庄鄉第04選區,風英雄,2,男,1955,中國國民黨,317,30.89%,*,否
苗栗縣南庄鄉第04選區,風勝華,3,男,1958,無黨籍及未經政黨推薦,277,26.99%,*,否
苗栗縣南庄鄉第04選區,劉金鳳,4,女,1955,中國國民黨,215,20.95%,,是
屏東縣滿州鄉第04選區,潘義輝,1,男,1956,無黨籍及未經政黨推薦,687,100.00%,*,是
臺東縣臺東市第05選區,賴秀星,1,女,1959,無黨籍及未經政黨推薦,1928,23.57%,*,是
臺東縣臺東市第05選區,王福來,2,男,1958,中國國民黨,2160,26.40%,*,是
臺東縣臺東市第05選區,張健三,3,男,1954,中國國民黨,1700,20.78%,,否
臺東縣臺東市第05選區,陳政宗,4,男,1973,無黨籍及未經政黨推薦,2391,29.23%,*,否
臺東縣成功鎮第02選區,陳明德,1,男,1957,無黨籍及未經政黨推薦,348,9.20%,,否
臺東縣成功鎮第02選區,陳秋花,2,女,1961,無黨籍及未經政黨推薦,326,8.62%,,否
臺東縣成功鎮第02選區,陳幸主,3,男,1960,中國國民黨,440,11.63%,*,是
臺東縣成功鎮第02選區,胡明發,4,男,1969,無黨籍及未經政黨推薦,511,13.51%,*,否
臺東縣成功鎮第02選區,楊秋珍,5,女,1963,中國國民黨,627,16.58%,*,是
臺東縣成功鎮第02選區,"蔡新輝 Son Tok Kulas",6,男,1953,中國國民黨,423,11.18%,*,是
臺東縣成功鎮第02選區,陳振明,7,男,1955,中國國民黨,408,10.79%,*,是
臺東縣成功鎮第02選區,楊世光,8,男,1962,台灣第一民族黨,373,9.86%,*,否
臺東縣成功鎮第02選區,葉榮福,9,男,1951,中國國民黨,325,8.59%,,是
臺東縣關山鎮第04選區,"楊清順 Cinsun Pawtawan",1,男,1969,無黨籍及未經政黨推薦,545,65.19%,*,是
臺東縣關山鎮第04選區,"羅章榮 Kakupa Arang",2,男,1956,中國國民黨,291,34.80%,*,是
