type,code,name,type_name
R1,R1-10009020-04,雲林縣斗南鎮第04選區,鄉鎮市民代表(區域)
R1,R1-10009030-01,雲林縣虎尾鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10009030-02,雲林縣虎尾鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10009030-03,雲林縣虎尾鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10009030-04,雲林縣虎尾鎮第04選區,鄉鎮市民代表(區域)
R1,R1-10009040-01,雲林縣西螺鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10009040-02,雲林縣西螺鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10009040-03,雲林縣西螺鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10009040-04,雲林縣西螺鎮第04選區,鄉鎮市民代表(區域)
R1,R1-10009050-01,雲林縣土庫鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10009050-02,雲林縣土庫鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10009050-03,雲林縣土庫鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10009050-04,雲林縣土庫鎮第04選區,鄉鎮市民代表(區域)
R1,R1-10009060-01,雲林縣北港鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10009060-02,雲林縣北港鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10009060-03,雲林縣北港鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10009070-01,雲林縣古坑鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10009070-02,雲林縣古坑鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10009070-03,雲林縣古坑鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10009070-04,雲林縣古坑鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10009080-01,雲林縣大埤鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10009080-02,雲林縣大埤鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10009080-03,雲林縣大埤鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10009080-04,雲林縣大埤鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10009090-01,雲林縣莿桐鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10009090-02,雲林縣莿桐鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10009090-03,雲林縣莿桐鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10009100-01,雲林縣林內鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10009100-02,雲林縣林內鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10009100-03,雲林縣林內鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10009100-04,雲林縣林內鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10009110-01,雲林縣二崙鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10009110-02,雲林縣二崙鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10009110-03,雲林縣二崙鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10009110-04,雲林縣二崙鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10009110-05,雲林縣二崙鄉第05選區,鄉鎮市民代表(區域)
R1,R1-10009120-01,雲林縣崙背鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10009120-02,雲林縣崙背鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10009120-03,雲林縣崙背鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10009120-04,雲林縣崙背鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10009130-01,雲林縣麥寮鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10009130-02,雲林縣麥寮鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10009130-03,雲林縣麥寮鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10009130-04,雲林縣麥寮鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10009140-01,雲林縣東勢鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10009140-02,雲林縣東勢鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10009140-03,雲林縣東勢鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10009140-04,雲林縣東勢鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10009150-01,雲林縣褒忠鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10009150-02,雲林縣褒忠鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10009150-03,雲林縣褒忠鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10009150-04,雲林縣褒忠鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10009160-01,雲林縣臺西鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10009160-02,雲林縣臺西鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10009160-03,雲林縣臺西鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10009160-04,雲林縣臺西鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10009170-01,雲林縣元長鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10009170-02,雲林縣元長鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10009170-03,雲林縣元長鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10009180-01,雲林縣四湖鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10009180-02,雲林縣四湖鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10009180-03,雲林縣四湖鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10009180-04,雲林縣四湖鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10009190-01,雲林縣口湖鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10009190-02,雲林縣口湖鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10009190-03,雲林縣口湖鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10009190-04,雲林縣口湖鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10009200-01,雲林縣水林鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10009200-02,雲林縣水林鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10009200-03,雲林縣水林鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10009200-04,雲林縣水林鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10010010-01,嘉義縣太保市第01選區,鄉鎮市民代表(區域)
R1,R1-10010010-02,嘉義縣太保市第02選區,鄉鎮市民代表(區域)
R1,R1-10010010-03,嘉義縣太保市第03選區,鄉鎮市民代表(區域)
R1,R1-10010020-01,嘉義縣朴子市第01選區,鄉鎮市民代表(區域)
R1,R1-10010020-02,嘉義縣朴子市第02選區,鄉鎮市民代表(區域)
R1,R1-10010020-03,嘉義縣朴子市第03選區,鄉鎮市民代表(區域)
R1,R1-10010030-01,嘉義縣布袋鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10010030-02,嘉義縣布袋鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10010030-03,嘉義縣布袋鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10010040-01,嘉義縣大林鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10010040-02,嘉義縣大林鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10010050-01,嘉義縣民雄鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10010050-02,嘉義縣民雄鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10010050-03,嘉義縣民雄鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10010060-01,嘉義縣溪口鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10010060-02,嘉義縣溪口鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10010070-01,嘉義縣新港鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10010070-02,嘉義縣新港鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10010080-01,嘉義縣六腳鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10010080-02,嘉義縣六腳鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10010080-03,嘉義縣六腳鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10010090-01,嘉義縣東石鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10010090-02,嘉義縣東石鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10010090-03,嘉義縣東石鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10010100-01,嘉義縣義竹鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10010100-02,嘉義縣義竹鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10010110-01,嘉義縣鹿草鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10010110-02,嘉義縣鹿草鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10010110-03,嘉義縣鹿草鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10010120-01,嘉義縣水上鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10010120-02,嘉義縣水上鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10010120-03,嘉義縣水上鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10010130-01,嘉義縣中埔鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10010130-02,嘉義縣中埔鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10010130-03,嘉義縣中埔鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10010140-01,嘉義縣竹崎鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10010140-02,嘉義縣竹崎鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10010140-03,嘉義縣竹崎鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10010150-01,嘉義縣梅山鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10010150-02,嘉義縣梅山鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10010150-03,嘉義縣梅山鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10010160-01,嘉義縣番路鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10010160-02,嘉義縣番路鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10010170-01,嘉義縣大埔鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10010170-02,嘉義縣大埔鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10010180-01,嘉義縣阿里山鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10010180-02,嘉義縣阿里山鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10010180-03,嘉義縣阿里山鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10013010-01,屏東縣屏東市第01選區,鄉鎮市民代表(區域)
R1,R1-10013010-02,屏東縣屏東市第02選區,鄉鎮市民代表(區域)
R1,R1-10013010-03,屏東縣屏東市第03選區,鄉鎮市民代表(區域)
R1,R1-10013010-04,屏東縣屏東市第04選區,鄉鎮市民代表(區域)
R1,R1-10013020-01,屏東縣潮州鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10013020-02,屏東縣潮州鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10013020-03,屏東縣潮州鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10013030-01,屏東縣東港鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10013030-02,屏東縣東港鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10013030-03,屏東縣東港鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10013030-04,屏東縣東港鎮第04選區,鄉鎮市民代表(區域)
R1,R1-10013040-01,屏東縣恆春鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10013040-02,屏東縣恆春鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10013040-03,屏東縣恆春鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10013040-04,屏東縣恆春鎮第04選區,鄉鎮市民代表(區域)
R1,R1-10013050-01,屏東縣萬丹鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013050-02,屏東縣萬丹鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013050-03,屏東縣萬丹鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10013050-04,屏東縣萬丹鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10013060-01,屏東縣長治鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013060-02,屏東縣長治鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013060-03,屏東縣長治鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10013070-01,屏東縣麟洛鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013070-02,屏東縣麟洛鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013070-03,屏東縣麟洛鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10013070-04,屏東縣麟洛鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10013080-01,屏東縣九如鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013080-02,屏東縣九如鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013080-03,屏東縣九如鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10013080-04,屏東縣九如鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10013090-01,屏東縣里港鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013090-02,屏東縣里港鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013090-03,屏東縣里港鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10013090-04,屏東縣里港鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10013100-01,屏東縣鹽埔鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013100-02,屏東縣鹽埔鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013100-03,屏東縣鹽埔鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10013100-04,屏東縣鹽埔鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10013110-01,屏東縣高樹鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013110-02,屏東縣高樹鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013110-03,屏東縣高樹鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10013110-04,屏東縣高樹鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10013120-01,屏東縣萬巒鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013120-02,屏東縣萬巒鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013120-03,屏東縣萬巒鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10013120-04,屏東縣萬巒鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10013130-01,屏東縣內埔鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013130-02,屏東縣內埔鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013130-03,屏東縣內埔鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10013130-04,屏東縣內埔鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10013140-01,屏東縣竹田鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013140-02,屏東縣竹田鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013140-03,屏東縣竹田鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10013150-01,屏東縣新埤鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013150-02,屏東縣新埤鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013160-01,屏東縣枋寮鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013160-02,屏東縣枋寮鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013160-03,屏東縣枋寮鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10013170-01,屏東縣新園鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013170-02,屏東縣新園鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013170-03,屏東縣新園鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10013170-04,屏東縣新園鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10013180-01,屏東縣崁頂鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013180-02,屏東縣崁頂鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013180-03,屏東縣崁頂鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10013180-04,屏東縣崁頂鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10013190-01,屏東縣林邊鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013190-02,屏東縣林邊鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013190-03,屏東縣林邊鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10013200-01,屏東縣南州鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013200-02,屏東縣南州鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013200-03,屏東縣南州鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10013200-04,屏東縣南州鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10013210-01,屏東縣佳冬鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013210-02,屏東縣佳冬鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013210-03,屏東縣佳冬鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10013210-04,屏東縣佳冬鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10013220-01,屏東縣琉球鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013220-02,屏東縣琉球鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013220-03,屏東縣琉球鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10013220-04,屏東縣琉球鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10013230-01,屏東縣車城鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013230-02,屏東縣車城鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013230-03,屏東縣車城鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10013230-04,屏東縣車城鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10013240-01,屏東縣滿州鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013240-02,屏東縣滿州鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013240-03,屏東縣滿州鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10013250-01,屏東縣枋山鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013250-02,屏東縣枋山鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013250-03,屏東縣枋山鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10013260-01,屏東縣三地門鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013260-02,屏東縣三地門鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013270-01,屏東縣霧臺鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013270-02,屏東縣霧臺鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013280-01,屏東縣瑪家鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013280-02,屏東縣瑪家鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013290-01,屏東縣泰武鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013290-02,屏東縣泰武鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013300-01,屏東縣來義鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013300-02,屏東縣來義鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013310-01,屏東縣春日鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013310-02,屏東縣春日鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013320-01,屏東縣獅子鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013320-02,屏東縣獅子鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10013330-01,屏東縣牡丹鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10013330-02,屏東縣牡丹鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10014010-01,臺東縣臺東市第01選區,鄉鎮市民代表(區域)
R1,R1-10014010-02,臺東縣臺東市第02選區,鄉鎮市民代表(區域)
R1,R1-10014010-03,臺東縣臺東市第03選區,鄉鎮市民代表(區域)
R1,R1-10014010-04,臺東縣臺東市第04選區,鄉鎮市民代表(區域)
R1,R1-10014020-01,臺東縣成功鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10014030-01,臺東縣關山鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10014030-02,臺東縣關山鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10014030-03,臺東縣關山鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10014040-01,臺東縣卑南鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10014040-02,臺東縣卑南鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10014050-01,臺東縣鹿野鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10014050-02,臺東縣鹿野鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10014060-01,臺東縣池上鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10014060-02,臺東縣池上鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10014060-03,臺東縣池上鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10014070-01,臺東縣東河鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10014080-01,臺東縣長濱鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10014090-01,臺東縣太麻里鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10014090-02,臺東縣太麻里鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10014100-01,臺東縣大武鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10014110-01,臺東縣綠島鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10014110-02,臺東縣綠島鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10014110-03,臺東縣綠島鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10014120-01,臺東縣海端鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10014120-02,臺東縣海端鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10014120-03,臺東縣海端鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10014130-01,臺東縣延平鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10014130-02,臺東縣延平鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10014130-03,臺東縣延平鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10014140-01,臺東縣金峰鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10014140-02,臺東縣金峰鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10014140-03,臺東縣金峰鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10014150-01,臺東縣達仁鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10014150-02,臺東縣達仁鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10014150-03,臺東縣達仁鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10014160-01,臺東縣蘭嶼鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10015010-01,花蓮縣花蓮市第01選區,鄉鎮市民代表(區域)
R1,R1-10015010-02,花蓮縣花蓮市第02選區,鄉鎮市民代表(區域)
R1,R1-10015010-03,花蓮縣花蓮市第03選區,鄉鎮市民代表(區域)
R1,R1-10015010-04,花蓮縣花蓮市第04選區,鄉鎮市民代表(區域)
R1,R1-10015020-01,花蓮縣鳳林鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10015020-02,花蓮縣鳳林鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10015020-03,花蓮縣鳳林鎮第03選區,鄉鎮市民代表(區域)
R1,R1-10015030-01,花蓮縣玉里鎮第01選區,鄉鎮市民代表(區域)
R1,R1-10015030-02,花蓮縣玉里鎮第02選區,鄉鎮市民代表(區域)
R1,R1-10015040-01,花蓮縣新城鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10015040-02,花蓮縣新城鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10015040-03,花蓮縣新城鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10015050-01,花蓮縣吉安鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10015050-02,花蓮縣吉安鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10015050-03,花蓮縣吉安鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10015060-01,花蓮縣壽豐鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10015060-02,花蓮縣壽豐鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10015060-03,花蓮縣壽豐鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10015070-01,花蓮縣光復鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10015070-02,花蓮縣光復鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10015080-01,花蓮縣豐濱鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10015090-01,花蓮縣瑞穗鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10015090-02,花蓮縣瑞穗鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10015100-01,花蓮縣富里鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10015100-02,花蓮縣富里鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10015110-01,花蓮縣秀林鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10015110-02,花蓮縣秀林鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10015110-03,花蓮縣秀林鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10015120-01,花蓮縣萬榮鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10015120-02,花蓮縣萬榮鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10015120-03,花蓮縣萬榮鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10015130-01,花蓮縣卓溪鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10015130-02,花蓮縣卓溪鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10016010-01,澎湖縣馬公市第01選區,鄉鎮市民代表(區域)
R1,R1-10016010-02,澎湖縣馬公市第02選區,鄉鎮市民代表(區域)
R1,R1-10016010-03,澎湖縣馬公市第03選區,鄉鎮市民代表(區域)
R1,R1-10016010-04,澎湖縣馬公市第04選區,鄉鎮市民代表(區域)
R1,R1-10016020-01,澎湖縣湖西鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10016020-02,澎湖縣湖西鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10016020-03,澎湖縣湖西鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10016030-01,澎湖縣白沙鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10016030-02,澎湖縣白沙鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10016030-03,澎湖縣白沙鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10016030-04,澎湖縣白沙鄉第04選區,鄉鎮市民代表(區域)
R1,R1-10016040-01,澎湖縣西嶼鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10016040-02,澎湖縣西嶼鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10016040-03,澎湖縣西嶼鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10016050-01,澎湖縣望安鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10016050-02,澎湖縣望安鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10016050-03,澎湖縣望安鄉第03選區,鄉鎮市民代表(區域)
R1,R1-10016060-01,澎湖縣七美鄉第01選區,鄉鎮市民代表(區域)
R1,R1-10016060-02,澎湖縣七美鄉第02選區,鄉鎮市民代表(區域)
R1,R1-10016060-03,澎湖縣七美鄉第03選區,鄉鎮市民代表(區域)
R2,R2-10005110-04,苗栗縣南庄鄉第04選區,鄉鎮市民代表(平原原住民)
R2,R2-10013240-04,屏東縣滿州鄉第04選區,鄉鎮市民代表(平原原住民)
R2,R2-10014010-05,臺東縣臺東市第05選區,鄉鎮市民代表(平原原住民)
R2,R2-10014020-02,臺東縣成功鎮第02選區,鄉鎮市民代表(平原原住民)
R2,R2-10014030-04,臺東縣關山鎮第04選區,鄉鎮市民代表(平原原住民)
R2,R2-10014040-03,臺東縣卑南鄉第03選區,鄉鎮市民代表(平原原住民)
R2,R2-10014050-03,臺東縣鹿野鄉第03選區,鄉鎮市民代表(平原原住民)
R2,R2-10014060-04,臺東縣池上鄉第04選區,鄉鎮市民代表(平原原住民)
